UniqueID;Data;taxon_key;ScientificName;ScientificName_corrected;Species;Level;Genus;Family;Order;Class;FamCode;GenCode;DemersPelagic;EnvTemp;DepthRangeShallow;DepthRangeDeep;Lmax;BodyShape;Feeding_path;K;tm;trophic_level;DepthRangeDeepLevel;KLevel;tmLevel;trophic_levelLevel;LMaxLevel;BodyShapeILevel;EnvTempLevel
2;SAU;600009;Abalistes stellaris;Abalistes stellaris;Abalistes stellaris;species;Abalistes;Balistidae;Tetraodontiformes;Actinopterygii;445;6790;demersal;tropical;40;100;60;short_deep;benthic;0.21;3.1;3.6;species;species;species;species;species;species;species
878;initial;600972;Ablennes hians;Ablennes hians;Ablennes hians;species;Ablennes;Belonidae;Beloniformes;Actinopterygii;NA;NA;reef_associated;subtropical;;3;140;elongate;pelagic;0.61;0.99;4.5;species;species;species;species;species;species;species
154;SAU;601119;Abudefduf saxatilis;Abudefduf saxatilis;Abudefduf saxatilis;species;Abudefduf;Pomacentridae;Perciformes;Actinopterygii;350;7803;reef_associated;tropical;0;20;22.9;short_deep;pelagic;0.32;2.4;3.8;species;species;species;species;species;species;species
496;SAU;605687;Abudefduf septemfasciatus;Abudefduf septemfasciatus;Abudefduf septemfasciatus;species;Abudefduf;Pomacentridae;Perciformes;Actinopterygii;350;7803;reef_associated;tropical;0;3;23;short_deep;pelagic;0.32;2.3;3;species;species;species;species;species;species;species
497;SAU;605688;Abudefduf sexfasciatus;Abudefduf sexfasciatus;Abudefduf sexfasciatus;species;Abudefduf;Pomacentridae;Perciformes;Actinopterygii;350;7803;reef_associated;tropical;1;20;19;short_deep;pelagic;0.38;2;2.7;species;species;species;species;species;species;species
498;SAU;605689;Abudefduf sordidus;Abudefduf sordidus;Abudefduf sordidus;species;Abudefduf;Pomacentridae;Perciformes;Actinopterygii;350;7803;reef_associated;tropical;0;3;24;short_deep;benthic;0.3;2.5;2.9;species;species;species;species;species;species;species
587;SAU;606630;Abudefduf vaigiensis;Abudefduf vaigiensis;Abudefduf vaigiensis;species;Abudefduf;Pomacentridae;Perciformes;Actinopterygii;350;7803;reef_associated;tropical;1;15;20;short_deep;benthic;0.85;0.9;2.6;species;species;species;species;species;species;species
879;initial;;Acanthaluteres vittiger;Acanthaluteres vittiger;Acanthaluteres vittiger;species;Acanthaluteres;Monacanthidae;Tetraodontiformes;Actinopterygii;NA;NA;demersal;subtropical;;40;35;short_deep;benthic;0.62;1;2;species;family;family;species;species;species;species
880;initial;600351;Acanthistius brasilianus;Acanthistius brasilianus;Acanthistius brasilianus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;subtropical;;78;60;fusiform;benthic;0.19;3.5;4;genus;species;species;species;species;species;species
881;initial;;Acanthistius cinctus;Acanthistius cinctus;Acanthistius cinctus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;NA;NA;reef_associated;temperate;;78;50;fusiform;pelagic;0.24;3.78;4.03;genus;family;family;genus;species;genus;species
882;initial;;Acanthistius fuscus;Acanthistius fuscus;Acanthistius fuscus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;78;19.2;fusiform;benthic;0.24;3.78;4.03;genus;family;family;genus;species;species;species
883;initial;;Acanthistius pardalotus;Acanthistius pardalotus;Acanthistius pardalotus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;NA;NA;reef_associated;temperate;;78;18.3;fusiform;pelagic;0.24;3.78;4.03;genus;family;family;genus;species;genus;species
884;initial;;Acanthistius serratus;Acanthistius serratus;Acanthistius serratus;species;Acanthistius;Serranidae;Perciformes;Actinopterygii;NA;NA;reef_associated;temperate;;78;50;fusiform;pelagic;0.24;3.78;4.03;genus;family;family;genus;species;genus;species
885;initial;600089;Acanthocybium solandri;Acanthocybium solandri;Acanthocybium solandri;species;Acanthocybium;Scombridae;Perciformes;Actinopterygii;NA;NA;pelagic_oceanic;subtropical;;20;250;elongate;pelagic;0.34;1.72;4.3;species;species;species;species;species;species;species
886;initial;;Acanthopagrus australis;Acanthopagrus australis;Acanthopagrus australis;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;NA;NA;demersal;temperate;;40;66;fusiform;benthic;0.51;2.69;3.1;genus;species;genus;species;species;species;species
887;initial;605526;Acanthopagrus berda;Acanthopagrus berda;Acanthopagrus berda;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;50;90;short_deep;benthic;0.27;2.69;3.33;species;species;genus;genus;species;species;species
888;initial;604543;Acanthopagrus bifasciatus;Acanthopagrus bifasciatus;Acanthopagrus bifasciatus;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;36.2;fusiform;benthic;0.25;2.86;3.4;species;species;species;species;species;species;species
889;initial;606356;Acanthopagrus latus;Acanthopagrus latus;Acanthopagrus latus;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;35;35.2;short_deep;benthic;0.47;1.52;3.37;genus;species;species;genus;species;species;species
575;SAU;606531;Acanthopagrus schlegelii;Acanthopagrus schlegelii;Acanthopagrus schlegelii;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;330;6927;demersal;subtropical;15;40;50;short_deep;benthic;0.28;2.5;3.2;genus;species;species;species;species;species;species
890;initial;;Acanthopagrus schlegelii schlegelii;Acanthopagrus schlegelii;Acanthopagrus schlegelii;species;Acanthopagrus;Sparidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;40;50;short_deep;benthic;0.28;2.5;3.2;genus;species;species;species;species;species;species
891;initial;604306;Acanthurus achilles;Acanthurus achilles;Acanthurus achilles;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;10;24;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
892;initial;;Acanthurus albipectoralis;Acanthurus albipectoralis;Acanthurus albipectoralis;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;33;fusiform;pelagic;0.73;2.67;3.4;species;genus;genus;species;species;species;species
893;initial;;Acanthurus auranticavus;Acanthurus auranticavus;Acanthurus auranticavus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;45;short_deep;benthic;0.68;2.67;2.31;species;species;genus;genus;species;species;species
894;initial;600942;Acanthurus bahianus;Acanthurus bahianus;Acanthurus bahianus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;38.1;short_deep;benthic;1.13;2.67;2;species;species;genus;species;species;species;species
895;initial;;Acanthurus bariene;Acanthurus bariene;Acanthurus bariene;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;50;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
896;initial;604750;Acanthurus blochii;Acanthurus blochii;Acanthurus blochii;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;45;short_deep;benthic;0.25;2.67;2;species;species;genus;species;species;species;species
897;initial;;Acanthurus chirurgus;Acanthurus chirurgus;Acanthurus chirurgus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;25;39;short_deep;benthic;0.5;2.67;2;species;species;genus;species;species;species;species
898;initial;;Acanthurus coeruleus;Acanthurus coeruleus;Acanthurus coeruleus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;39;short_deep;benthic;0.48;2.67;2;species;species;genus;species;species;species;species
899;initial;601256;Acanthurus dussumieri;Acanthurus dussumieri;Acanthurus dussumieri;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;131;54;short_deep;benthic;0.3;2.67;2;species;species;genus;species;species;species;species
900;initial;;Acanthurus fowleri;Acanthurus fowleri;Acanthurus fowleri;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;45;fusiform;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species
901;initial;617471;Acanthurus gahhm;Acanthurus gahhm;Acanthurus gahhm;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;40;short_deep;benthic;0.73;2.67;2.76;species;genus;genus;species;species;species;species
902;initial;;Acanthurus grammoptilus;Acanthurus grammoptilus;Acanthurus grammoptilus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;91;35;short_deep;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species
903;initial;604736;Acanthurus guttatus;Acanthurus guttatus;Acanthurus guttatus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;8;26;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
904;initial;;Acanthurus japonicus;Acanthurus japonicus;Acanthurus japonicus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;21;short_deep;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species
905;initial;;Acanthurus leucocheilus;Acanthurus leucocheilus;Acanthurus leucocheilus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;45;short_deep;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species
906;initial;;Acanthurus leucopareius;Acanthurus leucopareius;Acanthurus leucopareius;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;85;24;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
907;initial;;Acanthurus leucosternon;Acanthurus leucosternon;Acanthurus leucosternon;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;25;54;short_deep;benthic;1.3;2.67;2;species;species;genus;species;species;species;species
908;initial;601258;Acanthurus lineatus;Acanthurus lineatus;Acanthurus lineatus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;38;short_deep;benthic;0.7;1.07;2.85;species;species;species;genus;species;species;species
909;initial;604746;Acanthurus maculiceps;Acanthurus maculiceps;Acanthurus maculiceps;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;15;40;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
910;initial;601255;Acanthurus mata;Acanthurus mata;Acanthurus mata;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;50;fusiform;pelagic;0.22;2.67;2.53;species;species;genus;species;species;species;species
911;initial;601800;Acanthurus monroviae;Acanthurus monroviae;Acanthurus monroviae;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;200;45;short_deep;pelagic;0.27;2.5;2.5;species;species;species;species;species;species;species
912;initial;606011;Acanthurus nigricans;Acanthurus nigricans;Acanthurus nigricans;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;67;21.3;short_deep;benthic;0.28;2.67;2;species;species;genus;species;species;species;species
913;initial;604747;Acanthurus nigricauda;Acanthurus nigricauda;Acanthurus nigricauda;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;40;short_deep;benthic;0.6;2.67;2.99;species;species;genus;species;species;species;species
914;initial;604739;Acanthurus nigrofuscus;Acanthurus nigrofuscus;Acanthurus nigrofuscus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;25;21;short_deep;benthic;0.65;2;2;species;species;species;species;species;species;species
915;initial;;Acanthurus nigroris;Acanthurus nigroris;Acanthurus nigroris;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;25;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
916;initial;604733;Acanthurus nubilus;Acanthurus nubilus;Acanthurus nubilus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;26;short_deep;pelagic;0.73;2.67;3.4;species;genus;genus;species;species;species;species
917;initial;604744;Acanthurus olivaceus;Acanthurus olivaceus;Acanthurus olivaceus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;46;35;short_deep;benthic;1.07;2.67;2.26;species;species;genus;species;species;species;species
918;initial;604742;Acanthurus pyroferus;Acanthurus pyroferus;Acanthurus pyroferus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;25;short_deep;benthic;0.42;2.67;2;species;species;genus;species;species;species;species
919;initial;604740;Acanthurus sohal;Acanthurus sohal;Acanthurus sohal;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;52.8;40;short_deep;benthic;0.73;2.67;2;genus;genus;genus;species;species;species;species
920;initial;;Acanthurus tennentii;Acanthurus tennentii;Acanthurus tennentii;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;31;short_deep;benthic;0.73;2.67;2;species;genus;genus;species;species;species;species
921;initial;;Acanthurus thompsoni;Acanthurus thompsoni;Acanthurus thompsoni;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;119;27;short_deep;pelagic;0.73;2.67;3.64;species;genus;genus;species;species;species;species
923;initial;601260;Acanthurus triostegus;Acanthurus triostegus;Acanthurus triostegus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;27;short_deep;benthic;1;0.77;2.8;species;species;species;species;species;species;species
924;initial;;Acanthurus tristis;Acanthurus tristis;Acanthurus tristis;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;25;short_deep;benthic;0.73;2.67;2.31;species;genus;genus;genus;species;species;species
925;initial;601261;Acanthurus xanthopterus;Acanthurus xanthopterus;Acanthurus xanthopterus;species;Acanthurus;Acanthuridae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;70;fusiform;benthic;0.29;2.25;2.9;species;species;species;species;species;species;species
730;SAU;613429;Achirus klunzingeri;Achirus klunzingeri;Achirus klunzingeri;species;Achirus;Achiridae;Pleuronectiformes;Actinopterygii;516;188;demersal;subtropical;14;40;23;short_deep;benthic;0.41;1.8;3.52;species;species;species;genus;species;species;species
926;initial;;Achoerodus viridis;Achoerodus viridis;Achoerodus viridis;species;Achoerodus;Labridae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;40;62;fusiform;benthic;0.11;8;3.78;species;genus;species;genus;species;genus;species
406;SAU;604683;Acipenser baerii;Acipenser baerii;Acipenser baerii;species;Acipenser;Acipenseridae;Acipenseriformes;Actinopterygii;32;2154;demersal;temperate;0;200;200;elongate;benthic;0.06;9.7;3.3;species;species;species;species;species;species;species
927;initial;604712;Acipenser gueldenstaedtii;Acipenser gueldenstaedtii;Acipenser gueldenstaedtii;species;Acipenser;Acipenseridae;Aciperseriformes;Actinopterygii;NA;NA;demersal;temperate;;100;236;elongate;benthic;0.05;11;3.3;species;species;species;species;species;species;species
304;SAU;602592;Acipenser medirostris;Acipenser medirostris;Acipenser medirostris;species;Acipenser;Acipenseridae;Acipenseriformes;Actinopterygii;32;2154;demersal;temperate;0;80;270;elongate;benthic;0.09;6.3;3.5;species;species;species;species;species;species;species
403;SAU;604604;Acipenser ruthenus;Acipenser ruthenus;Acipenser ruthenus;species;Acipenser;Acipenseridae;Acipenseriformes;Actinopterygii;32;2154;demersal;temperate;1;89.4;125;elongate;benthic;0.12;5.2;3.6;genus;species;species;species;species;species;species
275;SAU;602065;Acipenser stellatus;Acipenser stellatus;Acipenser stellatus;species;Acipenser;Acipenseridae;Acipenseriformes;Actinopterygii;32;2154;demersal;temperate;10;100;250;elongate;benthic;0.17;3.4;3.5;species;species;species;species;species;species;species
276;SAU;602066;Acipenser sturio;Acipenser sturio;Acipenser sturio;species;Acipenser;Acipenseridae;Acipenseriformes;Actinopterygii;32;2154;demersal;temperate;4;93;600;elongate;benthic;0.03;16.7;3.5;species;species;species;species;species;species;species
305;SAU;602594;Acipenser transmontanus;Acipenser transmontanus;Acipenser transmontanus;species;Acipenser;Acipenseridae;Acipenseriformes;Actinopterygii;32;2154;demersal;temperate;1;122;610;elongate;benthic;0.04;13.1;3.3;species;species;species;species;species;species;species
571;SAU;606503;Aeoliscus strigatus;Aeoliscus strigatus;Aeoliscus strigatus;species;Aeoliscus;Centriscidae;Syngnathiformes;Actinopterygii;256;5107;reef_associated;tropical;2;42;15;elongate;pelagic;0.55;1.5;3.5;species;species;species;species;species;species;species
928;initial;606441;Aethaloperca rogaa;Aethaloperca rogaa;Aethaloperca rogaa;species;Aethaloperca;Serranidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;60;short_deep;pelagic;0.24;3.78;4.2;species;family;family;species;species;species;species
929;initial;;Aetomylaeus bovinus;Aetomylaeus bovinus;Aetomylaeus bovinus;species;Aetomylaeus;Myliobatidae;Myliobatiformes;Elasmobranchii ;NA;NA;benthopelagic;subtropical;;150;222;flat;benthic;0.3;4.5;3.79;species;family;family;species;species;species;species
6;SAU;600036;Agonus cataphractus;Agonus cataphractus;Agonus cataphractus;species;Agonus;Agonidae;Scorpaeniformes;Actinopterygii;283;1749;demersal;temperate;0;270;21;fusiform;benthic;0.48;1.7;3.4;species;species;species;species;species;species;species
930;initial;;Albatrossia pectoralis;Albatrossia pectoralis;Albatrossia pectoralis;species;Albatrossia;Macrouridae;Gadiformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;3500;210;elongate;benthic;0.13;4.58;4.3;species;species;species;species;species;species;species
705;SAU;611512;Albula glossodonta;Albula glossodonta;Albula glossodonta;species;Albula;Albulidae;Albuliformes;Actinopterygii;48;1008;reef_associated;tropical;;10;90;fusiform;benthic;0.1;7.2;3.7;species;species;species;genus;species;species;species
931;initial;600228;Albula vulpes;Albula vulpes;Albula vulpes;species;Albula;Albulidae;Albuliformes;Actinopterygii;NA;NA;reef_associated;subtropical;;84;104;fusiform;benthic;0.24;2.67;3.7;species;species;species;species;species;species;species
2611;add_June2020;;Aldrichetta forsteri;Aldrichetta forsteri;Aldrichetta forsteri;species;Aldrichetta;Mugilidae;Mugiliformes;Actinopterygii;359;10526;demersal;subtropical;0;50;50;fusiform;benthic;0.510;1.4;2.5;species;species;species;species;species;species;species
932;initial;601888;Alectis alexandrina;Alectis alexandrina;Alectis alexandrina;species;Alectis;Carangidae;Perciformes;Actinopterygii;NA;NA;pelagic_neritic;subtropical;;70;100;short_deep;pelagic;0.19;3.2;3.6;species;species;species;species;species;species;species
933;initial;;Alectis alexandrinus;Alectis alexandrina;Alectis alexandrina;species;Alectis;Carangidae;Perciformes;Actinopterygii;NA;NA;pelagic_neritic;subtropical;;70;100;short_deep;pelagic;0.19;3.2;3.6;species;species;species;species;species;species;species
934;initial;600988;Alectis ciliaris;Alectis ciliaris;Alectis ciliaris;species;Alectis;Carangidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;100;150;short_deep;benthic;0.14;4.2;4;species;species;species;species;species;species;species
3;SAU;600010;Alectis indica;Alectis indica;Alectis indica;species;Alectis;Carangidae;Perciformes;Actinopterygii;314;2433;reef_associated;tropical;20;100;165;short_deep;benthic;0.17;3.5;4.1;species;species;species;species;species;species;species
935;initial;;Alectis indicus;Alectis indicus;Alectis indicus;species;Alectis;Carangidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;165;short_deep;pelagic;0.17;2.7;4.09;species;species;family;species;species;species;species
936;initial;601889;Alepes djedaba;Alepes djedaba;Alepes djedaba;species;Alepes;Carangidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;45;40;fusiform;benthic;0.61;1.19;3.3;genus;species;species;species;species;species;species
937;initial;;Alepes vari;Alepes vari;Alepes vari;species;Alepes;Carangidae;Perciformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;10;56;fusiform;pelagic;0.87;2.7;3.65;species;genus;family;species;species;species;species
12;SAU;600099;Alepisaurus ferox;Alepisaurus ferox;Alepisaurus ferox;species;Alepisaurus;Alepisauridae;Aulopiformes;Actinopterygii;171;7948;pelagic_neritic;tropical;0;1830;215;elongate;pelagic;0.65;1.63;4;species;order;order;species;species;species;species
938;initial;609171;Alepocephalus agassizii;Alepocephalus agassizii;Alepocephalus agassizii;species;Alepocephalus;Alepocephalidae;Osmeriformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;2500;79;elongate;benthic;0.09;7;3.38;species;species;species;species;species;species;species
939;initial;600230;Alepocephalus bairdii;Alepocephalus bairdii;Alepocephalus bairdii;species;Alepocephalus;Alepocephalidae;Osmeriformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;1700;100;elongate;benthic;0.08;7.6;3.69;species;species;species;species;species;species;species
436;SAU;605071;Alepocephalus rostratus;Alepocephalus rostratus;Alepocephalus rostratus;species;Alepocephalus;Alepocephalidae;Osmeriformes;Actinopterygii;86;960;demersal;subtropical;300;2250;50;elongate;pelagic;0.08;8.4;3.7;species;species;species;species;species;species;species
940;initial;612962;Allocyttus niger;Allocyttus niger;Allocyttus niger;species;Allocyttus;Oreosomatidae;Zeiformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;1300;47;short_deep;pelagic;0.03;22.4;3.4;species;species;species;species;species;species;species
11;SAU;600091;Allothunnus fallai;Allothunnus fallai;Allothunnus fallai;species;Allothunnus;Scombridae;Perciformes;Actinopterygii;416;8307;pelagic_neritic;temperate;0;20;105;fusiform;pelagic;0.26;2.4;3.7;species;species;species;species;species;species;species
941;initial;602534;Alopias superciliosus;Alopias superciliosus;Alopias superciliosus;species;Alopias;Alopiidae;Lamniformes;Elasmobranchii;NA;NA;pelagic_oceanic;subtropical;;730;487.98;fusiform;pelagic;0.09;5.75;4.5;species;species;species;species;species;species;species
942;initial;602535;Alopias vulpinus;Alopias vulpinus;Alopias vulpinus;species;Alopias;Alopiidae;Lamniformes;Elasmobranchii;NA;NA;pelagic_oceanic;subtropical;;550;760;fusiform;pelagic;0.16;3.48;4.5;species;species;species;species;species;species;species
943;initial;601574;Alosa aestivalis;Alosa aestivalis;Alosa aestivalis;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;subtropical;;55;40;fusiform;pelagic;0.18;4;3.8;species;species;species;species;species;species;species
944;initial;600101;Alosa alosa;Alosa alosa;Alosa alosa;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;300;69;fusiform;pelagic;0.38;1.75;3;species;species;species;species;species;species;species
225;SAU;601577;Alosa caspia caspia;Alosa caspia;Alosa caspia;species;Alosa;Clupeidae;;;43;4924;pelagic_neritic;temperate;;161.88;32;fusiform;pelagic;0.3;2.5;3.5;genus;species;species;species;species;species;species
945;initial;605355;Alosa fallax;Alosa fallax;Alosa fallax;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;300;60;fusiform;pelagic;0.22;2.97;4;species;species;species;species;species;species;species
946;initial;600105;Alosa immaculata;Alosa immaculata;Alosa immaculata;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;90;39;fusiform;pelagic;0.32;2.17;4;species;species;species;species;species;species;species
947;initial;601582;Alosa mediocris;Alosa mediocris;Alosa mediocris;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;161.88;60;fusiform;pelagic;0.3;2.2;4.1;genus;species;species;species;species;species;species
948;initial;601583;Alosa pseudoharengus;Alosa pseudoharengus;Alosa pseudoharengus;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;145;40;fusiform;pelagic;0.46;1.67;3.4;species;species;species;species;species;species;species
949;initial;601584;Alosa sapidissima;Alosa sapidissima;Alosa sapidissima;species;Alosa;Clupeidae;Clupeiformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;250;76;fusiform;pelagic;0.2;3.21;3.5;species;species;species;species;species;species;species
675;SAU;608726;Alphestes afer;Alphestes afer;Alphestes afer;species;Alphestes;Serranidae;Perciformes;Actinopterygii;289;8032;reef_associated;tropical;2;30;33;fusiform;benthic;0.32;2.2;3.6;species;species;species;species;species;species;species
950;initial;;Alphestes immaculatus;Alphestes immaculatus;Alphestes immaculatus;species;Alphestes;Serranidae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;50;30;fusiform;benthic;0.24;3.78;3.5;species;family;family;species;species;species;species
951;initial;604274;Aluterus monoceros;Aluterus monoceros;Aluterus monoceros;species;Aluterus;Monacanthidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;subtropical;;80;76.2;short_deep;benthic;0.22;2.97;3.8;species;species;species;species;species;species;species
149;SAU;601081;Aluterus schoepfii;Aluterus schoepfii;Aluterus schoepfii;species;Aluterus;Monacanthidae;Tetraodontiformes;Actinopterygii;517;5905;reef_associated;tropical;3;900;61;short_deep;pelagic;0.17;3.9;2;species;species;species;species;species;species;species
952;initial;604275;Aluterus scriptus;Aluterus scriptus;Aluterus scriptus;species;Aluterus;Monacanthidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;subtropical;;120;110;short_deep;pelagic;0.62;1;3.02;species;family;family;species;species;species;species
953;initial;606672;Amanses scopas;Amanses scopas;Amanses scopas;species;Amanses;Monacanthidae;Tetraodontiformes;Actinopterygii;NA;NA;reef_associated;tropical;;18;20;short_deep;benthic;0.62;1;3.06;species;family;family;family;species;species;species
708;SAU;611783;Ambassis buruensis;Ambassis buruensis;Ambassis buruensis;species;Ambassis;Ambassidae;Perciformes;Actinopterygii;509;3334;demersal;tropical;;2;8.2;fusiform;benthic;1.46;0.6;3.4;species;species;species;species;species;species;species
220;SAU;601501;Amblygaster sirm;Amblygaster sirm;Amblygaster sirm;species;Amblygaster;Clupeidae;Clupeiformes;Actinopterygii;43;223;reef_associated;tropical;10;75;27;fusiform;pelagic;1.14;0.7;2.9;species;species;species;species;species;species;species
463;SAU;605477;Amblyglyphidodon curacao;Amblyglyphidodon curacao;Amblyglyphidodon curacao;species;Amblyglyphidodon;Pomacentridae;Perciformes;Actinopterygii;350;9716;reef_associated;tropical;1;40;11;short_deep;pelagic;0.62;1.4;2.6;species;species;species;species;species;species;species
619;SAU;607198;Amblygobius phalaena;Amblygobius phalaena;Amblygobius phalaena;species;Amblygobius;Gobiidae;Perciformes;Actinopterygii;405;1544;reef_associated;tropical;;52;15;fusiform;benthic;1.85;0.5;3.6;species;species;species;species;species;species;species
954;initial;606953;Amblyraja georgiana;Amblyraja georgiana;Amblyraja georgiana;species;Amblyraja;Rajidae;Rajiformes;Elasmobranchii;NA;NA;pelagic_oceanic;polar_deep;;350;100;flat;pelagic;0.15;4.1;4.03;species;species;species;genus;species;species;species
955;initial;609256;Amblyraja hyperborea;Amblyraja hyperborea;Amblyraja hyperborea;species;Amblyraja;Rajidae;Rajiformes;Elasmobranchii;NA;NA;demersal;polar_deep;;2500;106;flat;benthic;0.14;4.4;4.3;species;species;species;species;species;species;species
352;SAU;603820;Ammodytes americanus;Ammodytes americanus;Ammodytes americanus;species;Ammodytes;Ammodytidae;Perciformes;Actinopterygii;402;5436;demersal;temperate;0;73;23.5;elongate;pelagic;0.24;3.2;3.2;species;species;species;species;species;species;species
