UniqueID;Data;taxon_key;ScientificName;ScientificName_corrected;Species;Level;Genus;Family;Order;Class;FamCode;GenCode;DemersPelagic;EnvTemp;DepthRangeShallow;DepthRangeDeep;Lmax;BodyShape;Feeding_path;K;tm;trophic_level;DepthRangeDeepLevel;KLevel;tmLevel;trophic_levelLevel;LMaxLevel;BodyShapeILevel;EnvTempLevel
1718;initial;601854;Lethrinus atkinsoni;Lethrinus atkinsoni;Lethrinus atkinsoni;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;50;fusiform;benthic;0.3;4.32;3.51;species;species;genus;species;species;species;species
1719;initial;601867;Lethrinus atlanticus;Lethrinus atlanticus;Lethrinus atlanticus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;50;fusiform;benthic;0.25;2.7;3.5;species;species;species;species;species;species;species
1720;initial;601844;Lethrinus borbonicus;Lethrinus borbonicus;Lethrinus borbonicus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;40;fusiform;benthic;0.88;0.85;3.5;species;species;species;species;species;species;species
1721;initial;;Lethrinus enigmaticus;Lethrinus enigmaticus;Lethrinus enigmaticus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;55;fusiform;benthic;0.15;4.32;3.83;species;species;genus;species;species;species;species
1722;initial;601862;Lethrinus erythracanthus;Lethrinus erythracanthus;Lethrinus erythracanthus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;120;70;fusiform;benthic;0.38;4.32;3.41;species;species;genus;species;species;species;species
1723;initial;601842;Lethrinus erythropterus;Lethrinus erythropterus;Lethrinus erythropterus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;25;50;fusiform;benthic;0.33;4.32;3.7;species;genus;genus;species;species;species;species
1724;initial;;Lethrinus genivittatus;Lethrinus genivittatus;Lethrinus genivittatus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;25;25;fusiform;benthic;0.87;4.32;3.61;species;species;genus;species;species;species;species
1725;initial;601851;Lethrinus harak;Lethrinus harak;Lethrinus harak;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;50;fusiform;benthic;0.46;1.52;3.6;species;species;species;species;species;species;species
1726;initial;601863;Lethrinus lentjan;Lethrinus lentjan;Lethrinus lentjan;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;52;fusiform;benthic;0.69;1.04;3.9;species;species;species;species;species;species;species
1727;initial;601843;Lethrinus mahsena;Lethrinus mahsena;Lethrinus mahsena;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;65;fusiform;benthic;0.1;6.48;3.4;species;species;species;species;species;species;species
1728;initial;601845;Lethrinus microdon;Lethrinus microdon;Lethrinus microdon;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;80;80;fusiform;benthic;0.2;3.17;3.8;species;species;species;species;species;species;species
1729;initial;601858;Lethrinus miniatus;Lethrinus miniatus;Lethrinus miniatus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;90;fusiform;benthic;0.26;4.32;3.77;species;species;genus;species;species;species;species
1730;initial;601846;Lethrinus nebulosus;Lethrinus nebulosus;Lethrinus nebulosus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;75;87;fusiform;benthic;0.19;3.44;3.8;species;species;species;species;species;species;species
1731;initial;601847;Lethrinus obsoletus;Lethrinus obsoletus;Lethrinus obsoletus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;60;fusiform;benthic;0.38;4.32;3.12;species;species;genus;species;species;species;species
1732;initial;601864;Lethrinus olivaceus;Lethrinus olivaceus;Lethrinus olivaceus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;185;100;fusiform;benthic;0.25;2.55;4;species;species;species;species;species;species;species
1733;initial;601866;Lethrinus ornatus;Lethrinus ornatus;Lethrinus ornatus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;45;fusiform;benthic;0.49;4.32;3.37;species;species;genus;species;species;species;species
1734;initial;601848;Lethrinus rubrioperculatus;Lethrinus rubrioperculatus;Lethrinus rubrioperculatus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;198;50;fusiform;benthic;0.22;3.25;3.8;species;species;species;species;species;species;species
1735;initial;601849;Lethrinus semicinctus;Lethrinus semicinctus;Lethrinus semicinctus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;35;35;fusiform;benthic;0.68;4.32;4.01;species;species;genus;species;species;species;species
1736;initial;601850;Lethrinus variegatus;Lethrinus variegatus;Lethrinus variegatus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;150;20;fusiform;benthic;0.46;4.32;3.5;species;species;genus;species;species;species;species
1737;initial;601852;Lethrinus xanthochilus;Lethrinus xanthochilus;Lethrinus xanthochilus;species;Lethrinus;Lethrinidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;150;70;fusiform;benthic;0.14;4.57;3.8;species;species;species;species;species;species;species
412;SAU;604783;Leuciscus aspius;Leuciscus aspius;Leuciscus aspius;species;Leuciscus;Cyprinidae;Cypriniformes;Actinopterygii;122;1255;demersal;temperate;10;24.82;120;fusiform;pelagic;0.1;6;4.5;family;species;species;species;species;species;species
1738;initial;602801;Leuciscus idus;Leuciscus idus;Leuciscus idus;species;Leuciscus;Cyprinidae;Cypriniformes;Actinopterygii;NA;NA;benthopelagic;temperate;;20;85;fusiform;benthic;0.14;4.79;3.8;family;species;species;species;species;species;species
1739;initial;607614;Leucoraja circularis;Leucoraja circularis;Leucoraja circularis;species;Leucoraja;Rajidae;Rajiformes;Elasmobranchii;NA;NA;demersal;temperate;;676;120;flat;benthic;0.12;5;3.5;species;species;species;species;species;species;species
1740;initial;602557;Leucoraja erinacea;Leucoraja erinacea;Leucoraja erinacea;species;Leucoraja;Rajidae;Rajiformes;Elasmobranchii;NA;NA;demersal;temperate;;329;54;flat;benthic;0.2;3.32;3.6;species;species;species;species;species;species;species
1741;initial;607619;Leucoraja fullonica;Leucoraja fullonica;Leucoraja fullonica;species;Leucoraja;Rajidae;Rajiformes;Elasmobranchii;NA;NA;demersal;polar_deep;;550;120;flat;benthic;0.12;5;3.5;species;species;species;species;species;species;species
1742;initial;604326;Leucoraja naevus;Leucoraja naevus;Leucoraja naevus;species;Leucoraja;Rajidae;Rajiformes;Elasmobranchii;NA;NA;demersal;subtropical;;500;71;flat;benthic;0.11;5.63;4.2;species;species;species;species;species;species;species
1743;initial;600692;Lichia amia;Lichia amia;Lichia amia;species;Lichia;Carangidae;Perciformes;Actinopterygii;NA;NA;pelagic_neritic;subtropical;;50;200;fusiform;pelagic;0.11;5.1;4.5;species;species;species;species;species;species;species
224;SAU;601529;Lile stolifera;Lile stolifera;Lile stolifera;species;Lile;Clupeidae;Clupeiformes;Actinopterygii;43;6154;pelagic_neritic;tropical;0;50;13;fusiform;pelagic;1.34;0.6;3.5;species;species;species;species;species;species;species
1744;initial;600520;Limanda aspera;Limanda aspera;Limanda aspera;species;Limanda;Pleuronectidae;Pleuronectiformes;Actinopterygii;NA;NA;demersal;temperate;;700;49;flat;benthic;0.12;5.71;3.5;species;species;species;species;species;species;species
1745;initial;600521;Limanda ferruginea;Limanda ferruginea;Limanda ferruginea;species;Limanda;Pleuronectidae;Pleuronectiformes;Actinopterygii;NA;NA;demersal;temperate;;364;64;flat;benthic;0.34;1.98;3.3;species;species;species;species;species;species;species
1746;initial;600695;Limanda limanda;Limanda limanda;Limanda limanda;species;Limanda;Pleuronectidae;Pleuronectiformes;Actinopterygii;NA;NA;demersal;temperate;;150;40;flat;benthic;0.6;1.28;3.4;species;species;species;species;species;species;species
599;SAU;;Lindbergichthys mizops;Lindbergichthys mizops;Lindbergichthys mizops;species;Lindbergichthys;Nototheniidae;Perciformes;Actinopterygii;382;3429;demersal;polar_deep;20;220;15;fusiform;benthic;0.36;2.2;3.5;species;species;species;genus;species;species;species
600;SAU;;Lindbergichthys nudifrons;Lindbergichthys nudifrons;Lindbergichthys nudifrons;species;Lindbergichthys;Nototheniidae;Perciformes;Actinopterygii;382;3429;demersal;polar_deep;3;400;19.5;fusiform;benthic;0.29;2.6;3.5;species;species;species;species;species;species;species
720;SAU;612848;Liopropoma maculatum;Liopropoma maculatum;Liopropoma maculatum;species;Liopropoma;Serranidae;Perciformes;Actinopterygii;289;3788;demersal;subtropical;100;400;21.7;fusiform;benthic;0.39;1.9;3.96;species;species;species;family;species;species;species
777;SAU;624115;Liparis tanakae;Liparis tanakae;Liparis tanakae;species;Liparis;Liparidae;Scorpaeniformes;Actinopterygii;615;2153;demersal;temperate;50;121;47;elongate;benthic;0.2;3.4;4.3;species;species;species;species;species;species;species
54;SAU;600450;Lithognathus lithognathus;Lithognathus lithognathus;Lithognathus lithognathus;species;Lithognathus;Sparidae;Perciformes;Actinopterygii;330;5546;demersal;subtropical;;150;200;fusiform;benthic;0.1;6;3.1;species;species;species;species;species;species;species
1748;initial;600706;Lithognathus mormyrus;Lithognathus mormyrus;Lithognathus mormyrus;species;Lithognathus;Sparidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;150;55;fusiform;benthic;0.24;2.92;3.4;species;species;species;species;species;species;species
1749;initial;601735;Liza aurata;Chelon auratus;Chelon auratus;species;Chelon;Mugilidae;;;359;996;pelagic_neritic;temperate;10;3;59;fusiform;benthic;0.16;4.1;2.8;genus;species;species;species;species;species;species
1750;initial;;Liza carinata;Liza carinata;Liza carinata;species;Liza;Mugilidae;Mugiliformes;Actinopterygii;NA;NA;pelagic_neritic;tropical;;10;70;fusiform;pelagic;0.52;1.44;2.61;genus;species;species;genus;species;species;species
1751;initial;646376;Liza klunzingeri;Liza klunzingeri;Liza klunzingeri;species;Liza;Mugilidae;Mugiliformes;Actinopterygii;NA;NA;demersal;subtropical;;10;20;fusiform;pelagic;0.46;1.62;2.61;genus;species;species;genus;species;species;species
1752;initial;604583;Liza ramada;Liza ramada;Liza ramada;species;Liza;Mugilidae;Mugiliformes;Actinopterygii;NA;NA;pelagic_neritic;temperate;;10;50.89;fusiform;pelagic;0.17;3.91;2.3;genus;species;species;species;species;species;species
1753;initial;601736;Liza saliens;Chelon saliens;Chelon saliens;species;Chelon;Mugilidae;;;359;996;demersal;subtropical;10;3;40;fusiform;benthic;0.26;2.7;2.9;genus;species;species;species;species;species;species
1754;initial;660984;Lobotes pacificus;Lobotes pacificus;Lobotes pacificus;species;Lobotes;Lobotidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;tropical;;70;100;short_deep;benthic;0.48;1.3;4;genus;species;species;genus;species;species;species
1755;initial;601077;Lobotes surinamensis;Lobotes surinamensis;Lobotes surinamensis;species;Lobotes;Lobotidae;Perciformes;Actinopterygii;NA;NA;benthopelagic;subtropical;;70;110;short_deep;benthic;0.68;0.96;4;species;species;species;species;species;species;species
1757;initial;600532;Lophius americanus;Lophius americanus;Lophius americanus;species;Lophius;Lophiidae;Lophiiformes;Actinopterygii;NA;NA;demersal;temperate;;800;120;flat;benthic;0.1;5.8;4.5;species;species;species;species;species;species;species
1758;initial;605094;Lophius budegassa;Lophius budegassa;Lophius budegassa;species;Lophius;Lophiidae;Lophiiformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;1013;240.67;short_deep;benthic;0.1;6.26;4.4;species;species;species;species;species;species;species
1759;initial;601078;Lophius gastrophysus;Lophius gastrophysus;Lophius gastrophysus;species;Lophius;Lophiidae;Lophiiformes;Actinopterygii;NA;NA;demersal;polar_deep;;700;60;short_deep;benthic;0.18;3.6;4.5;species;species;species;species;species;species;species
1760;initial;600716;Lophius piscatorius;Lophius piscatorius;Lophius piscatorius;species;Lophius;Lophiidae;Lophiiformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;1000;200;short_deep;benthic;0.11;5.41;4.4;species;species;species;species;species;species;species
428;SAU;604988;Lophius vaillanti;Lophius vaillanti;Lophius vaillanti;species;Lophius;Lophiidae;Lophiiformes;Actinopterygii;190;2156;demersal;tropical;200;800;80.3;short_deep;benthic;0.14;4.5;4.5;species;species;species;species;species;species;species
1761;initial;610256;Lophius vomerinus;Lophius vomerinus;Lophius vomerinus;species;Lophius;Lophiidae;Lophiiformes;Actinopterygii;NA;NA;pelagic_oceanic;polar_deep;;400;100;short_deep;pelagic;0.14;4.58;4.5;species;species;species;species;species;species;species
1762;initial;600362;Lopholatilus chamaeleonticeps;Lopholatilus chamaeleonticeps;Lopholatilus chamaeleonticeps;species;Lopholatilus;Malacanthidae;Perciformes;Actinopterygii;NA;NA;demersal;subtropical;;540;125;fusiform;benthic;0.09;6.8;3.8;species;species;species;species;species;species;species
1763;initial;600310;Lota lota;Lota lota;Lota lota;species;Lota;Lotidae;Gadiformes;Actinopterygii;NA;NA;demersal;temperate;;700;152;elongate;benthic;0.14;4.45;3.8;species;species;species;species;species;species;species
318;SAU;603212;Lucania parva;Lucania parva;Lucania parva;species;Lucania;Fundulidae;Cyprinodontiformes;Actinopterygii;570;9715;pelagic_neritic;subtropical;0;2;6.2;fusiform;pelagic;1.53;0.6;3.3;species;species;species;family;species;species;species
211;SAU;601380;Lumpenus lampretaeformis;Lumpenus lampretaeformis;Lumpenus lampretaeformis;species;Lumpenus;Stichaeidae;Perciformes;Actinopterygii;393;1457;demersal;temperate;30;373;50;elongate;benthic;0.21;3.2;3.6;species;species;species;species;species;species;species
1764;initial;;Lutjanus adetii;Lutjanus adetii;Lutjanus adetii;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;20;50;fusiform;benthic;0.29;3.08;4.01;species;species;genus;species;species;species;species
212;SAU;601401;Lutjanus agennes;Lutjanus agennes;Lutjanus agennes;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;323;1202;reef_associated;tropical;;90.46;139;fusiform;benthic;0.11;5.3;4;genus;species;species;species;species;species;species
1765;initial;;Lutjanus alexandrei;Lutjanus alexandrei;Lutjanus alexandrei;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;54;25;fusiform;benthic;0.26;3.08;3.93;species;genus;genus;genus;species;genus;species
1766;initial;601403;Lutjanus analis;Lutjanus analis;Lutjanus analis;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;95;94;fusiform;benthic;0.16;3.92;3.9;species;species;species;species;species;species;species
1767;initial;601404;Lutjanus apodus;Lutjanus apodus;Lutjanus apodus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;63;67.2;fusiform;benthic;0.35;2.02;4.2;species;species;species;species;species;species;species
1768;initial;;Lutjanus aratus;Lutjanus aratus;Lutjanus aratus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;100;fusiform;benthic;0.26;3.08;4.09;species;genus;genus;species;species;species;species
1769;initial;601407;Lutjanus argentimaculatus;Lutjanus argentimaculatus;Lutjanus argentimaculatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;120;40;fusiform;benthic;0.19;3.22;3.6;species;species;species;species;species;species;species
1770;initial;601408;Lutjanus argentiventris;Lutjanus argentiventris;Lutjanus argentiventris;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;60;71;fusiform;benthic;0.16;4;4.04;species;species;species;species;species;species;species
1771;initial;;Lutjanus bengalensis;Lutjanus bengalensis;Lutjanus bengalensis;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;30;fusiform;benthic;0.26;3.08;3.78;species;genus;genus;species;species;species;species
1772;initial;;Lutjanus biguttatus;Lutjanus biguttatus;Lutjanus biguttatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;36;25;fusiform;benthic;0.26;3.08;3.98;species;genus;genus;species;species;species;species
1773;initial;601417;Lutjanus bohar;Lutjanus bohar;Lutjanus bohar;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;180;90;fusiform;benthic;0.09;7.24;4.3;species;species;species;species;species;species;species
1774;initial;601423;Lutjanus campechanus;Lutjanus campechanus;Lutjanus campechanus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;190;100;fusiform;benthic;0.16;3.86;4;species;species;species;species;species;species;species
1775;initial;;Lutjanus carponotatus;Lutjanus carponotatus;Lutjanus carponotatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;80;40;fusiform;benthic;0.51;2.15;4.02;species;species;species;species;species;species;species
1776;initial;;Lutjanus colorado;Lutjanus colorado;Lutjanus colorado;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;70;91;fusiform;benthic;0.26;3.08;3.39;species;genus;genus;species;species;species;species
1777;initial;601427;Lutjanus cyanopterus;Lutjanus cyanopterus;Lutjanus cyanopterus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;55;160;fusiform;benthic;0.13;3.08;3.99;species;species;genus;species;species;species;species
1778;initial;;Lutjanus decussatus;Lutjanus decussatus;Lutjanus decussatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;35;35;fusiform;benthic;0.26;3.08;4.02;species;genus;genus;species;species;species;species
1779;initial;;Lutjanus ehrenbergii;Lutjanus ehrenbergii;Lutjanus ehrenbergii;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;20;35;fusiform;benthic;0.92;1.75;3.93;species;species;species;genus;species;species;species
1780;initial;601406;Lutjanus erythropterus;Lutjanus erythropterus;Lutjanus erythropterus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;81.6;fusiform;benthic;0.4;3.08;4.11;species;species;genus;species;species;species;species
147;SAU;601070;Lutjanus fulgens;Lutjanus fulgens;Lutjanus fulgens;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;323;1202;demersal;tropical;60;90.46;60;fusiform;benthic;0.24;2.7;4;genus;species;species;species;species;species;species
1781;initial;600261;Lutjanus fulviflamma;Lutjanus fulviflamma;Lutjanus fulviflamma;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;35;35;fusiform;benthic;0.6;1.75;3.85;species;species;species;species;species;species;species
1782;initial;600262;Lutjanus fulvus;Lutjanus fulvus;Lutjanus fulvus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;75;40;fusiform;benthic;0.72;1;3.6;species;species;species;species;species;species;species
1783;initial;600265;Lutjanus gibbus;Lutjanus gibbus;Lutjanus gibbus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;150;50;fusiform;benthic;0.4;1.73;4.1;species;species;species;species;species;species;species
1784;initial;600266;Lutjanus griseus;Lutjanus griseus;Lutjanus griseus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;180;89;fusiform;benthic;0.24;2.78;4.2;species;species;species;species;species;species;species
1785;initial;600152;Lutjanus guttatus;Lutjanus guttatus;Lutjanus guttatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;80;fusiform;benthic;0.19;3.45;4;species;species;species;species;species;species;species
1786;initial;;Lutjanus inermis;Lutjanus inermis;Lutjanus inermis;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;34;fusiform;pelagic;0.26;3.08;3.83;species;genus;genus;species;species;species;species
1787;initial;600154;Lutjanus jocu;Lutjanus jocu;Lutjanus jocu;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;40;128;fusiform;benthic;0.11;5.5;3.92;species;species;species;species;species;species;species
1788;initial;600264;Lutjanus johnii;Lutjanus johnii;Lutjanus johnii;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;80;97;fusiform;benthic;0.12;5.08;4.2;species;species;species;species;species;species;species
1789;initial;600155;Lutjanus jordani;Lutjanus jordani;Lutjanus jordani;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;60;fusiform;pelagic;0.26;3.08;4.02;species;genus;genus;species;species;species;species
1790;initial;600156;Lutjanus kasmira;Lutjanus kasmira;Lutjanus kasmira;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;265;40;fusiform;benthic;0.21;3.31;3.9;species;species;species;species;species;species;species
1791;initial;;Lutjanus lunulatus;Lutjanus lunulatus;Lutjanus lunulatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;35;fusiform;benthic;0.26;3.08;3.98;species;genus;genus;species;species;species;species
1792;initial;600159;Lutjanus lutjanus;Lutjanus lutjanus;Lutjanus lutjanus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;96;35;fusiform;benthic;0.65;3.08;4.05;species;species;genus;species;species;species;species
1793;initial;;Lutjanus mahogoni;Lutjanus mahogoni;Lutjanus mahogoni;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;100;48;fusiform;benthic;0.1;3.08;3.98;species;species;genus;species;species;species;species
1794;initial;600162;Lutjanus malabaricus;Lutjanus malabaricus;Lutjanus malabaricus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;100;fusiform;benthic;0.19;3.26;4.5;species;species;species;species;species;species;species
1795;initial;;Lutjanus maxweberi;Lutjanus maxweberi;Lutjanus maxweberi;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;4;17.25;fusiform;benthic;0.26;3.08;3.93;species;genus;genus;genus;species;species;species
1796;initial;600166;Lutjanus monostigma;Lutjanus monostigma;Lutjanus monostigma;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;60;fusiform;pelagic;0.22;3.08;4.27;species;species;genus;species;species;species;species
1797;initial;;Lutjanus notatus;Lutjanus notatus;Lutjanus notatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;50;25;fusiform;benthic;0.26;3.08;4;species;genus;genus;species;species;species;species
1798;initial;;Lutjanus novemfasciatus;Lutjanus novemfasciatus;Lutjanus novemfasciatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;60;170;fusiform;pelagic;0.26;3.08;4.1;species;genus;genus;species;species;species;species
1799;initial;600170;Lutjanus peru;Lutjanus peru;Lutjanus peru;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;95;fusiform;benthic;0.26;2.42;4;species;species;species;species;species;species;species
1800;initial;600171;Lutjanus purpureus;Lutjanus purpureus;Lutjanus purpureus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;demersal;tropical;;340;100;fusiform;benthic;0.13;4.84;3.6;species;species;species;species;species;species;species
1801;initial;600172;Lutjanus quinquelineatus;Lutjanus quinquelineatus;Lutjanus quinquelineatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;40;38;fusiform;benthic;0.31;3.08;4.02;species;species;genus;species;species;species;species
1802;initial;;Lutjanus rivulatus;Lutjanus rivulatus;Lutjanus rivulatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;100;80;fusiform;benthic;0.22;3.08;4.13;species;species;genus;species;species;species;species
1803;initial;600176;Lutjanus russellii;Lutjanus russellii;Lutjanus russellii;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;80;50;fusiform;benthic;0.26;3.08;3.8;species;genus;genus;species;species;species;species
1804;initial;;Lutjanus sebae;Lutjanus sebae;Lutjanus sebae;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;180;116;short_deep;benthic;0.18;3.08;3.86;species;species;genus;species;species;species;species
1805;initial;;Lutjanus semicinctus;Lutjanus semicinctus;Lutjanus semicinctus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;36;35;fusiform;benthic;0.26;3.08;4.05;species;genus;genus;species;species;species;species
1806;initial;;Lutjanus stellatus;Lutjanus stellatus;Lutjanus stellatus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;90.46;55;fusiform;benthic;0.26;3.08;4.01;genus;genus;genus;species;species;species;species
1807;initial;600181;Lutjanus synagris;Lutjanus synagris;Lutjanus synagris;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;400;60;fusiform;benthic;0.25;2.75;3.8;species;species;species;species;species;species;species
1808;initial;;Lutjanus viridis;Lutjanus viridis;Lutjanus viridis;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;30;30;fusiform;pelagic;0.26;3.08;4.16;species;genus;genus;species;species;species;species
1809;initial;600184;Lutjanus vitta;Lutjanus vitta;Lutjanus vitta;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;72;40;fusiform;benthic;0.32;1;3.74;species;species;species;species;species;species;species
1810;initial;600185;Lutjanus vivanus;Lutjanus vivanus;Lutjanus vivanus;species;Lutjanus;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;subtropical;;242;83;fusiform;benthic;0.09;7.02;3.1;species;species;species;species;species;species;species
1811;initial;;Luzonichthys waitei;Luzonichthys waitei;Luzonichthys waitei;species;Luzonichthys;Serranidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;35;7;elongate;pelagic;0.24;3.78;3.4;species;family;family;species;species;species;species
61;SAU;600552;Lycengraulis grossidens;Lycengraulis grossidens;Lycengraulis grossidens;species;Lycengraulis;Engraulidae;Clupeiformes;Actinopterygii;454;405;pelagic_neritic;tropical;;40;23.5;fusiform;benthic;0.42;1.8;3.7;species;species;species;species;species;species;species
380;SAU;604333;Lycodes esmarkii;Lycodes esmarkii;Lycodes esmarkii;species;Lycodes;Zoarcidae;Perciformes;Actinopterygii;188;6115;demersal;temperate;143;1090;75;elongate;benthic;0.08;7.9;3.9;species;species;species;species;species;species;species
1812;initial;600186;Macolor macularis;Macolor macularis;Macolor macularis;species;Macolor;Lutjanidae;Perciformes;Actinopterygii;NA;NA;reef_associated;tropical;;90;60;fusiform;pelagic;0.26;3.03;3.97;species;family;family;species;species;species;species
