"","Anguilla_japonica","Anguilla_rostrata","Arapaima_gigas","Notopterus_notopterus","Chitala_chitala","Setipinna_phasa","Gonialosa_manmina","Corica_soborna","Tenualosa_ilisha","Clupeoides_borneensis","Gudusia_chapra","Chanos_chanos","Catostomus_commersonii","Botia_dario","Lepidocephalichthys_guntea","Diplocheilichthys_pleurotaenia","Puntius_puntio","Engraulicypris_sardella","Barbonymus_balleroides","Esomus_longimanus","Chela_cachius","Amblypharyngodon_mola","Rasbora_argyrotaenia","Cirrhinus_reba","Labeo_bata","Cirrhinus_mrigala","Cirrhinus_cirrhosus","Labeo_calbasu","Labeo_fimbriatus","Labeo_rohita","Labeo_gonius","Henicorhynchus_siamensis","Cirrhinus_molitorella","Thynnichthys_thynnoides","Osteochilus_vittatus","Crossocheilus_latius","Carassius_carassius","Carassius_gibelio","Cyprinus_carpio","Schizothorax_progastus","Cyclocheilichthys_apogon","Puntioplites_proctozystron","Barbonymus_altus","Rasbora_tornieri","Mystacoleucus_marginatus","Barbonymus_gonionotus","Hampala_macrolepidota","Puntius_bimaculatus","Puntius_chola","Puntius_sophore","Pethia_ticto","Systomus_sarana","Tor_putitora","Neolissochilus_hexagonolepis","Schizothorax_plagiostomus","Schizothorax_richardsonii","Schizothorax_esocinus","Schizothorax_curvifrons","Leptobarbus_hoevenii","Parachela_siamensis","Ctenopharyngodon_idella","Hypophthalmichthys_nobilis","Hypophthalmichthys_molitrix","Schizopyge_niger","Tinca_tinca","Leuciscus_idus","Leuciscus_aspius","Scardinius_erythrophthalmus","Squalius_cephalus","Rutilus_frisii","Abramis_brama","Rutilus_rutilus","Chondrostoma_nasus","Prochilodus_magdalenae","Brycon_cephalus","Brycon_hilarii","Ageneiosus_inermis","Rita_rita","Heteropneustes_fossilis","Clarias_batrachus","Clarias_macrocephalus","Clarias_gariepinus","Silurus_glanis","Ompok_bimaculatus","Ompok_pabda","Wallago_attu","Batasio_tengana","Hemibagrus_nemurus","Sperata_seenghala","Sperata_aor","Mystus_cavasius","Mystus_tengara","Mystus_vittatus","Mystus_bleekeri","Ailia_coila","Mystus_gulio","Eutropiichthys_vacha","Pangasius_pangasius","Pangasianodon_hypophthalmus","Ictalurus_punctatus","Sciades_herzbergii","Hemisorubim_platyrhynchos","Zungaro_zungaro","Pseudoplatystoma_fasciatum","Sorubim_lima","Pinirampus_pirinampu","Pimelodus_maculatus","Esox_lucius","Stenodus_leucichthys","Coregonus_autumnalis","Coregonus_albula","Coregonus_clupeaformis","Coregonus_lavaretus","Thymallus_thymallus","Thymallus_arcticus","Oncorhynchus_tshawytscha","Oncorhynchus_mykiss","Salmo_trutta","Salvelinus_fontinalis","Salvelinus_namaycush","Lota_lota","Morone_saxatilis","Pomoxis_nigromaculatus","Perca_fluviatilis","Perca_flavescens","Sander_vitreus","Sander_lucioperca","Eleotris_fusca","Oxyeleotris_marmorata","Awaous_grammepomus","Glossogobius_giuris","Monopterus_cuchia","Monopterus_albus","Macrognathus_pancalus","Mastacembelus_armatus","Macrognathus_aculeatus","Mastacembelus_mastacembelus","Nandus_nandus","Channa_micropeltes","Channa_marulius","Channa_striata","Channa_punctata","Anabas_testudineus","Osphronemus_goramy","Trichopodus_pectoralis","Trichogaster_lalius","Trichogaster_fasciata","Lates_niloticus","Brachirus_panoides","Parambassis_ranga","Parambassis_wolffii","Chanda_nama","Parambassis_baculis","Chelon_parsia","Etroplus_suratensis","Symphysodon_discus","Oreochromis_niloticus","Oreochromis_mossambicus","Oreochromis_spilurus","Oreochromis_lidole","Rhamphochromis_ferox","Mchenga_inornata","Atherina_boyeri","Xenentodon_cancila","Dermogenys_pusilla","Hyporhamphus_limbatus","Gibelion_catla","Esomus_danrica","Osteobrama_cotio","Salmostoma_bacaila","Salmostoma_phulo","Arabibarbus_grypus","Tachysurus_dumerili","Trichopodus_microlepis","Coptodon_zillii","Anguilla_bicolor","Puntius_stigma","Mesoheros_festae","Mormyrus_rume","Helostoma_temminckii","Pachypterus_atherinoides"
"Wallago_attu",385.56556799993,385.56556799993,374.28877199996,374.28877099996,374.28877099996,331.61028699996,331.61028499996,331.61028599997,331.61028499996,331.61028599995,331.61028399998,316.35363499996,284.22117599996,284.22117499996,284.22117699996,284.22117399994,284.221173999962,284.22117299993,284.221173999957,284.22117699996,284.221174999947,284.22117499998,284.22117599992,284.22117299996,284.22117399996,284.221173999965,284.221173999965,284.22117399996,284.221174999964,284.221174999964,284.221174999963,284.221173999959,284.22117399993,284.22117299996,284.22117299995,284.22117399993,284.221173999961,284.221173999959,284.221174999956,284.221174999962,284.221174999962,284.22117599996,284.221174999938,284.221175999968,284.221175000005,284.22117499995,284.221174999959,284.221174999928,284.22117599996,284.22117599996,284.22117599996,284.221176,284.22117699996,284.221175999965,284.221174999964,284.22117499996,284.22117499996,284.22117499996,284.22117499994,284.22117699996,284.22117499996,284.22117599996,284.22117599996,284.22117499997,284.22117399992,284.221174999958,284.221174999957,284.221175999963,284.22117499996,284.22117499996,284.22117499996,284.221174999956,284.22117499996,232.12008199996,232.120082999997,232.120082999963,147.282210999953,144.26027599995,144.26027599996,144.26027599996,144.260275999964,144.26027599996,88.0770819999589,81.83674699993,81.836746999981,0,142.37936099999,142.37935999996,142.37935999996,142.37935999996,142.37936099996,142.37936099996,142.37935999996,142.37935999993,142.37936099997,142.37936099994,142.37936099996,142.37936099996,142.37935999996,142.37935999996,142.37935899996,142.37935999999,142.379360999938,142.379360999958,142.37935999996,142.37935899996,142.379359999963,354.95447499996,354.954474999965,354.95447499996,354.95447499996,354.954473999956,354.95447399996,354.95447499996,354.95447499996,354.95447399996,354.95447399996,354.95447399996,354.954474999958,354.95447399996,354.95447199996,354.95447399996,354.95447599996,354.95447599996,354.95447699996,354.95447599996,354.95447499996,354.954474999986,354.95447399994,354.954474999957,354.95447499996,354.9544759999,354.954475999968,354.95447599998,354.95447499995,354.95447499996,354.954474999999,354.95447399996,354.95447299995,354.95447299995,354.95447299995,354.95447399991,354.954475999965,354.95447699992,354.95447599996,354.95447599996,354.95447599996,354.95447499997,354.954477000005,354.9544749999,354.9544749999,354.95447499996,354.954474999957,354.95447399996,354.95447499996,354.95447499996,354.95447399996,354.95447399996,354.95447699996,354.954474999959,354.954474999962,354.954474999961,354.95447599996,354.95447599996,354.95447400002,354.95447499995,284.221174930992,284.221174930992,284.221174930992,284.221174930992,284.221174930992,284.221174930992,142.567451999957,354.95447624995,354.95447499996,385.56556799993,284.221174930992,354.95447499996,374.288771333293,354.954475030256,132.590346258025
"Batasio_tengana",385.565567,385.565567,374.28877100003,374.28877000003,374.28877000003,331.61028600003,331.61028400003,331.61028500004,331.61028400003,331.61028500002,331.61028300005,316.35363400003,284.22117500003,284.22117400003,284.22117600003,284.22117300001,284.221173000032,284.221172,284.221173000027,284.22117600003,284.221174000017,284.22117400005,284.22117499999,284.22117200003,284.22117300003,284.221173000035,284.221173000035,284.22117300003,284.221174000034,284.221174000034,284.221174000033,284.221173000029,284.221173,284.22117200003,284.22117200002,284.221173,284.221173000031,284.221173000029,284.221174000027,284.221174000032,284.221174000032,284.22117500003,284.221174000008,284.221175000038,284.221174000076,284.22117400002,284.221174000029,284.221173999998,284.22117500003,284.22117500003,284.22117500003,284.22117500007,284.22117600003,284.221175000035,284.221174000034,284.22117400003,284.22117400003,284.22117400003,284.22117400001,284.22117600003,284.22117400003,284.22117500003,284.22117500003,284.22117400004,284.22117299999,284.221174000028,284.221174000027,284.221175000033,284.22117400003,284.22117400003,284.22117400003,284.221174000026,284.22117400003,232.12008100003,232.120082000067,232.120082000033,147.282210000023,144.26027500002,144.26027500003,144.26027500003,144.260275000034,144.26027500003,142.379359000029,142.37936,142.379360000051,142.37936099999,0,118.33149100003,118.33149100003,118.33149100003,118.33149200003,118.33149200003,118.33149100003,118.331491,132.17328000004,132.17328000001,132.17328000003,139.90619000003,139.90618900003,139.90618900003,139.90618800003,139.90618900006,139.906190000008,139.906190000028,139.90618900003,139.90618800003,139.906189000033,354.95447400003,354.954474000035,354.95447400003,354.95447400003,354.954473000026,354.95447300003,354.95447400003,354.95447400003,354.95447300003,354.95447300003,354.95447300003,354.954474000028,354.95447300003,354.95447100003,354.95447300003,354.95447500003,354.95447500003,354.95447600003,354.95447500003,354.95447400003,354.954474000056,354.95447300001,354.954474000027,354.95447400003,354.95447499997,354.954475000038,354.95447500005,354.95447400002,354.95447400003,354.954474000069,354.95447300003,354.95447200002,354.95447200002,354.95447200002,354.95447299998,354.954475000035,354.95447599999,354.95447500003,354.95447500003,354.95447500003,354.95447400004,354.954476000075,354.95447399997,354.95447399997,354.95447400003,354.954474000027,354.95447300003,354.95447400003,354.95447400003,354.95447300003,354.95447300003,354.95447600003,354.954474000029,354.954474000032,354.954474000031,354.95447500003,354.95447500003,354.95447300009,354.95447400002,284.221173931062,284.221173931062,284.221173931062,284.221173931062,284.221173931062,284.221173931062,110.475399400021,354.95447525002,354.95447400003,385.565567,284.221173931062,354.95447400003,374.288770333363,354.954474030326,131.032361129058
"Hemibagrus_nemurus",385.56556599997,385.56556599997,374.28877,374.288769,374.288769,331.610285,331.610283,331.61028400001,331.610283,331.61028399999,331.61028200002,316.353633,284.221174,284.221173,284.221175,284.22117199998,284.221172000002,284.22117099997,284.221171999997,284.221175,284.221172999987,284.22117300002,284.22117399996,284.221171,284.221172,284.221172000005,284.221172000005,284.221172,284.221173000004,284.221173000004,284.221173000003,284.221171999999,284.22117199997,284.221171,284.22117099999,284.22117199997,284.221172000001,284.221171999999,284.221172999996,284.221173000002,284.221173000002,284.221174,284.221172999978,284.221174000008,284.221173000045,284.22117299999,284.221172999999,284.221172999968,284.221174,284.221174,284.221174,284.22117400004,284.221175,284.221174000005,284.221173000004,284.221173,284.221173,284.221173,284.22117299998,284.221175,284.221173,284.221174,284.221174,284.22117300001,284.22117199996,284.221172999998,284.221172999997,284.221174000003,284.221173,284.221173,284.221173,284.221172999996,284.221173,232.12008,232.120081000037,232.120081000003,147.282208999993,144.26027399999,144.260274,144.260274,144.260274000004,144.260274,142.379357999999,142.37935899997,142.379359000021,142.37935999996,118.33149100003,0,68.361778,68.361778,82.975447,82.975447,82.975446,82.97544599997,132.17327900001,132.17327899998,132.173279,139.906189,139.906188,139.906188,139.906187,139.90618800003,139.906188999978,139.906188999998,139.906188,139.906187,139.906188000003,354.954473,354.954473000005,354.954473,354.954473,354.954471999996,354.954472,354.954473,354.954473,354.954472,354.954472,354.954472,354.954472999998,354.954472,354.95447,354.954472,354.954474,354.954474,354.954475,354.954474,354.954473,354.954473000026,354.95447199998,354.954472999997,354.954473,354.95447399994,354.954474000008,354.95447400002,354.95447299999,354.954473,354.954473000039,354.954472,354.95447099999,354.95447099999,354.95447099999,354.95447199995,354.954474000005,354.95447499996,354.954474,354.954474,354.954474,354.95447300001,354.954475000045,354.95447299994,354.95447299994,354.954473,354.954472999997,354.954472,354.954473,354.954473,354.954472,354.954472,354.954475,354.954472999999,354.954473000002,354.954473000001,354.954474,354.954474,354.95447200006,354.95447299999,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,86.339038599997,354.95447424999,354.954473,385.56556599997,284.221172931032,354.954473,374.288769333333,354.954473030296,123.246437612901
"Sperata_seenghala",385.56556599997,385.56556599997,374.28877,374.288769,374.288769,331.610285,331.610283,331.61028400001,331.610283,331.61028399999,331.61028200002,316.353633,284.221174,284.221173,284.221175,284.22117199998,284.221172000002,284.22117099997,284.221171999997,284.221175,284.221172999987,284.22117300002,284.22117399996,284.221171,284.221172,284.221172000005,284.221172000005,284.221172,284.221173000004,284.221173000004,284.221173000003,284.221171999999,284.22117199997,284.221171,284.22117099999,284.22117199997,284.221172000001,284.221171999999,284.221172999996,284.221173000002,284.221173000002,284.221174,284.221172999978,284.221174000008,284.221173000045,284.22117299999,284.221172999999,284.221172999968,284.221174,284.221174,284.221174,284.22117400004,284.221175,284.221174000005,284.221173000004,284.221173,284.221173,284.221173,284.22117299998,284.221175,284.221173,284.221174,284.221174,284.22117300001,284.22117199996,284.221172999998,284.221172999997,284.221174000003,284.221173,284.221173,284.221173,284.221172999996,284.221173,232.12008,232.120081000037,232.120081000003,147.282208999993,144.26027399999,144.260274,144.260274,144.260274000004,144.260274,142.379357999999,142.37935899997,142.379359000021,142.37935999996,118.33149100003,68.361778,0,26.47516,82.975447,82.975447,82.975446,82.97544599997,132.17327900001,132.17327899998,132.173279,139.906189,139.906188,139.906188,139.906187,139.90618800003,139.906188999978,139.906188999998,139.906188,139.906187,139.906188000003,354.954473,354.954473000005,354.954473,354.954473,354.954471999996,354.954472,354.954473,354.954473,354.954472,354.954472,354.954472,354.954472999998,354.954472,354.95447,354.954472,354.954474,354.954474,354.954475,354.954474,354.954473,354.954473000026,354.95447199998,354.954472999997,354.954473,354.95447399994,354.954474000008,354.95447400002,354.95447299999,354.954473,354.954473000039,354.954472,354.95447099999,354.95447099999,354.95447099999,354.95447199995,354.954474000005,354.95447499996,354.954474,354.954474,354.954474,354.95447300001,354.954475000045,354.95447299994,354.95447299994,354.954473,354.954472999997,354.954472,354.954473,354.954473,354.954472,354.954472,354.954475,354.954472999999,354.954473000002,354.954473000001,354.954474,354.954474,354.95447200006,354.95447299999,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,82.150376799997,354.95447424999,354.954473,385.56556599997,284.221172931032,354.954473,374.288769333333,354.954473030296,121.895256387095
"Sperata_aor",385.56556599997,385.56556599997,374.28877,374.288769,374.288769,331.610285,331.610283,331.61028400001,331.610283,331.61028399999,331.61028200002,316.353633,284.221174,284.221173,284.221175,284.22117199998,284.221172000002,284.22117099997,284.221171999997,284.221175,284.221172999987,284.22117300002,284.22117399996,284.221171,284.221172,284.221172000005,284.221172000005,284.221172,284.221173000004,284.221173000004,284.221173000003,284.221171999999,284.22117199997,284.221171,284.22117099999,284.22117199997,284.221172000001,284.221171999999,284.221172999996,284.221173000002,284.221173000002,284.221174,284.221172999978,284.221174000008,284.221173000045,284.22117299999,284.221172999999,284.221172999968,284.221174,284.221174,284.221174,284.22117400004,284.221175,284.221174000005,284.221173000004,284.221173,284.221173,284.221173,284.22117299998,284.221175,284.221173,284.221174,284.221174,284.22117300001,284.22117199996,284.221172999998,284.221172999997,284.221174000003,284.221173,284.221173,284.221173,284.221172999996,284.221173,232.12008,232.120081000037,232.120081000003,147.282208999993,144.26027399999,144.260274,144.260274,144.260274000004,144.260274,142.379357999999,142.37935899997,142.379359000021,142.37935999996,118.33149100003,68.361778,26.47516,0,82.975447,82.975447,82.975446,82.97544599997,132.17327900001,132.17327899998,132.173279,139.906189,139.906188,139.906188,139.906187,139.90618800003,139.906188999978,139.906188999998,139.906188,139.906187,139.906188000003,354.954473,354.954473000005,354.954473,354.954473,354.954471999996,354.954472,354.954473,354.954473,354.954472,354.954472,354.954472,354.954472999998,354.954472,354.95447,354.954472,354.954474,354.954474,354.954475,354.954474,354.954473,354.954473000026,354.95447199998,354.954472999997,354.954473,354.95447399994,354.954474000008,354.95447400002,354.95447299999,354.954473,354.954473000039,354.954472,354.95447099999,354.95447099999,354.95447099999,354.95447199995,354.954474000005,354.95447499996,354.954474,354.954474,354.954474,354.95447300001,354.954475000045,354.95447299994,354.95447299994,354.954473,354.954472999997,354.954472,354.954473,354.954473,354.954472,354.954472,354.954475,354.954472999999,354.954473000002,354.954473000001,354.954474,354.954474,354.95447200006,354.95447299999,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,82.150376799997,354.95447424999,354.954473,385.56556599997,284.221172931032,354.954473,374.288769333333,354.954473030296,121.895256387095
"Mystus_cavasius",385.56556699997,385.56556699997,374.288771,374.28877,374.28877,331.610286,331.610284,331.61028500001,331.610284,331.61028499999,331.61028300002,316.353634,284.221175,284.221174,284.221176,284.22117299998,284.221173000002,284.22117199997,284.221172999997,284.221176,284.221173999987,284.22117400002,284.22117499996,284.221172,284.221173,284.221173000005,284.221173000005,284.221173,284.221174000004,284.221174000004,284.221174000003,284.221172999999,284.22117299997,284.221172,284.22117199999,284.22117299997,284.221173000001,284.221172999999,284.221173999996,284.221174000002,284.221174000002,284.221175,284.221173999978,284.221175000008,284.221174000045,284.22117399999,284.221173999999,284.221173999968,284.221175,284.221175,284.221175,284.22117500004,284.221176,284.221175000005,284.221174000004,284.221174,284.221174,284.221174,284.22117399998,284.221176,284.221174,284.221175,284.221175,284.22117400001,284.22117299996,284.221173999998,284.221173999997,284.221175000003,284.221174,284.221174,284.221174,284.221173999996,284.221174,232.120081,232.120082000037,232.120082000003,147.282209999993,144.26027499999,144.260275,144.260275,144.260275000004,144.260275,142.379358999999,142.37935999997,142.379360000021,142.37936099996,118.33149200003,82.975447,82.975447,82.975447,0,29.080502,50.524335,50.52433499997,132.17328000001,132.17327999998,132.17328,139.90619,139.906189,139.906189,139.906188,139.90618900003,139.906189999978,139.906189999998,139.906189,139.906188,139.906189000003,354.954474,354.954474000005,354.954474,354.954474,354.954472999996,354.954473,354.954474,354.954474,354.954473,354.954473,354.954473,354.954473999998,354.954473,354.954471,354.954473,354.954475,354.954475,354.954476,354.954475,354.954474,354.954474000026,354.95447299998,354.954473999997,354.954474,354.95447499994,354.954475000008,354.95447500002,354.95447399999,354.954474,354.954474000039,354.954473,354.95447199999,354.95447199999,354.95447199999,354.95447299995,354.954475000005,354.95447599996,354.954475,354.954475,354.954475,354.95447400001,354.954476000045,354.95447399994,354.95447399994,354.954474,354.954473999997,354.954473,354.954474,354.954474,354.954473,354.954473,354.954476,354.954473999999,354.954474000002,354.954474000001,354.954475,354.954475,354.95447300006,354.95447399999,284.221173931032,284.221173931032,284.221173931032,284.221173931032,284.221173931032,284.221173931032,77.382055999997,354.95447524999,354.954474,385.56556699997,284.221173931032,354.954474,374.288770333333,354.954474030296,120.357089064514
"Mystus_tengara",385.56556699997,385.56556699997,374.288771,374.28877,374.28877,331.610286,331.610284,331.61028500001,331.610284,331.61028499999,331.61028300002,316.353634,284.221175,284.221174,284.221176,284.22117299998,284.221173000002,284.22117199997,284.221172999997,284.221176,284.221173999987,284.22117400002,284.22117499996,284.221172,284.221173,284.221173000005,284.221173000005,284.221173,284.221174000004,284.221174000004,284.221174000003,284.221172999999,284.22117299997,284.221172,284.22117199999,284.22117299997,284.221173000001,284.221172999999,284.221173999996,284.221174000002,284.221174000002,284.221175,284.221173999978,284.221175000008,284.221174000045,284.22117399999,284.221173999999,284.221173999968,284.221175,284.221175,284.221175,284.22117500004,284.221176,284.221175000005,284.221174000004,284.221174,284.221174,284.221174,284.22117399998,284.221176,284.221174,284.221175,284.221175,284.22117400001,284.22117299996,284.221173999998,284.221173999997,284.221175000003,284.221174,284.221174,284.221174,284.221173999996,284.221174,232.120081,232.120082000037,232.120082000003,147.282209999993,144.26027499999,144.260275,144.260275,144.260275000004,144.260275,142.379358999999,142.37935999997,142.379360000021,142.37936099996,118.33149200003,82.975447,82.975447,82.975447,29.080502,0,50.524335,50.52433499997,132.17328000001,132.17327999998,132.17328,139.90619,139.906189,139.906189,139.906188,139.90618900003,139.906189999978,139.906189999998,139.906189,139.906188,139.906189000003,354.954474,354.954474000005,354.954474,354.954474,354.954472999996,354.954473,354.954474,354.954474,354.954473,354.954473,354.954473,354.954473999998,354.954473,354.954471,354.954473,354.954475,354.954475,354.954476,354.954475,354.954474,354.954474000026,354.95447299998,354.954473999997,354.954474,354.95447499994,354.954475000008,354.95447500002,354.95447399999,354.954474,354.954474000039,354.954473,354.95447199999,354.95447199999,354.95447199999,354.95447299995,354.954475000005,354.95447599996,354.954475,354.954475,354.954475,354.95447400001,354.954476000045,354.95447399994,354.95447399994,354.954474,354.954473999997,354.954473,354.954474,354.954474,354.954473,354.954473,354.954476,354.954473999999,354.954474000002,354.954474000001,354.954475,354.954475,354.95447300006,354.95447399999,284.221173931032,284.221173931032,284.221173931032,284.221173931032,284.221173931032,284.221173931032,77.382055999997,354.95447524999,354.954474,385.56556699997,284.221173931032,354.954474,374.288770333333,354.954474030296,120.357089064514
"Mystus_vittatus",385.56556599997,385.56556599997,374.28877,374.288769,374.288769,331.610285,331.610283,331.61028400001,331.610283,331.61028399999,331.61028200002,316.353633,284.221174,284.221173,284.221175,284.22117199998,284.221172000002,284.22117099997,284.221171999997,284.221175,284.221172999987,284.22117300002,284.22117399996,284.221171,284.221172,284.221172000005,284.221172000005,284.221172,284.221173000004,284.221173000004,284.221173000003,284.221171999999,284.22117199997,284.221171,284.22117099999,284.22117199997,284.221172000001,284.221171999999,284.221172999996,284.221173000002,284.221173000002,284.221174,284.221172999978,284.221174000008,284.221173000045,284.22117299999,284.221172999999,284.221172999968,284.221174,284.221174,284.221174,284.22117400004,284.221175,284.221174000005,284.221173000004,284.221173,284.221173,284.221173,284.22117299998,284.221175,284.221173,284.221174,284.221174,284.22117300001,284.22117199996,284.221172999998,284.221172999997,284.221174000003,284.221173,284.221173,284.221173,284.221172999996,284.221173,232.12008,232.120081000037,232.120081000003,147.282208999993,144.26027399999,144.260274,144.260274,144.260274000004,144.260274,142.379357999999,142.37935899997,142.379359000021,142.37935999996,118.33149100003,82.975446,82.975446,82.975446,50.524335,50.524335,0,44.32085399997,132.17327900001,132.17327899998,132.173279,139.906189,139.906188,139.906188,139.906187,139.90618800003,139.906188999978,139.906188999998,139.906188,139.906187,139.906188000003,354.954473,354.954473000005,354.954473,354.954473,354.954471999996,354.954472,354.954473,354.954473,354.954472,354.954472,354.954472,354.954472999998,354.954472,354.95447,354.954472,354.954474,354.954474,354.954475,354.954474,354.954473,354.954473000026,354.95447199998,354.954472999997,354.954473,354.95447399994,354.954474000008,354.95447400002,354.95447299999,354.954473,354.954473000039,354.954472,354.95447099999,354.95447099999,354.95447099999,354.95447199995,354.954474000005,354.95447499996,354.954474,354.954474,354.954474,354.95447300001,354.954475000045,354.95447299994,354.95447299994,354.954473,354.954472999997,354.954472,354.954473,354.954473,354.954472,354.954472,354.954475,354.954472999999,354.954473000002,354.954473000001,354.954474,354.954474,354.95447200006,354.95447299999,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,284.221172931032,78.906090599997,354.95447424999,354.954473,385.56556599997,284.221172931032,354.954473,374.288769333333,354.954473030296,120.848712451611
"Mystus_bleekeri",385.56556599994,385.56556599994,374.28876999997,374.28876899997,374.28876899997,331.61028499997,331.61028299997,331.61028399998,331.61028299997,331.61028399996,331.61028199999,316.35363299997,284.22117399997,284.22117299997,284.22117499997,284.22117199995,284.221171999972,284.22117099994,284.221171999967,284.22117499997,284.221172999957,284.22117299999,284.22117399993,284.22117099997,284.22117199997,284.221171999975,284.221171999975,284.22117199997,284.221172999974,284.221172999974,284.221172999973,284.221171999969,284.22117199994,284.22117099997,284.22117099996,284.22117199994,284.221171999971,284.221171999969,284.221172999966,284.221172999972,284.221172999972,284.22117399997,284.221172999948,284.221173999978,284.221173000015,284.22117299996,284.221172999969,284.221172999938,284.22117399997,284.22117399997,284.22117399997,284.22117400001,284.22117499997,284.221173999975,284.221172999974,284.22117299997,284.22117299997,284.22117299997,284.22117299995,284.22117499997,284.22117299997,284.22117399997,284.22117399997,284.22117299998,284.22117199993,284.221172999968,284.221172999967,284.221173999973,284.22117299997,284.22117299997,284.22117299997,284.221172999966,284.22117299997,232.12007999997,232.120081000007,232.120080999973,147.282208999963,144.26027399996,144.26027399997,144.26027399997,144.260273999974,144.26027399997,142.379357999969,142.37935899994,142.379358999991,142.37935999993,118.331491,82.97544599997,82.97544599997,82.97544599997,50.52433499997,50.52433499997,44.32085399997,0,132.17327899998,132.17327899995,132.17327899997,139.90618899997,139.90618799997,139.90618799997,139.90618699997,139.906188,139.906188999948,139.906188999968,139.90618799997,139.90618699997,139.906187999973,354.95447299997,354.954472999975,354.95447299997,354.95447299997,354.954471999966,354.95447199997,354.95447299997,354.95447299997,354.95447199997,354.95447199997,354.95447199997,354.954472999968,354.95447199997,354.95446999997,354.95447199997,354.95447399997,354.95447399997,354.95447499997,354.95447399997,354.95447299997,354.954472999996,354.95447199995,354.954472999967,354.95447299997,354.95447399991,354.954473999978,354.95447399999,354.95447299996,354.95447299997,354.954473000009,354.95447199997,354.95447099996,354.95447099996,354.95447099996,354.95447199992,354.954473999975,354.95447499993,354.95447399997,354.95447399997,354.95447399997,354.95447299998,354.954475000015,354.95447299991,354.95447299991,354.95447299997,354.954472999967,354.95447199997,354.95447299997,354.95447299997,354.95447199997,354.95447199997,354.95447499997,354.954472999969,354.954472999972,354.954472999971,354.95447399997,354.95447399997,354.95447200003,354.95447299996,284.221172931002,284.221172931002,284.221172931002,284.221172931002,284.221172931002,284.221172931002,78.906090599973,354.95447424996,354.95447299997,385.56556599994,284.221172931002,354.95447299997,374.288769333303,354.954473030266,120.848712451583
"Ailia_coila",385.56556699998,385.56556699998,374.28877100001,374.28877000001,374.28877000001,331.61028600001,331.61028400001,331.61028500002,331.61028400001,331.610285,331.61028300003,316.35363400001,284.22117500001,284.22117400001,284.22117600001,284.22117299999,284.221173000012,284.22117199998,284.221173000007,284.22117600001,284.221173999997,284.22117400003,284.22117499997,284.22117200001,284.22117300001,284.221173000015,284.221173000015,284.22117300001,284.221174000014,284.221174000014,284.221174000013,284.221173000009,284.22117299998,284.22117200001,284.221172,284.22117299998,284.221173000011,284.221173000009,284.221174000006,284.221174000012,284.221174000012,284.22117500001,284.221173999988,284.221175000018,284.221174000055,284.221174,284.221174000009,284.221173999978,284.22117500001,284.22117500001,284.22117500001,284.22117500005,284.22117600001,284.221175000015,284.221174000014,284.22117400001,284.22117400001,284.22117400001,284.22117399999,284.22117600001,284.22117400001,284.22117500001,284.22117500001,284.22117400002,284.22117299997,284.221174000008,284.221174000007,284.221175000013,284.22117400001,284.22117400001,284.22117400001,284.221174000006,284.22117400001,232.12008100001,232.120082000047,232.120082000013,147.282210000003,144.260275,144.26027500001,144.26027500001,144.260275000014,144.26027500001,142.379359000009,142.37935999998,142.379360000031,142.37936099997,132.17328000004,132.17327900001,132.17327900001,132.17327900001,132.17328000001,132.17328000001,132.17327900001,132.17327899998,0,100.45228999999,100.45229000001,139.90619000001,139.90618900001,139.90618900001,139.90618800001,139.90618900004,139.906189999988,139.906190000008,139.90618900001,139.90618800001,139.906189000013,354.95447400001,354.954474000015,354.95447400001,354.95447400001,354.954473000006,354.95447300001,354.95447400001,354.95447400001,354.95447300001,354.95447300001,354.95447300001,354.954474000008,354.95447300001,354.95447100001,354.95447300001,354.95447500001,354.95447500001,354.95447600001,354.95447500001,354.95447400001,354.954474000036,354.95447299999,354.954474000007,354.95447400001,354.95447499995,354.954475000018,354.95447500003,354.954474,354.95447400001,354.954474000049,354.95447300001,354.954472,354.954472,354.954472,354.95447299996,354.954475000015,354.95447599997,354.95447500001,354.95447500001,354.95447500001,354.95447400002,354.954476000055,354.95447399995,354.95447399995,354.95447400001,354.954474000007,354.95447300001,354.95447400001,354.95447400001,354.95447300001,354.95447300001,354.95447600001,354.954474000009,354.954474000012,354.954474000011,354.95447500001,354.95447500001,354.95447300007,354.954474,284.221173931042,284.221173931042,284.221173931042,284.221173931042,284.221173931042,284.221173931042,130.209880000007,354.95447525,354.95447400001,385.56556699998,284.221173931042,354.95447400001,374.288770333343,354.954474030306,132.111410677427
