"","source","year","geographic_location_cleaned","hdi","demers_pelag","env_temp","form_clean","species_from_search","family","paper_id","nutrient","value","SpecCode","Order","DemersPelag","DepthRangeDeep","BodyShapeI","Lmax","EnvTemp","TL","K","tm","Habitat","pelagic"
"257","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Notopterus notopterus","Notopteridae","Nazma_65","Iron",1,7990,"Osteoglossiformes","demersal",NA,"elongate",60,"tropical",3.57,0.259042973780053,2.67697965623905,"Freshwater",0
"258","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Notopterus notopterus","Notopteridae","Nazma_65","Vitamin A",30,7990,"Osteoglossiformes","demersal",NA,"elongate",60,"tropical",3.57,0.259042973780053,2.67697965623905,"Freshwater",0
"259","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Labeo calbasu","Cyprinidae","Nazma_65","Protein",17,5151,"Cypriniformes","demersal",10,"fusiform",90,"tropical",2,0.145,3.10447386503991,"Freshwater",0
"260","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Labeo calbasu","Cyprinidae","Nazma_65","Zinc",0.36,5151,"Cypriniformes","demersal",10,"fusiform",90,"tropical",2,0.145,3.10447386503991,"Freshwater",0
"261","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Labeo calbasu","Cyprinidae","Nazma_65","Calcium",13,5151,"Cypriniformes","demersal",10,"fusiform",90,"tropical",2,0.145,3.10447386503991,"Freshwater",0
"262","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Labeo calbasu","Cyprinidae","Nazma_65","Iron",1.1,5151,"Cypriniformes","demersal",10,"fusiform",90,"tropical",2,0.145,3.10447386503991,"Freshwater",0
"263","WoS",2013,"Bangladesh","Medium","pelagic","tropical","whole","Eutropiichthys vacha","Schilbeidae","Nazma_65","Protein",16.1,13347,"Siluriformes","pelagic",NA,"elongate",38.2,"tropical",3.88,0.393895521430845,1.60349841641983,"Freshwater",1
"264","WoS",2013,"Bangladesh","Medium","pelagic","tropical","whole","Eutropiichthys vacha","Schilbeidae","Nazma_65","Calcium",520,13347,"Siluriformes","pelagic",NA,"elongate",38.2,"tropical",3.88,0.393895521430845,1.60349841641983,"Freshwater",1
"265","WoS",2013,"Bangladesh","Medium","pelagic","tropical","whole","Eutropiichthys vacha","Schilbeidae","Nazma_65","Iron",0.7,13347,"Siluriformes","pelagic",NA,"elongate",38.2,"tropical",3.88,0.393895521430845,1.60349841641983,"Freshwater",1
"266","WoS",2013,"Bangladesh","Medium","benthopelagic","subtropical","whole","Gibelion catla","Cyprinidae","Nazma_65","Protein",17.3,4439,"Cypriniformes","benthopelagic",NA,"fusiform",182,"tropical",2.8,0.307,1.82318044592642,"Freshwater",0
"267","WoS",2013,"Bangladesh","Medium","benthopelagic","subtropical","whole","Gibelion catla","Cyprinidae","Nazma_65","Zinc",0.48,4439,"Cypriniformes","benthopelagic",NA,"fusiform",182,"tropical",2.8,0.307,1.82318044592642,"Freshwater",0
"268","WoS",2013,"Bangladesh","Medium","benthopelagic","subtropical","whole","Gibelion catla","Cyprinidae","Nazma_65","Calcium",530,4439,"Cypriniformes","benthopelagic",NA,"fusiform",182,"tropical",2.8,0.307,1.82318044592642,"Freshwater",0
"269","WoS",2013,"Bangladesh","Medium","benthopelagic","subtropical","whole","Gibelion catla","Cyprinidae","Nazma_65","Iron",0.6,4439,"Cypriniformes","benthopelagic",NA,"fusiform",182,"tropical",2.8,0.307,1.82318044592642,"Freshwater",0
"270","WoS",2013,"Bangladesh","Medium","benthopelagic","subtropical","whole","Gibelion catla","Cyprinidae","Nazma_65","Vitamin A",3,4439,"Cypriniformes","benthopelagic",NA,"fusiform",182,"tropical",2.8,0.307,1.82318044592642,"Freshwater",0
"271","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Parambassis ranga","Ambassidae","Nazma_65","Protein",15.5,10130,"Perciformes","demersal",NA,"short_deep",8,"tropical",3.27,0.616666666666667,0.947271399466143,"Freshwater",0
"272","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Parambassis ranga","Ambassidae","Nazma_65","Zinc",2.45,10130,"Perciformes","demersal",NA,"short_deep",8,"tropical",3.27,0.616666666666667,0.947271399466143,"Freshwater",0
"273","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Parambassis ranga","Ambassidae","Nazma_65","Calcium",931,10130,"Perciformes","demersal",NA,"short_deep",8,"tropical",3.27,0.616666666666667,0.947271399466143,"Freshwater",0
"274","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Parambassis ranga","Ambassidae","Nazma_65","Iron",2,10130,"Perciformes","demersal",NA,"short_deep",8,"tropical",3.27,0.616666666666667,0.947271399466143,"Freshwater",0
"275","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Parambassis ranga","Ambassidae","Nazma_65","Vitamin A",106,10130,"Perciformes","demersal",NA,"short_deep",8,"tropical",3.27,0.616666666666667,0.947271399466143,"Freshwater",0
"276","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Protein",17.5,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"277","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Zinc",1.13,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"278","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Calcium",410,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"279","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Iron",1.2,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"280","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Vitamin A",215,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"281","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Protein",17.5,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"282","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Zinc",1.13,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"283","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Calcium",64,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"284","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Iron",1.2,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"285","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Anabas testudineus","Anabantidae","Nazma_65","Vitamin A",215,495,"Perciformes","demersal",NA,"fusiform",25,"tropical",2.98,1.4,0.941488902787622,"Mixed",0
"286","WoS",2013,"Bangladesh","Medium","benthopelagic",NA,"whole","Cyprinus carpio","Cyprinidae","Nazma_65","Protein",18.7,1450,"Cypriniformes","benthopelagic",NA,"fusiform",120,"tropical",3.38,0.294132075471698,2.57792093024835,"Freshwater",0
"287","WoS",2013,"Bangladesh","Medium","benthopelagic",NA,"whole","Cyprinus carpio","Cyprinidae","Nazma_65","Zinc",0.73,1450,"Cypriniformes","benthopelagic",NA,"fusiform",120,"tropical",3.38,0.294132075471698,2.57792093024835,"Freshwater",0
"288","WoS",2013,"Bangladesh","Medium","benthopelagic",NA,"whole","Cyprinus carpio","Cyprinidae","Nazma_65","Calcium",47,1450,"Cypriniformes","benthopelagic",NA,"fusiform",120,"tropical",3.38,0.294132075471698,2.57792093024835,"Freshwater",0
"289","WoS",2013,"Bangladesh","Medium","benthopelagic",NA,"whole","Cyprinus carpio","Cyprinidae","Nazma_65","Iron",0.9,1450,"Cypriniformes","benthopelagic",NA,"fusiform",120,"tropical",3.38,0.294132075471698,2.57792093024835,"Freshwater",0
"290","WoS",2013,"Bangladesh","Medium","benthopelagic",NA,"whole","Cyprinus carpio","Cyprinidae","Nazma_65","Vitamin A",2,1450,"Cypriniformes","benthopelagic",NA,"fusiform",120,"tropical",3.38,0.294132075471698,2.57792093024835,"Freshwater",0
"291","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Corica soborna","Clupeidae","Nazma_65","Protein",16.1,1566,"Clupeiformes","pelagic_neritic",NA,"fusiform",5.3,"tropical",3.06,0.72509677501499,1.68643105690157,"Freshwater",1
"292","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Corica soborna","Clupeidae","Nazma_65","Zinc",3.1,1566,"Clupeiformes","pelagic_neritic",NA,"fusiform",5.3,"tropical",3.06,0.72509677501499,1.68643105690157,"Freshwater",1
"293","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Corica soborna","Clupeidae","Nazma_65","Calcium",489,1566,"Clupeiformes","pelagic_neritic",NA,"fusiform",5.3,"tropical",3.06,0.72509677501499,1.68643105690157,"Freshwater",1
"294","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Corica soborna","Clupeidae","Nazma_65","Iron",2.4,1566,"Clupeiformes","pelagic_neritic",NA,"fusiform",5.3,"tropical",3.06,0.72509677501499,1.68643105690157,"Freshwater",1
"295","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Corica soborna","Clupeidae","Nazma_65","Vitamin A",38,1566,"Clupeiformes","pelagic_neritic",NA,"fusiform",5.3,"tropical",3.06,0.72509677501499,1.68643105690157,"Freshwater",1
"296","WoS",2013,"Bangladesh","Medium","pelagic","tropical","whole","Ailia coila","Schilbeidae","Nazma_65","Protein",15.3,13334,"Siluriformes","pelagic",NA,"elongate",30,"tropical",3.39,0.351773427517019,2.17315865310983,"Mixed",1
"297","WoS",2013,"Bangladesh","Medium","pelagic","tropical","whole","Ailia coila","Schilbeidae","Nazma_65","Calcium",313,13334,"Siluriformes","pelagic",NA,"elongate",30,"tropical",3.39,0.351773427517019,2.17315865310983,"Mixed",1
"298","WoS",2013,"Bangladesh","Medium","pelagic","tropical","whole","Ailia coila","Schilbeidae","Nazma_65","Iron",0.9,13334,"Siluriformes","pelagic",NA,"elongate",30,"tropical",3.39,0.351773427517019,2.17315865310983,"Mixed",1
"299","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Mystus cavasius","Bagridae","Nazma_65","Protein",15.4,5140,"Siluriformes","demersal",NA,"elongate",40,"tropical",3.44,0.486922392551123,1.30164838875082,"Brackish",0
"300","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Mystus cavasius","Bagridae","Nazma_65","Zinc",0.88,5140,"Siluriformes","demersal",NA,"elongate",40,"tropical",3.44,0.486922392551123,1.30164838875082,"Brackish",0
"301","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Mystus cavasius","Bagridae","Nazma_65","Calcium",300,5140,"Siluriformes","demersal",NA,"elongate",40,"tropical",3.44,0.486922392551123,1.30164838875082,"Brackish",0
"302","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Mystus cavasius","Bagridae","Nazma_65","Iron",1.3,5140,"Siluriformes","demersal",NA,"elongate",40,"tropical",3.44,0.486922392551123,1.30164838875082,"Brackish",0
"303","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Sperata seenghala","Bagridae","Nazma_65","Protein",15.9,10111,"Siluriformes","demersal",NA,"elongate",150,"tropical",3.76,0.222132112611974,2.70628434183768,"Freshwater",0
"304","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Sperata seenghala","Bagridae","Nazma_65","Zinc",0.23,10111,"Siluriformes","demersal",NA,"elongate",150,"tropical",3.76,0.222132112611974,2.70628434183768,"Freshwater",0
"305","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Sperata seenghala","Bagridae","Nazma_65","Calcium",380,10111,"Siluriformes","demersal",NA,"elongate",150,"tropical",3.76,0.222132112611974,2.70628434183768,"Freshwater",0
"306","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Sperata seenghala","Bagridae","Nazma_65","Iron",0.7,10111,"Siluriformes","demersal",NA,"elongate",150,"tropical",3.76,0.222132112611974,2.70628434183768,"Freshwater",0
"307","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Glossogobius giuris","Gobiidae","Nazma_65","Protein",14.7,4833,"Perciformes","benthopelagic",5,"fusiform",50,"tropical",3.66,0.778,0.903706419230741,"Brackish",0
"308","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Glossogobius giuris","Gobiidae","Nazma_65","Zinc",0.93,4833,"Perciformes","benthopelagic",5,"fusiform",50,"tropical",3.66,0.778,0.903706419230741,"Brackish",0
"309","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Glossogobius giuris","Gobiidae","Nazma_65","Calcium",397,4833,"Perciformes","benthopelagic",5,"fusiform",50,"tropical",3.66,0.778,0.903706419230741,"Brackish",0
"310","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Glossogobius giuris","Gobiidae","Nazma_65","Iron",1.2,4833,"Perciformes","benthopelagic",5,"fusiform",50,"tropical",3.66,0.778,0.903706419230741,"Brackish",0
"311","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Trichogaster fasciata","Osphronemidae","Nazma_65","Protein",15.8,4770,"Perciformes","benthopelagic",NA,"short_deep",12.5,"tropical",3.06,0.9,1.0023666947419,"Freshwater",0
"312","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Trichogaster fasciata","Osphronemidae","Nazma_65","Zinc",1.35,4770,"Perciformes","benthopelagic",NA,"short_deep",12.5,"tropical",3.06,0.9,1.0023666947419,"Freshwater",0
"313","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Trichogaster fasciata","Osphronemidae","Nazma_65","Calcium",422,4770,"Perciformes","benthopelagic",NA,"short_deep",12.5,"tropical",3.06,0.9,1.0023666947419,"Freshwater",0
"314","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Trichogaster fasciata","Osphronemidae","Nazma_65","Iron",0.9,4770,"Perciformes","benthopelagic",NA,"short_deep",12.5,"tropical",3.06,0.9,1.0023666947419,"Freshwater",0
"315","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Trichogaster fasciata","Osphronemidae","Nazma_65","Vitamin A",39,4770,"Perciformes","benthopelagic",NA,"short_deep",12.5,"tropical",3.06,0.9,1.0023666947419,"Freshwater",0
"316","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Tenualosa ilisha","Clupeidae","Nazma_65","Protein",18,1596,"Clupeiformes","pelagic_neritic",200,"fusiform",60,"tropical",2.89,0.952666666666667,1.32164793790431,"Brackish",1
"317","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Tenualosa ilisha","Clupeidae","Nazma_65","Zinc",0.54,1596,"Clupeiformes","pelagic_neritic",200,"fusiform",60,"tropical",2.89,0.952666666666667,1.32164793790431,"Brackish",1
"318","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Tenualosa ilisha","Clupeidae","Nazma_65","Calcium",86,1596,"Clupeiformes","pelagic_neritic",200,"fusiform",60,"tropical",2.89,0.952666666666667,1.32164793790431,"Brackish",1
"319","WoS",2013,"Bangladesh","Medium","pelagic-neritic","tropical","whole","Tenualosa ilisha","Clupeidae","Nazma_65","Iron",1.3,1596,"Clupeiformes","pelagic_neritic",200,"fusiform",60,"tropical",2.89,0.952666666666667,1.32164793790431,"Brackish",1
"320","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Salmostoma bacaila","Cyprinidae","Nazma_65","Protein",18.1,15775,"Cypriniformes","benthopelagic",NA,"elongate",18,"tropical",3.2,0.292563554606402,1.82318044592642,"Brackish",0
"321","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Salmostoma bacaila","Cyprinidae","Nazma_65","Zinc",3.1,15775,"Cypriniformes","benthopelagic",NA,"elongate",18,"tropical",3.2,0.292563554606402,1.82318044592642,"Brackish",0
"322","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Salmostoma bacaila","Cyprinidae","Nazma_65","Calcium",352,15775,"Cypriniformes","benthopelagic",NA,"elongate",18,"tropical",3.2,0.292563554606402,1.82318044592642,"Brackish",0
"323","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Salmostoma bacaila","Cyprinidae","Nazma_65","Iron",5.4,15775,"Cypriniformes","benthopelagic",NA,"elongate",18,"tropical",3.2,0.292563554606402,1.82318044592642,"Brackish",0
"324","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Cirrhinus cirrhosus","Cyprinidae","Nazma_65","Protein",18.6,4494,"Cypriniformes","benthopelagic",NA,"fusiform",100,"tropical",2.4,0.165666666666667,3.60207854390409,"Freshwater",0
"325","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Cirrhinus cirrhosus","Cyprinidae","Nazma_65","Zinc",0.29,4494,"Cypriniformes","benthopelagic",NA,"fusiform",100,"tropical",2.4,0.165666666666667,3.60207854390409,"Freshwater",0
"326","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Cirrhinus cirrhosus","Cyprinidae","Nazma_65","Calcium",655,4494,"Cypriniformes","benthopelagic",NA,"fusiform",100,"tropical",2.4,0.165666666666667,3.60207854390409,"Freshwater",0
"327","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Cirrhinus cirrhosus","Cyprinidae","Nazma_65","Iron",1.8,4494,"Cypriniformes","benthopelagic",NA,"fusiform",100,"tropical",2.4,0.165666666666667,3.60207854390409,"Freshwater",0
"328","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Cirrhinus cirrhosus","Cyprinidae","Nazma_65","Vitamin A",11,4494,"Cypriniformes","benthopelagic",NA,"fusiform",100,"tropical",2.4,0.165666666666667,3.60207854390409,"Freshwater",0
"329","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Pangasius pangasius","Pangasiidae","Nazma_65","Protein",15.9,292,"Siluriformes","benthopelagic",NA,"fusiform",300,"tropical",3.44,0.154333333333333,3.78604201031002,"Freshwater",0
"330","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Pangasius pangasius","Pangasiidae","Nazma_65","Zinc",1.85,292,"Siluriformes","benthopelagic",NA,"fusiform",300,"tropical",3.44,0.154333333333333,3.78604201031002,"Freshwater",0
"331","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Pangasius pangasius","Pangasiidae","Nazma_65","Calcium",14,292,"Siluriformes","benthopelagic",NA,"fusiform",300,"tropical",3.44,0.154333333333333,3.78604201031002,"Freshwater",0
"332","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Pangasius pangasius","Pangasiidae","Nazma_65","Iron",0.1,292,"Siluriformes","benthopelagic",NA,"fusiform",300,"tropical",3.44,0.154333333333333,3.78604201031002,"Freshwater",0
"333","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Pangasius pangasius","Pangasiidae","Nazma_65","Vitamin A",5,292,"Siluriformes","benthopelagic",NA,"fusiform",300,"tropical",3.44,0.154333333333333,3.78604201031002,"Freshwater",0
"334","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Nandus nandus","Nandidae","Nazma_65","Protein",15.8,10260,"Perciformes","benthopelagic",NA,"fusiform",20,"tropical",3.89,0.7,1.22413701825578,"Freshwater",0
"335","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Nandus nandus","Nandidae","Nazma_65","Zinc",1.42,10260,"Perciformes","benthopelagic",NA,"fusiform",20,"tropical",3.89,0.7,1.22413701825578,"Freshwater",0
"336","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Nandus nandus","Nandidae","Nazma_65","Calcium",516,10260,"Perciformes","benthopelagic",NA,"fusiform",20,"tropical",3.89,0.7,1.22413701825578,"Freshwater",0
"337","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Nandus nandus","Nandidae","Nazma_65","Iron",1.9,10260,"Perciformes","benthopelagic",NA,"fusiform",20,"tropical",3.89,0.7,1.22413701825578,"Freshwater",0
"338","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Protein",16.6,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"339","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Zinc",1.13,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"340","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Calcium",650,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"341","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Iron",1,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"342","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Protein",20.6,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"343","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Zinc",1.13,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"344","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Calcium",30,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"345","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Iron",0.4,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"346","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Labeo rohita","Cyprinidae","Nazma_65","Vitamin A",4,82,"Cypriniformes","benthopelagic",NA,"fusiform",200,"tropical",2.19,0.329,2.67940205773826,"Freshwater",0
"347","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Channa punctata","Channidae","Nazma_65","Protein",17.3,5147,"Perciformes","benthopelagic",NA,"elongate",31,"tropical",3.84,0.909090909090909,0.950005477725303,"Freshwater",0
"348","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Channa punctata","Channidae","Nazma_65","Zinc",1.08,5147,"Perciformes","benthopelagic",NA,"elongate",31,"tropical",3.84,0.909090909090909,0.950005477725303,"Freshwater",0
"349","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Channa punctata","Channidae","Nazma_65","Calcium",624,5147,"Perciformes","benthopelagic",NA,"elongate",31,"tropical",3.84,0.909090909090909,0.950005477725303,"Freshwater",0
"350","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Channa punctata","Channidae","Nazma_65","Iron",1.5,5147,"Perciformes","benthopelagic",NA,"elongate",31,"tropical",3.84,0.909090909090909,0.950005477725303,"Freshwater",0
"351","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","not specified","Channa punctata","Channidae","Nazma_65","Vitamin A",191,5147,"Perciformes","benthopelagic",NA,"elongate",31,"tropical",3.84,0.909090909090909,0.950005477725303,"Freshwater",0
"352","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Heteropneustes fossilis","Heteropneustidae","Nazma_65","Protein",17.2,4885,"Siluriformes","demersal",1,"elongate",31,"tropical",3.59,0.9225,0.999004340254329,"Brackish",0
"353","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Heteropneustes fossilis","Heteropneustidae","Nazma_65","Zinc",0.55,4885,"Siluriformes","demersal",1,"elongate",31,"tropical",3.59,0.9225,0.999004340254329,"Brackish",0
"354","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Heteropneustes fossilis","Heteropneustidae","Nazma_65","Calcium",319,4885,"Siluriformes","demersal",1,"elongate",31,"tropical",3.59,0.9225,0.999004340254329,"Brackish",0
"355","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Heteropneustes fossilis","Heteropneustidae","Nazma_65","Iron",2.1,4885,"Siluriformes","demersal",1,"elongate",31,"tropical",3.59,0.9225,0.999004340254329,"Brackish",0
"356","WoS",2013,"Bangladesh","Medium","demersal","tropical","whole","Heteropneustes fossilis","Heteropneustidae","Nazma_65","Vitamin A",16,4885,"Siluriformes","demersal",1,"elongate",31,"tropical",3.59,0.9225,0.999004340254329,"Brackish",0
"357","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Crossocheilus latius","Cyprinidae","Nazma_65","Protein",15.3,24464,"Cypriniformes","benthopelagic",NA,"elongate",17.87,"subtropical",2.32,0.292563554606402,1.82318044592642,"Brackish",0
"358","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Crossocheilus latius","Cyprinidae","Nazma_65","Zinc",1.09,24464,"Cypriniformes","benthopelagic",NA,"elongate",17.87,"subtropical",2.32,0.292563554606402,1.82318044592642,"Brackish",0
"359","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Crossocheilus latius","Cyprinidae","Nazma_65","Calcium",195,24464,"Cypriniformes","benthopelagic",NA,"elongate",17.87,"subtropical",2.32,0.292563554606402,1.82318044592642,"Brackish",0
"360","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Crossocheilus latius","Cyprinidae","Nazma_65","Iron",2.2,24464,"Cypriniformes","benthopelagic",NA,"elongate",17.87,"subtropical",2.32,0.292563554606402,1.82318044592642,"Brackish",0
"361","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Channa striata","Channidae","Nazma_65","Protein",17.7,343,"Perciformes","benthopelagic",10,"elongate",100,"tropical",3.36,0.357,1.844633865966,"Freshwater",0
"362","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Channa striata","Channidae","Nazma_65","Zinc",0.31,343,"Perciformes","benthopelagic",10,"elongate",100,"tropical",3.36,0.357,1.844633865966,"Freshwater",0
"363","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Channa striata","Channidae","Nazma_65","Calcium",104,343,"Perciformes","benthopelagic",10,"elongate",100,"tropical",3.36,0.357,1.844633865966,"Freshwater",0
"364","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Channa striata","Channidae","Nazma_65","Iron",1,343,"Perciformes","benthopelagic",10,"elongate",100,"tropical",3.36,0.357,1.844633865966,"Freshwater",0
"365","WoS",2013,"Bangladesh","Medium","benthopelagic","tropical","whole","Oreochromis mossambicus","Cichlidae","Nazma_65","Protein",20.8,3,"Perciformes","benthopelagic",12,"fusiform",39,"tropical",2.17,3.93966666666667,1.34480005921624,"Freshwater",0
