,id_number,source,year,geographic_location_cleaned,hdi,demers_pelag,env_temp,form_clean,species_from_search,family,paper_id,nutrient,value,nut,species_short,species,country_sampled
823,B_96,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Protein,19.68,protein,C. lav.,Coregonus lavaretus,Italy
824,B_96,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Zinc,0.583,zn,C. lav.,Coregonus lavaretus,Italy
825,B_96,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Calcium,35.48,ca,C. lav.,Coregonus lavaretus,Italy
826,B_96,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Iron,0.3862,fe,C. lav.,Coregonus lavaretus,Italy
827,B_96,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Vitamin A,6.88,vit_a,C. lav.,Coregonus lavaretus,Italy
828,B_97,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Protein,19.01,protein,C. lav.,Coregonus lavaretus,Italy
829,B_97,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Zinc,0.7025,zn,C. lav.,Coregonus lavaretus,Italy
830,B_97,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Calcium,27.19,ca,C. lav.,Coregonus lavaretus,Italy
831,B_97,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Iron,0.392,fe,C. lav.,Coregonus lavaretus,Italy
832,B_97,FAO/InFoods,2006,Italy,Very High,demersal,temperate,muscle,Coregonus lavaretus,Salmonidae,Orban_70,Vitamin A,6.52,vit_a,C. lav.,Coregonus lavaretus,Italy
833,B_101,FAO/InFoods,2010,Laos,Medium,demersal,tropical,whole (minus parts)*,Monopterus albus,Synbranchidae,Nurhasan_67,Protein,19.7,protein,M. alb.,Monopterus albus,Laos
834,B_101,FAO/InFoods,2010,Laos,Medium,demersal,tropical,whole (minus parts)*,Monopterus albus,Synbranchidae,Nurhasan_67,Zinc,1.4,zn,M. alb.,Monopterus albus,Laos
835,B_101,FAO/InFoods,2010,Laos,Medium,demersal,tropical,whole (minus parts)*,Monopterus albus,Synbranchidae,Nurhasan_67,Calcium,525,ca,M. alb.,Monopterus albus,Laos
836,B_101,FAO/InFoods,2010,Laos,Medium,demersal,tropical,whole (minus parts)*,Monopterus albus,Synbranchidae,Nurhasan_67,Iron,1.1,fe,M. alb.,Monopterus albus,Laos
837,B_102,FAO/InFoods,2010,Laos,Medium,demersal,tropical,muscle,Clarias batrachus,Clariidae,Nurhasan_67,Protein,19,protein,C. bat.,Clarias batrachus,Laos
838,B_102,FAO/InFoods,2010,Laos,Medium,demersal,tropical,muscle,Clarias batrachus,Clariidae,Nurhasan_67,Zinc,0.9,zn,C. bat.,Clarias batrachus,Laos
839,B_102,FAO/InFoods,2010,Laos,Medium,demersal,tropical,muscle,Clarias batrachus,Clariidae,Nurhasan_67,Calcium,299,ca,C. bat.,Clarias batrachus,Laos
840,B_102,FAO/InFoods,2010,Laos,Medium,demersal,tropical,muscle,Clarias batrachus,Clariidae,Nurhasan_67,Iron,0.6,fe,C. bat.,Clarias batrachus,Laos
841,B_103,FAO/InFoods,2010,Laos,Medium,benthopelagic,tropical,muscle,Channa striata,Channidae,Nurhasan_67,Protein,18.6,protein,C. str.,Channa striata,Laos
842,B_103,FAO/InFoods,2010,Laos,Medium,benthopelagic,tropical,muscle,Channa striata,Channidae,Nurhasan_67,Zinc,0.7,zn,C. str.,Channa striata,Laos
843,B_103,FAO/InFoods,2010,Laos,Medium,benthopelagic,tropical,muscle,Channa striata,Channidae,Nurhasan_67,Calcium,71,ca,C. str.,Channa striata,Laos
844,B_103,FAO/InFoods,2010,Laos,Medium,benthopelagic,tropical,muscle,Channa striata,Channidae,Nurhasan_67,Iron,0.3,fe,C. str.,Channa striata,Laos
845,B_105,FAO/InFoods,2009,Japan,Very High,demersal,subtropical,muscle,Anguilla japonica,Anguillidae,Oku_69,Protein,19,protein,A. jap.,Anguilla japonica,Japan
846,B_111,FAO/InFoods,2006,USA,Very High,demersal,temperate,muscle,Perca flavescens,Percidae,Gonz<U+00E1>lez_27,Protein,17.6341,protein,P. fla.,Perca flavescens,USA
847,B_111,FAO/InFoods,2006,USA,Very High,demersal,temperate,muscle,Perca flavescens,Percidae,Gonz<U+00E1>lez_27,Zinc,0.135388,zn,P. fla.,Perca flavescens,USA
848,B_111,FAO/InFoods,2006,USA,Very High,demersal,temperate,muscle,Perca flavescens,Percidae,Gonz<U+00E1>lez_27,Calcium,2.992,ca,P. fla.,Perca flavescens,USA
849,B_111,FAO/InFoods,2006,USA,Very High,demersal,temperate,muscle,Perca flavescens,Percidae,Gonz<U+00E1>lez_27,Iron,0.086955,fe,P. fla.,Perca flavescens,USA
850,B_111,FAO/InFoods,2006,USA,Very High,demersal,temperate,muscle,Perca flavescens,Percidae,Gonz<U+00E1>lez_27,Selenium,13.838,se,P. fla.,Perca flavescens,USA
851,B_111,FAO/InFoods,2006,USA,Very High,demersal,temperate,muscle,Perca flavescens,Percidae,Gonz<U+00E1>lez_27,Omega-3,0.063675572,o3,P. fla.,Perca flavescens,USA
852,B_112,FAO/InFoods,1995,USA,Very High,demersal,temperate,muscle,Morone saxatilis,Moronidae,Karahadian_40,Protein,19.6,protein,M. sax.,Morone saxatilis,USA
853,B_113,FAO/InFoods,1995,USA,Very High,demersal,temperate,muscle,Morone saxatilis,Moronidae,Karahadian_40,Protein,18.1,protein,M. sax.,Morone saxatilis,USA
854,B_114,FAO/InFoods,1995,USA,Very High,demersal,temperate,muscle,Morone saxatilis,Moronidae,Karahadian_40,Protein,21.9,protein,M. sax.,Morone saxatilis,USA
855,B_125,FAO/InFoods,2007,Cambodia,Medium,pelagic-neritic,tropical,whole (minus parts)*,Dermogenys pusilla,Zenarchopteridae,Roos_90,Zinc,2.5828,zn,D. pus.,Dermogenys pusilla,Cambodia
856,B_125,FAO/InFoods,2007,Cambodia,Medium,pelagic-neritic,tropical,whole (minus parts)*,Dermogenys pusilla,Zenarchopteridae,Roos_90,Calcium,976.768,ca,D. pus.,Dermogenys pusilla,Cambodia
857,B_125,FAO/InFoods,2007,Cambodia,Medium,pelagic-neritic,tropical,whole (minus parts)*,Dermogenys pusilla,Zenarchopteridae,Roos_90,Iron,0.84528,fe,D. pus.,Dermogenys pusilla,Cambodia
858,B_126,FAO/InFoods,2007,Cambodia,Medium,demersal,tropical,whole (minus parts)*,Brachirus panoides,Soleidae,Roos_90,Zinc,1.676976,zn,B. pan.,Brachirus panoides,Cambodia
859,B_126,FAO/InFoods,2007,Cambodia,Medium,demersal,tropical,whole (minus parts)*,Brachirus panoides,Soleidae,Roos_90,Calcium,1032.528,ca,B. pan.,Brachirus panoides,Cambodia
860,B_126,FAO/InFoods,2007,Cambodia,Medium,demersal,tropical,whole (minus parts)*,Brachirus panoides,Soleidae,Roos_90,Iron,1.232448,fe,B. pan.,Brachirus panoides,Cambodia
861,B_127,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Roos_89,Vitamin A,160,vit_a,P. ran.,Parambassis ranga,Bangladesh
862,B_128,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Roos_89,Vitamin A,108,vit_a,P. ran.,Parambassis ranga,Bangladesh
863,B_129,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Roos_89,Vitamin A,116,vit_a,P. ran.,Parambassis ranga,Bangladesh
864,B_130,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Roos_89,Vitamin A,98,vit_a,P. ran.,Parambassis ranga,Bangladesh
865,B_131,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Roos_89,Vitamin A,66,vit_a,P. ran.,Parambassis ranga,Bangladesh
866,B_132,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Roos_89,Vitamin A,33,vit_a,P. ran.,Parambassis ranga,Bangladesh
867,B_133,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Chanda nama,Ambassidae,Roos_89,Vitamin A,61,vit_a,C. nam.,Chanda nama,Bangladesh
868,B_134,FAO/InFoods,2002,Bangladesh,Medium,pelagic,subtropical,whole (minus parts)*,Gudusia chapra,Clupeidae,Roos_89,Vitamin A,9,vit_a,G. cha.,Gudusia chapra,Bangladesh
869,B_135,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Chela cachius,Cyprinidae,Roos_89,Vitamin A,90,vit_a,C. cac.,Chela cachius,Bangladesh
870,B_136,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus aculeatus,Mastacembelidae,Roos_89,Vitamin A,16,vit_a,M. acu.,Macrognathus aculeatus,Bangladesh
871,B_137,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus aculeatus,Mastacembelidae,Roos_89,Vitamin A,18,vit_a,M. acu.,Macrognathus aculeatus,Bangladesh
872,B_138,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus aculeatus,Mastacembelidae,Roos_89,Vitamin A,15,vit_a,M. acu.,Macrognathus aculeatus,Bangladesh
873,B_139,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mastacembelus armatus,Mastacembelidae,Roos_89,Vitamin A,4,vit_a,M. arm.,Mastacembelus armatus,Bangladesh
874,B_140,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus pancalus,Mastacembelidae,Roos_89,Vitamin A,9,vit_a,M. pan.,Macrognathus pancalus,Bangladesh
875,B_141,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Esomus danrica,Cyprinidae,Roos_89,Vitamin A,472,vit_a,E. dan.,Esomus danrica,Bangladesh
876,B_142,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Esomus danrica,Cyprinidae,Roos_89,Vitamin A,394,vit_a,E. dan.,Esomus danrica,Bangladesh
877,B_143,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Esomus danrica,Cyprinidae,Roos_89,Vitamin A,105,vit_a,E. dan.,Esomus danrica,Bangladesh
878,B_144,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole,Esomus danrica,Cyprinidae,Roos_89,Vitamin A,422,vit_a,E. dan.,Esomus danrica,Bangladesh
879,B_145,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Lepidocephalichthys guntea,Cobitidae,Roos_89,Vitamin A,17,vit_a,L. gun.,Lepidocephalichthys guntea,Bangladesh
880,B_146,FAO/InFoods,2002,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Xenentodon cancila,Belonidae,Roos_89,Vitamin A,54,vit_a,X. can.,Xenentodon cancila,Bangladesh
881,B_147,FAO/InFoods,2002,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Corica soborna,Clupeidae,Roos_89,Vitamin A,10,vit_a,C. sob.,Corica soborna,Bangladesh
882,B_148,FAO/InFoods,2002,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Corica soborna,Clupeidae,Roos_89,Vitamin A,17,vit_a,C. sob.,Corica soborna,Bangladesh
883,B_149,FAO/InFoods,2002,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Corica soborna,Clupeidae,Roos_89,Vitamin A,14,vit_a,C. sob.,Corica soborna,Bangladesh
884,B_150,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Anabas testudineus,Anabantidae,Roos_89,Vitamin A,163,vit_a,A. tes.,Anabas testudineus,Bangladesh
885,B_151,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Roos_89,Vitamin A,7,vit_a,C. bat.,Clarias batrachus,Bangladesh
886,B_152,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius sophore,Cyprinidae,Roos_89,Vitamin A,20,vit_a,P. sop.,Puntius sophore,Bangladesh
887,B_153,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius sophore,Cyprinidae,Roos_89,Vitamin A,30,vit_a,P. sop.,Puntius sophore,Bangladesh
888,B_154,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius sophore,Cyprinidae,Roos_89,Vitamin A,31,vit_a,P. sop.,Puntius sophore,Bangladesh
889,B_155,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius chola,Cyprinidae,Roos_89,Vitamin A,43,vit_a,P. cho.,Puntius chola,Bangladesh
890,B_156,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Pethia ticto,Cyprinidae,Roos_89,Vitamin A,11,vit_a,P. tic.,Pethia ticto,Bangladesh
891,B_157,FAO/InFoods,2002,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Roos_89,Vitamin A,11,vit_a,H. fos.,Heteropneustes fossilis,Bangladesh
892,B_158,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa punctata,Channidae,Roos_89,Vitamin A,47,vit_a,C. pun.,Channa punctata,Bangladesh
893,B_159,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa punctata,Channidae,Roos_89,Vitamin A,117,vit_a,C. pun.,Channa punctata,Bangladesh
894,B_160,FAO/InFoods,2002,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa punctata,Channidae,Roos_89,Vitamin A,87,vit_a,C. pun.,Channa punctata,Bangladesh
895,B_161,FAO/InFoods,2002,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_43,Protein,17,protein,L. lot.,Lota lota,Canada
896,B_161,FAO/InFoods,2002,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_43,Zinc,0.7,zn,L. lot.,Lota lota,Canada
897,B_161,FAO/InFoods,2002,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_43,Calcium,8,ca,L. lot.,Lota lota,Canada
898,B_161,FAO/InFoods,2002,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_43,Iron,0.3,fe,L. lot.,Lota lota,Canada
899,B_161,FAO/InFoods,2002,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_43,Selenium,20,se,L. lot.,Lota lota,Canada
900,B_162,FAO/InFoods,2002,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_43,Protein,20,protein,E. luc.,Esox lucius,Canada
901,B_162,FAO/InFoods,2002,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_43,Zinc,0.4,zn,E. luc.,Esox lucius,Canada
902,B_162,FAO/InFoods,2002,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_43,Calcium,19,ca,E. luc.,Esox lucius,Canada
903,B_162,FAO/InFoods,2002,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_43,Iron,0.2,fe,E. luc.,Esox lucius,Canada
904,B_162,FAO/InFoods,2002,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_43,Selenium,50,se,E. luc.,Esox lucius,Canada
905,B_163,FAO/InFoods,1994,Canada,Very High,pelagic-neritic,polar,muscle,Coregonus autumnalis,Salmonidae,Kuhnlein_44,Protein,18,protein,C. aut.,Coregonus autumnalis,Canada
906,B_163,FAO/InFoods,1994,Canada,Very High,pelagic-neritic,polar,muscle,Coregonus autumnalis,Salmonidae,Kuhnlein_44,Zinc,0.4,zn,C. aut.,Coregonus autumnalis,Canada
907,B_163,FAO/InFoods,1994,Canada,Very High,pelagic-neritic,polar,muscle,Coregonus autumnalis,Salmonidae,Kuhnlein_44,Calcium,30,ca,C. aut.,Coregonus autumnalis,Canada
908,B_163,FAO/InFoods,1994,Canada,Very High,pelagic-neritic,polar,muscle,Coregonus autumnalis,Salmonidae,Kuhnlein_44,Iron,1,fe,C. aut.,Coregonus autumnalis,Canada
909,B_164,FAO/InFoods,1994,Canada,Very High,demersal,polar,muscle,Stenodus leucichthys,Salmonidae,Kuhnlein_44,Protein,19,protein,S. leu.,Stenodus leucichthys,Canada
910,B_164,FAO/InFoods,1994,Canada,Very High,demersal,polar,muscle,Stenodus leucichthys,Salmonidae,Kuhnlein_44,Zinc,0.3,zn,S. leu.,Stenodus leucichthys,Canada
911,B_164,FAO/InFoods,1994,Canada,Very High,demersal,polar,muscle,Stenodus leucichthys,Salmonidae,Kuhnlein_44,Calcium,10,ca,S. leu.,Stenodus leucichthys,Canada
912,B_164,FAO/InFoods,1994,Canada,Very High,demersal,polar,muscle,Stenodus leucichthys,Salmonidae,Kuhnlein_44,Iron,0.4,fe,S. leu.,Stenodus leucichthys,Canada
913,B_165,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_44,Protein,18,protein,L. lot.,Lota lota,Canada
914,B_165,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_44,Zinc,0.6,zn,L. lot.,Lota lota,Canada
915,B_165,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_44,Calcium,40,ca,L. lot.,Lota lota,Canada
916,B_165,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Kuhnlein_44,Iron,0.4,fe,L. lot.,Lota lota,Canada
917,B_166,FAO/InFoods,1994,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_44,Protein,19,protein,E. luc.,Esox lucius,Canada
918,B_166,FAO/InFoods,1994,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_44,Zinc,0.7,zn,E. luc.,Esox lucius,Canada
919,B_166,FAO/InFoods,1994,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_44,Calcium,60,ca,E. luc.,Esox lucius,Canada
920,B_166,FAO/InFoods,1994,Canada,Very High,demersal,subtropical,muscle,Esox lucius,Esocidae,Kuhnlein_44,Iron,0.4,fe,E. luc.,Esox lucius,Canada
921,B_167,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Coregonus clupeaformis,Salmonidae,Kuhnlein_44,Protein,18,protein,C. clu.,Coregonus clupeaformis,Canada
922,B_167,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Coregonus clupeaformis,Salmonidae,Kuhnlein_44,Zinc,0.4,zn,C. clu.,Coregonus clupeaformis,Canada
923,B_167,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Coregonus clupeaformis,Salmonidae,Kuhnlein_44,Calcium,40,ca,C. clu.,Coregonus clupeaformis,Canada
924,B_167,FAO/InFoods,1994,Canada,Very High,demersal,temperate,muscle,Coregonus clupeaformis,Salmonidae,Kuhnlein_44,Iron,0.5,fe,C. clu.,Coregonus clupeaformis,Canada
925,B_170,FAO/InFoods,1993,Canada,Very High,demersal,temperate,muscle,Lota lota,Lotidae,Morrison_62,Vitamin A,3,vit_a,L. lot.,Lota lota,Canada
926,B_172,FAO/InFoods,1993,Canada,Very High,demersal,temperate,muscle,Coregonus clupeaformis,Salmonidae,Morrison_62,Vitamin A,10,vit_a,C. clu.,Coregonus clupeaformis,Canada
927,B_178,FAO/InFoods,1999,Thailand,High,benthopelagic,tropical,muscle,Barbonymus gonionotus,Cyprinidae,Puwastien_83,Protein,17.9,protein,B. gon.,Barbonymus gonionotus,Thailand
928,B_179,FAO/InFoods,1999,Thailand,High,benthopelagic,NA,muscle,Oreochromis niloticus,Cichlidae,Puwastien_83,Protein,19.8,protein,O. nil.,Oreochromis niloticus,Thailand
929,B_180,FAO/InFoods,1999,Thailand,High,benthopelagic,tropical,muscle,Pangasianodon hypophthalmus,Pangasiidae,Puwastien_83,Protein,17,protein,P. hyp.,Pangasianodon hypophthalmus,Thailand
930,B_181,FAO/InFoods,1999,Thailand,High,demersal,tropical,muscle,Chitala chitala,Notopteridae,Puwastien_83,Protein,16.7,protein,C. chi.,Chitala chitala,Thailand
931,B_182,FAO/InFoods,1996,Canada,Very High,benthopelagic,temperate,muscle,Salvelinus namaycush,Salmonidae,Belinsky_11,Protein,15,protein,S. nam.,Salvelinus namaycush,Canada
932,B_182,FAO/InFoods,1996,Canada,Very High,benthopelagic,temperate,muscle,Salvelinus namaycush,Salmonidae,Belinsky_11,Zinc,0.5,zn,S. nam.,Salvelinus namaycush,Canada
933,B_182,FAO/InFoods,1996,Canada,Very High,benthopelagic,temperate,muscle,Salvelinus namaycush,Salmonidae,Belinsky_11,Calcium,3,ca,S. nam.,Salvelinus namaycush,Canada
934,B_182,FAO/InFoods,1996,Canada,Very High,benthopelagic,temperate,muscle,Salvelinus namaycush,Salmonidae,Belinsky_11,Iron,0.2,fe,S. nam.,Salvelinus namaycush,Canada
935,B_183,FAO/InFoods,2008,Brazil,High,demersal,tropical,muscle,Pinirampus pirinampu,Pimelodidae,Ramos_84,Protein,16.39,protein,P. pir.,Pinirampus pirinampu,Brazil
936,B_184,FAO/InFoods,2008,Brazil,High,demersal,tropical,muscle,Zungaro zungaro,Pimelodidae,Ramos_84,Protein,16.92,protein,Z. zun.,Zungaro zungaro,Brazil
937,B_185,FAO/InFoods,2008,Brazil,High,demersal,tropical,muscle,Sorubim lima,Pimelodidae,Ramos_84,Protein,16.07,protein,S. lim.,Sorubim lima,Brazil
938,B_186,FAO/InFoods,2008,Brazil,High,demersal,subtropical,muscle,Hemisorubim platyrhynchos,Pimelodidae,Ramos_84,Protein,18.1,protein,H. pla.,Hemisorubim platyrhynchos,Brazil
939,B_187,FAO/InFoods,2008,Brazil,High,benthopelagic,subtropical,muscle,Pimelodus maculatus,Pimelodidae,Ramos_84,Protein,17.7,protein,P. mac.,Pimelodus maculatus,Brazil
940,B_188,FAO/InFoods,2008,Brazil,High,pelagic,tropical,muscle,Ageneiosus inermis,Auchenipteridae,Ramos_84,Protein,17.77,protein,A. ine.,Ageneiosus inermis,Brazil
941,B_189,FAO/InFoods,2010,Brazil,High,demersal,tropical,muscle,Pseudoplatystoma fasciatum,Pimelodidae,Sant'Ana_93,Protein,19.56,protein,P. fas.,Pseudoplatystoma fasciatum,Brazil
942,B_190,FAO/InFoods,2010,Brazil,High,demersal,tropical,muscle,Pseudoplatystoma fasciatum,Pimelodidae,Sant'Ana_93,Protein,19.36,protein,P. fas.,Pseudoplatystoma fasciatum,Brazil
943,B_214,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Protein,21,protein,L. asp.,Leuciscus aspius,Greece
944,B_214,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Zinc,0.6,zn,L. asp.,Leuciscus aspius,Greece
945,B_214,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Calcium,70,ca,L. asp.,Leuciscus aspius,Greece
946,B_214,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Iron,0.9,fe,L. asp.,Leuciscus aspius,Greece
947,B_215,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Protein,23,protein,L. asp.,Leuciscus aspius,Greece
948,B_215,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Zinc,0.7,zn,L. asp.,Leuciscus aspius,Greece
949,B_215,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Calcium,70,ca,L. asp.,Leuciscus aspius,Greece
950,B_215,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Leuciscus aspius,Cyprinidae,Lazos_46,Iron,1,fe,L. asp.,Leuciscus aspius,Greece
951,B_216,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Protein,18,protein,C. nas.,Chondrostoma nasus,Greece
952,B_216,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Zinc,0.5,zn,C. nas.,Chondrostoma nasus,Greece
953,B_216,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Calcium,57,ca,C. nas.,Chondrostoma nasus,Greece
954,B_216,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Iron,1,fe,C. nas.,Chondrostoma nasus,Greece
955,B_217,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Protein,18,protein,C. nas.,Chondrostoma nasus,Greece
956,B_217,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Zinc,0.5,zn,C. nas.,Chondrostoma nasus,Greece
957,B_217,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Calcium,53,ca,C. nas.,Chondrostoma nasus,Greece
958,B_217,FAO/InFoods,1989,Greece,Very High,benthopelagic,temperate,muscle,Chondrostoma nasus,Cyprinidae,Lazos_46,Iron,0.9,fe,C. nas.,Chondrostoma nasus,Greece
959,B_272,FAO/InFoods,1992,USA,Very High,benthopelagic,subtropical,muscle,Ictalurus punctatus,Ictaluridae,Nettleton_66,Protein,16,protein,I. pun.,Ictalurus punctatus,USA
960,B_273,FAO/InFoods,1992,USA,Very High,benthopelagic,subtropical,muscle,Ictalurus punctatus,Ictaluridae,Nettleton_66,Protein,16.5,protein,I. pun.,Ictalurus punctatus,USA
961,B_274,FAO/InFoods,1992,USA,Very High,benthopelagic,subtropical,muscle,Oncorhynchus mykiss,Salmonidae,Nettleton_66,Protein,20.6,protein,O. myk.,Oncorhynchus mykiss,USA
962,B_275,FAO/InFoods,1992,USA,Very High,benthopelagic,subtropical,muscle,Oncorhynchus mykiss,Salmonidae,Nettleton_66,Protein,19.5,protein,O. myk.,Oncorhynchus mykiss,USA
963,B_276,FAO/InFoods,2007,Cambodia,Medium,benthopelagic,tropical,whole,Rasbora tornieri,Cyprinidae,Roos_88,Vitamin A,1548,vit_a,R. tor.,Rasbora tornieri,Cambodia
