,id_number,source,year,geographic_location_cleaned,hdi,demers_pelag,env_temp,form_clean,species_from_search,family,paper_id,nutrient,value,nut,species_short,species,country_sampled
329,A_92,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Nazma_65,Protein,15.9,protein,P. pan.,Pangasius pangasius,Bangladesh
330,A_92,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Nazma_65,Zinc,1.85,zn,P. pan.,Pangasius pangasius,Bangladesh
331,A_92,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Nazma_65,Calcium,14,ca,P. pan.,Pangasius pangasius,Bangladesh
332,A_92,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Nazma_65,Iron,0.1,fe,P. pan.,Pangasius pangasius,Bangladesh
333,A_92,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Pangasius pangasius,Pangasiidae,Nazma_65,Vitamin A,5,vit_a,P. pan.,Pangasius pangasius,Bangladesh
334,A_93,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Nandus nandus,Nandidae,Nazma_65,Protein,15.8,protein,N. nan.,Nandus nandus,Bangladesh
335,A_93,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Nandus nandus,Nandidae,Nazma_65,Zinc,1.42,zn,N. nan.,Nandus nandus,Bangladesh
336,A_93,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Nandus nandus,Nandidae,Nazma_65,Calcium,516,ca,N. nan.,Nandus nandus,Bangladesh
337,A_93,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Nandus nandus,Nandidae,Nazma_65,Iron,1.9,fe,N. nan.,Nandus nandus,Bangladesh
338,A_94,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Protein,16.6,protein,L. roh.,Labeo rohita,Bangladesh
339,A_94,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Zinc,1.13,zn,L. roh.,Labeo rohita,Bangladesh
340,A_94,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Calcium,650,ca,L. roh.,Labeo rohita,Bangladesh
341,A_94,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Iron,1,fe,L. roh.,Labeo rohita,Bangladesh
342,A_95,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Protein,20.6,protein,L. roh.,Labeo rohita,Bangladesh
343,A_95,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Zinc,1.13,zn,L. roh.,Labeo rohita,Bangladesh
344,A_95,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Calcium,30,ca,L. roh.,Labeo rohita,Bangladesh
345,A_95,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Iron,0.4,fe,L. roh.,Labeo rohita,Bangladesh
346,A_95,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo rohita,Cyprinidae,Nazma_65,Vitamin A,4,vit_a,L. roh.,Labeo rohita,Bangladesh
347,A_96,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa punctata,Channidae,Nazma_65,Protein,17.3,protein,C. pun.,Channa punctata,Bangladesh
348,A_96,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa punctata,Channidae,Nazma_65,Zinc,1.08,zn,C. pun.,Channa punctata,Bangladesh
349,A_96,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa punctata,Channidae,Nazma_65,Calcium,624,ca,C. pun.,Channa punctata,Bangladesh
350,A_96,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa punctata,Channidae,Nazma_65,Iron,1.5,fe,C. pun.,Channa punctata,Bangladesh
351,A_96,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,not specified,Channa punctata,Channidae,Nazma_65,Vitamin A,191,vit_a,C. pun.,Channa punctata,Bangladesh
352,A_97,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Nazma_65,Protein,17.2,protein,H. fos.,Heteropneustes fossilis,Bangladesh
353,A_97,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Nazma_65,Zinc,0.55,zn,H. fos.,Heteropneustes fossilis,Bangladesh
354,A_97,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Nazma_65,Calcium,319,ca,H. fos.,Heteropneustes fossilis,Bangladesh
355,A_97,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Nazma_65,Iron,2.1,fe,H. fos.,Heteropneustes fossilis,Bangladesh
356,A_97,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Nazma_65,Vitamin A,16,vit_a,H. fos.,Heteropneustes fossilis,Bangladesh
357,A_98,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Crossocheilus latius,Cyprinidae,Nazma_65,Protein,15.3,protein,C. lat.,Crossocheilus latius,Bangladesh
358,A_98,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Crossocheilus latius,Cyprinidae,Nazma_65,Zinc,1.09,zn,C. lat.,Crossocheilus latius,Bangladesh
359,A_98,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Crossocheilus latius,Cyprinidae,Nazma_65,Calcium,195,ca,C. lat.,Crossocheilus latius,Bangladesh
360,A_98,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Crossocheilus latius,Cyprinidae,Nazma_65,Iron,2.2,fe,C. lat.,Crossocheilus latius,Bangladesh
361,A_99,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Nazma_65,Protein,17.7,protein,C. str.,Channa striata,Bangladesh
362,A_99,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Nazma_65,Zinc,0.31,zn,C. str.,Channa striata,Bangladesh
363,A_99,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Nazma_65,Calcium,104,ca,C. str.,Channa striata,Bangladesh
364,A_99,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Channa striata,Channidae,Nazma_65,Iron,1,fe,C. str.,Channa striata,Bangladesh
365,A_100,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Nazma_65,Protein,20.8,protein,O. mos.,Oreochromis mossambicus,Bangladesh
366,A_100,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Nazma_65,Zinc,1.4,zn,O. mos.,Oreochromis mossambicus,Bangladesh
367,A_100,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Nazma_65,Calcium,19,ca,O. mos.,Oreochromis mossambicus,Bangladesh
368,A_100,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Nazma_65,Iron,0.5,fe,O. mos.,Oreochromis mossambicus,Bangladesh
369,A_100,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Oreochromis mossambicus,Cichlidae,Nazma_65,Vitamin A,2,vit_a,O. mos.,Oreochromis mossambicus,Bangladesh
370,A_101,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Nazma_65,Protein,15.6,protein,C. bat.,Clarias batrachus,Bangladesh
371,A_101,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Nazma_65,Zinc,0.53,zn,C. bat.,Clarias batrachus,Bangladesh
372,A_101,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Nazma_65,Calcium,27,ca,C. bat.,Clarias batrachus,Bangladesh
373,A_101,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Nazma_65,Iron,0.8,fe,C. bat.,Clarias batrachus,Bangladesh
374,A_101,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Clarias batrachus,Clariidae,Nazma_65,Vitamin A,15,vit_a,C. bat.,Clarias batrachus,Bangladesh
375,A_102,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Wallago attu,Siluridae,Nazma_65,Protein,15.4,protein,W. att.,Wallago attu,Bangladesh
376,A_102,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Wallago attu,Siluridae,Nazma_65,Zinc,0.27,zn,W. att.,Wallago attu,Bangladesh
377,A_102,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Wallago attu,Siluridae,Nazma_65,Calcium,83,ca,W. att.,Wallago attu,Bangladesh
378,A_102,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Wallago attu,Siluridae,Nazma_65,Iron,0.8,fe,W. att.,Wallago attu,Bangladesh
379,A_102,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Wallago attu,Siluridae,Nazma_65,Vitamin A,1,vit_a,W. att.,Wallago attu,Bangladesh
380,A_103,WoS,2013,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,Eutropiichthys vacha,Schilbeidae,Nazma_65,Protein,16.1,protein,E. vac.,Eutropiichthys vacha,Bangladesh
381,A_103,WoS,2013,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,Eutropiichthys vacha,Schilbeidae,Nazma_65,Calcium,520,ca,E. vac.,Eutropiichthys vacha,Bangladesh
382,A_103,WoS,2013,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,Eutropiichthys vacha,Schilbeidae,Nazma_65,Iron,0.7,fe,E. vac.,Eutropiichthys vacha,Bangladesh
383,A_104,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Ompok pabda,Siluridae,Nazma_65,Protein,17.3,protein,O. pab.,Ompok pabda,Bangladesh
384,A_104,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Ompok pabda,Siluridae,Nazma_65,Zinc,1.25,zn,O. pab.,Ompok pabda,Bangladesh
385,A_104,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Ompok pabda,Siluridae,Nazma_65,Calcium,267,ca,O. pab.,Ompok pabda,Bangladesh
386,A_104,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Ompok pabda,Siluridae,Nazma_65,Iron,1.2,fe,O. pab.,Ompok pabda,Bangladesh
387,A_105,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Chitala chitala,Notopteridae,Nazma_65,Protein,17.8,protein,C. chi.,Chitala chitala,Bangladesh
388,A_105,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Chitala chitala,Notopteridae,Nazma_65,Zinc,0.61,zn,C. chi.,Chitala chitala,Bangladesh
389,A_105,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Chitala chitala,Notopteridae,Nazma_65,Calcium,104,ca,C. chi.,Chitala chitala,Bangladesh
390,A_105,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Chitala chitala,Notopteridae,Nazma_65,Iron,1.6,fe,C. chi.,Chitala chitala,Bangladesh
391,A_105,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Chitala chitala,Notopteridae,Nazma_65,Vitamin A,30,vit_a,C. chi.,Chitala chitala,Bangladesh
392,A_106,WoS,2013,Bangladesh,Medium,pelagic,subtropical,whole,Gudusia chapra,Clupeidae,Nazma_65,Protein,15.4,protein,G. cha.,Gudusia chapra,Bangladesh
393,A_106,WoS,2013,Bangladesh,Medium,pelagic,subtropical,whole,Gudusia chapra,Clupeidae,Nazma_65,Zinc,19.7,zn,G. cha.,Gudusia chapra,Bangladesh
394,A_106,WoS,2013,Bangladesh,Medium,pelagic,subtropical,whole,Gudusia chapra,Clupeidae,Nazma_65,Calcium,1060,ca,G. cha.,Gudusia chapra,Bangladesh
395,A_106,WoS,2013,Bangladesh,Medium,pelagic,subtropical,whole,Gudusia chapra,Clupeidae,Nazma_65,Iron,4.8,fe,G. cha.,Gudusia chapra,Bangladesh
396,A_106,WoS,2013,Bangladesh,Medium,pelagic,subtropical,whole,Gudusia chapra,Clupeidae,Nazma_65,Vitamin A,6,vit_a,G. cha.,Gudusia chapra,Bangladesh
397,A_107,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo gonius,Cyprinidae,Nazma_65,Protein,17.6,protein,L. gon.,Labeo gonius,Bangladesh
398,A_107,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo gonius,Cyprinidae,Nazma_65,Zinc,0.06,zn,L. gon.,Labeo gonius,Bangladesh
399,A_107,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo gonius,Cyprinidae,Nazma_65,Calcium,30,ca,L. gon.,Labeo gonius,Bangladesh
400,A_107,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Labeo gonius,Cyprinidae,Nazma_65,Iron,0.3,fe,L. gon.,Labeo gonius,Bangladesh
401,A_108,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Sperata aor,Bagridae,Nazma_65,Protein,17,protein,S. aor.,Sperata aor,Bangladesh
402,A_108,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Sperata aor,Bagridae,Nazma_65,Zinc,0.23,zn,S. aor.,Sperata aor,Bangladesh
403,A_108,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Sperata aor,Bagridae,Nazma_65,Calcium,11,ca,S. aor.,Sperata aor,Bangladesh
404,A_108,WoS,2013,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Sperata aor,Bagridae,Nazma_65,Iron,0.9,fe,S. aor.,Sperata aor,Bangladesh
405,A_109,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Salmostoma phulo,Cyprinidae,Nazma_65,Protein,15.3,protein,S. phu.,Salmostoma phulo,Bangladesh
406,A_109,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Salmostoma phulo,Cyprinidae,Nazma_65,Zinc,3.1,zn,S. phu.,Salmostoma phulo,Bangladesh
407,A_109,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Salmostoma phulo,Cyprinidae,Nazma_65,Calcium,534,ca,S. phu.,Salmostoma phulo,Bangladesh
408,A_109,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Salmostoma phulo,Cyprinidae,Nazma_65,Iron,1.9,fe,S. phu.,Salmostoma phulo,Bangladesh
409,A_110,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Amblypharyngodon mola,Cyprinidae,Nazma_65,Protein,17.1,protein,A. mol.,Amblypharyngodon mola,Bangladesh
410,A_110,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Amblypharyngodon mola,Cyprinidae,Nazma_65,Zinc,3.19,zn,A. mol.,Amblypharyngodon mola,Bangladesh
411,A_110,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Amblypharyngodon mola,Cyprinidae,Nazma_65,Calcium,767,ca,A. mol.,Amblypharyngodon mola,Bangladesh
412,A_110,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Amblypharyngodon mola,Cyprinidae,Nazma_65,Iron,3.8,fe,A. mol.,Amblypharyngodon mola,Bangladesh
413,A_110,WoS,2013,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Amblypharyngodon mola,Cyprinidae,Nazma_65,Vitamin A,2680,vit_a,A. mol.,Amblypharyngodon mola,Bangladesh
414,A_111,WoS,2013,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Hypophthalmichthys molitrix,Cyprinidae,Nazma_65,Protein,17.5,protein,H. mol.,Hypophthalmichthys molitrix,Bangladesh
415,A_111,WoS,2013,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Hypophthalmichthys molitrix,Cyprinidae,Nazma_65,Zinc,0.28,zn,H. mol.,Hypophthalmichthys molitrix,Bangladesh
416,A_111,WoS,2013,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Hypophthalmichthys molitrix,Cyprinidae,Nazma_65,Calcium,22,ca,H. mol.,Hypophthalmichthys molitrix,Bangladesh
417,A_111,WoS,2013,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Hypophthalmichthys molitrix,Cyprinidae,Nazma_65,Iron,1.5,fe,H. mol.,Hypophthalmichthys molitrix,Bangladesh
418,A_112,WoS,2016,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,Ailia coila,Schilbeidae,Wheal_106,Zinc,1.41,zn,A. coi.,Ailia coila,Bangladesh
419,A_112,WoS,2016,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,Ailia coila,Schilbeidae,Wheal_106,Iron,0.68,fe,A. coi.,Ailia coila,Bangladesh
420,A_112,WoS,2016,Bangladesh,Medium,pelagic,tropical,whole (minus parts)*,Ailia coila,Schilbeidae,Wheal_106,Selenium,29.5,se,A. coi.,Ailia coila,Bangladesh
421,A_113,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Chela cachius,Cyprinidae,Wheal_106,Zinc,4.57,zn,C. cac.,Chela cachius,Bangladesh
422,A_113,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Chela cachius,Cyprinidae,Wheal_106,Iron,0.68,fe,C. cac.,Chela cachius,Bangladesh
423,A_113,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Chela cachius,Cyprinidae,Wheal_106,Selenium,36.8,se,C. cac.,Chela cachius,Bangladesh
424,A_114,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Trichogaster fasciata,Osphronemidae,Wheal_106,Zinc,2,zn,T. fas.,Trichogaster fasciata,Bangladesh
425,A_114,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Trichogaster fasciata,Osphronemidae,Wheal_106,Iron,11.76,fe,T. fas.,Trichogaster fasciata,Bangladesh
426,A_114,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Trichogaster fasciata,Osphronemidae,Wheal_106,Selenium,30.4,se,T. fas.,Trichogaster fasciata,Bangladesh
427,A_115,WoS,2016,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Corica soborna,Clupeidae,Wheal_106,Zinc,2.63,zn,C. sob.,Corica soborna,Bangladesh
428,A_115,WoS,2016,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Corica soborna,Clupeidae,Wheal_106,Iron,1.89,fe,C. sob.,Corica soborna,Bangladesh
429,A_115,WoS,2016,Bangladesh,Medium,pelagic-neritic,tropical,whole (minus parts)*,Corica soborna,Clupeidae,Wheal_106,Selenium,13.4,se,C. sob.,Corica soborna,Bangladesh
430,A_116,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Esomus danrica,Cyprinidae,Wheal_106,Zinc,4.14,zn,E. dan.,Esomus danrica,Bangladesh
431,A_116,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Esomus danrica,Cyprinidae,Wheal_106,Iron,3.14,fe,E. dan.,Esomus danrica,Bangladesh
432,A_116,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Esomus danrica,Cyprinidae,Wheal_106,Selenium,46.1,se,E. dan.,Esomus danrica,Bangladesh
433,A_117,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Glossogobius giuris,Gobiidae,Wheal_106,Zinc,1.85,zn,G. giu.,Glossogobius giuris,Bangladesh
434,A_117,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Glossogobius giuris,Gobiidae,Wheal_106,Iron,1.34,fe,G. giu.,Glossogobius giuris,Bangladesh
435,A_117,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Glossogobius giuris,Gobiidae,Wheal_106,Selenium,50.4,se,G. giu.,Glossogobius giuris,Bangladesh
436,A_118,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Wheal_106,Zinc,2.95,zn,H. fos.,Heteropneustes fossilis,Bangladesh
437,A_118,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Wheal_106,Iron,1.03,fe,H. fos.,Heteropneustes fossilis,Bangladesh
438,A_118,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Heteropneustes fossilis,Heteropneustidae,Wheal_106,Selenium,51,se,H. fos.,Heteropneustes fossilis,Bangladesh
439,A_119,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Lepidocephalichthys guntea,Cobitidae,Wheal_106,Zinc,1.94,zn,L. gun.,Lepidocephalichthys guntea,Bangladesh
440,A_119,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Lepidocephalichthys guntea,Cobitidae,Wheal_106,Iron,2.43,fe,L. gun.,Lepidocephalichthys guntea,Bangladesh
441,A_119,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Lepidocephalichthys guntea,Cobitidae,Wheal_106,Selenium,38.8,se,L. gun.,Lepidocephalichthys guntea,Bangladesh
442,A_120,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus aculeatus,Mastacembelidae,Wheal_106,Zinc,1.06,zn,M. acu.,Macrognathus aculeatus,Bangladesh
443,A_120,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus aculeatus,Mastacembelidae,Wheal_106,Iron,1.01,fe,M. acu.,Macrognathus aculeatus,Bangladesh
444,A_120,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus aculeatus,Mastacembelidae,Wheal_106,Selenium,90.4,se,M. acu.,Macrognathus aculeatus,Bangladesh
445,A_121,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus pancalus,Mastacembelidae,Wheal_106,Zinc,1.19,zn,M. pan.,Macrognathus pancalus,Bangladesh
446,A_121,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus pancalus,Mastacembelidae,Wheal_106,Iron,1.16,fe,M. pan.,Macrognathus pancalus,Bangladesh
447,A_121,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Macrognathus pancalus,Mastacembelidae,Wheal_106,Selenium,58.6,se,M. pan.,Macrognathus pancalus,Bangladesh
448,A_122,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mystus cavasius,Bagridae,Wheal_106,Zinc,1.56,zn,M. cav.,Mystus cavasius,Bangladesh
449,A_122,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mystus cavasius,Bagridae,Wheal_106,Iron,1.74,fe,M. cav.,Mystus cavasius,Bangladesh
450,A_122,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mystus cavasius,Bagridae,Wheal_106,Selenium,42.7,se,M. cav.,Mystus cavasius,Bangladesh
451,A_123,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mystus vittatus,Bagridae,Wheal_106,Zinc,2.5,zn,M. vit.,Mystus vittatus,Bangladesh
452,A_123,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mystus vittatus,Bagridae,Wheal_106,Iron,10.51,fe,M. vit.,Mystus vittatus,Bangladesh
453,A_123,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Mystus vittatus,Bagridae,Wheal_106,Selenium,69.5,se,M. vit.,Mystus vittatus,Bangladesh
454,A_124,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Wheal_106,Zinc,3.25,zn,P. ran.,Parambassis ranga,Bangladesh
455,A_124,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Wheal_106,Iron,1.54,fe,P. ran.,Parambassis ranga,Bangladesh
456,A_124,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Parambassis ranga,Ambassidae,Wheal_106,Selenium,25.6,se,P. ran.,Parambassis ranga,Bangladesh
457,A_125,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius sophore,Cyprinidae,Wheal_106,Zinc,3.08,zn,P. sop.,Puntius sophore,Bangladesh
458,A_125,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius sophore,Cyprinidae,Wheal_106,Iron,1.8,fe,P. sop.,Puntius sophore,Bangladesh
459,A_125,WoS,2016,Bangladesh,Medium,benthopelagic,tropical,whole (minus parts)*,Puntius sophore,Cyprinidae,Wheal_106,Selenium,75.8,se,P. sop.,Puntius sophore,Bangladesh
460,A_126,WoS,2016,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Pethia ticto,Cyprinidae,Wheal_106,Zinc,3.65,zn,P. tic.,Pethia ticto,Bangladesh
461,A_126,WoS,2016,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Pethia ticto,Cyprinidae,Wheal_106,Iron,1.1,fe,P. tic.,Pethia ticto,Bangladesh
462,A_126,WoS,2016,Bangladesh,Medium,benthopelagic,subtropical,whole (minus parts)*,Pethia ticto,Cyprinidae,Wheal_106,Selenium,24.6,se,P. tic.,Pethia ticto,Bangladesh
463,A_127,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Botia dario,Botiidae,Wheal_106,Zinc,3.1,zn,B. dar.,Botia dario,Bangladesh
464,A_127,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Botia dario,Botiidae,Wheal_106,Iron,1.66,fe,B. dar.,Botia dario,Bangladesh
465,A_127,WoS,2016,Bangladesh,Medium,demersal,tropical,whole (minus parts)*,Botia dario,Botiidae,Wheal_106,Selenium,51.7,se,B. dar.,Botia dario,Bangladesh
466,A_128,WoS,2016,Bangladesh,Medium,pelagic,subtropical,whole (minus parts)*,Gudusia chapra,Clupeidae,Wheal_106,Zinc,3.15,zn,G. cha.,Gudusia chapra,Bangladesh
