,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Gadidae,1.31,0.998,-0.554,3.238,0.025,0.018,1567.0,1567.0,1581.0,2144.0,1.0
Salmonidae,1.429,0.985,-0.406,3.245,0.022,0.016,2018.0,2018.0,2019.0,2454.0,1.0
Mugilidae,1.615,0.994,-0.306,3.424,0.022,0.016,2124.0,2051.0,2114.0,2153.0,1.0
Serranidae,1.562,0.976,-0.405,3.281,0.022,0.016,1941.0,1840.0,1943.0,2363.0,1.0
Lutjanidae,1.519,0.984,-0.318,3.432,0.022,0.017,2027.0,1706.0,2012.0,2358.0,1.0
Mullidae,1.641,1.0,-0.325,3.379,0.024,0.017,1731.0,1708.0,1726.0,2175.0,1.0
Labridae,1.581,0.982,-0.157,3.529,0.024,0.017,1743.0,1743.0,1742.0,2443.0,1.0
Leiognathidae,1.424,0.976,-0.417,3.18,0.027,0.021,1345.0,1087.0,1337.0,2118.0,1.0
Trichiuridae,1.184,1.009,-0.716,3.085,0.025,0.018,1662.0,1662.0,1684.0,2054.0,1.0
Lethrinidae,1.248,1.005,-0.633,3.099,0.025,0.018,1584.0,1584.0,1603.0,2055.0,1.0
Nemipteridae,1.208,1.008,-0.729,2.974,0.025,0.018,1585.0,1585.0,1630.0,2650.0,1.0
Sphyraenidae,1.24,1.021,-0.595,3.155,0.027,0.019,1485.0,1485.0,1486.0,2486.0,1.0
Dussumieriidae,1.178,0.976,-0.551,3.097,0.025,0.018,1486.0,1486.0,1494.0,2283.0,1.0
Myctophidae,1.626,1.008,-0.202,3.6,0.022,0.016,2091.0,1970.0,2089.0,2753.0,1.0
Bregmacerotidae,1.299,1.018,-0.489,3.417,0.024,0.017,1801.0,1801.0,1797.0,1993.0,1.0
Synodontidae,1.114,1.066,-0.85,3.129,0.026,0.019,1648.0,1648.0,1647.0,2386.0,1.0
Gerreidae,1.281,1.007,-0.563,3.196,0.026,0.018,1555.0,1555.0,1532.0,2100.0,1.0
Mastacembelidae,1.613,0.95,-0.242,3.299,0.023,0.016,1763.0,1763.0,1772.0,2253.0,1.0
Osphronemidae,1.466,0.944,-0.244,3.304,0.021,0.015,1927.0,1927.0,1936.0,2128.0,1.0
Ambassidae,1.535,0.952,-0.35,3.198,0.024,0.017,1517.0,1517.0,1520.0,2208.0,1.0
Cyprinidae,2.158,0.892,0.484,3.807,0.024,0.017,1432.0,1349.0,1443.0,2179.0,1.0
Cobitidae,1.783,0.943,-0.034,3.431,0.022,0.015,1922.0,1922.0,1929.0,2216.0,1.0
Ailiidae,1.512,0.959,-0.264,3.316,0.02,0.015,2203.0,1979.0,2191.0,2192.0,1.0
Anabantidae,1.706,0.995,-0.099,3.598,0.026,0.018,1456.0,1456.0,1451.0,1959.0,1.01
Clariidae,1.545,0.966,-0.377,3.284,0.021,0.015,2109.0,2023.0,2110.0,2515.0,1.0
Nandidae,1.408,0.97,-0.319,3.378,0.021,0.015,2187.0,2046.0,2184.0,2057.0,1.0
Botiidae,1.656,1.009,-0.232,3.46,0.028,0.02,1329.0,1329.0,1338.0,2206.0,1.0
Heteropneustidae,1.404,0.968,-0.292,3.335,0.02,0.015,2233.0,2087.0,2227.0,1992.0,1.0
Channidae,1.515,0.961,-0.359,3.234,0.023,0.016,1795.0,1795.0,1795.0,2462.0,1.0
Bagridae,1.698,0.958,-0.08,3.514,0.023,0.016,1751.0,1716.0,1757.0,2491.0,1.0
Notopteridae,1.604,1.002,-0.246,3.5,0.026,0.018,1537.0,1537.0,1564.0,2362.0,1.0
Pangasiidae,1.333,0.972,-0.491,3.215,0.021,0.015,2082.0,2059.0,2079.0,2346.0,1.01
Cichlidae,1.415,0.962,-0.398,3.25,0.022,0.016,1883.0,1799.0,1892.0,2521.0,1.0
Siluridae,1.579,0.96,-0.256,3.403,0.021,0.016,2122.0,1780.0,2102.0,2277.0,1.0
Lotidae,1.255,1.02,-0.647,3.19,0.026,0.018,1561.0,1561.0,1586.0,2298.0,1.0
Anguillidae,1.461,1.016,-0.428,3.345,0.024,0.017,1830.0,1830.0,1841.0,2301.0,1.0
Zenarchopteridae,1.708,1.017,-0.196,3.586,0.024,0.018,1778.0,1597.0,1780.0,1740.0,1.0
Helostomatidae,1.435,0.979,-0.373,3.293,0.022,0.015,2025.0,2025.0,2010.0,2652.0,1.0
Sigma_genus,0.891,0.154,0.611,1.177,0.009,0.006,299.0,283.0,298.0,413.0,1.01
Sillaginopsis,1.504,1.082,-0.489,3.553,0.022,0.017,2335.0,2076.0,2336.0,2332.0,1.0
Glossogobius,0.965,1.03,-1.018,2.826,0.022,0.016,2267.0,2123.0,2268.0,2833.0,1.0
Hyporhamphus,3.16,0.988,1.305,4.955,0.022,0.016,1963.0,1887.0,1966.0,2018.0,1.0
Corica,0.614,1.045,-1.465,2.439,0.026,0.019,1595.0,1595.0,1612.0,2536.0,1.0
Xenentodon,2.218,1.002,0.342,4.131,0.022,0.016,2067.0,2067.0,2066.0,2411.0,1.0
Eleotris,1.222,1.026,-0.896,3.036,0.021,0.016,2381.0,2171.0,2378.0,2729.0,1.0
Tenualosa,2.103,1.024,0.253,4.02,0.034,0.027,921.0,717.0,967.0,1551.0,1.01
Sprattus,2.343,1.188,0.309,4.728,0.062,0.059,373.0,205.0,373.0,144.0,1.01
Ponticola,0.906,1.1,-1.206,2.951,0.022,0.016,2535.0,2385.0,2535.0,2888.0,1.0
Trachurus,0.876,1.131,-1.06,3.206,0.028,0.02,1651.0,1651.0,1662.0,1958.0,1.0
Alosa,1.616,1.123,-0.553,3.666,0.028,0.02,1658.0,1646.0,1660.0,1993.0,1.0
Setipinna,-0.377,1.082,-2.324,1.751,0.025,0.017,1915.0,1915.0,1903.0,2833.0,1.01
Protonibea,1.74,1.147,-0.42,3.912,0.024,0.017,2349.0,2217.0,2350.0,2327.0,1.0
Lates,0.955,1.159,-1.158,3.178,0.023,0.017,2442.0,2277.0,2451.0,2084.0,1.0
Scomberomorus,1.651,1.177,-0.595,3.733,0.034,0.024,1222.0,1222.0,1229.0,2610.0,1.0
Euthynnus,1.547,1.147,-0.581,3.645,0.024,0.017,2229.0,2229.0,2281.0,2605.0,1.0
Scomber,1.591,1.133,-0.377,3.817,0.034,0.026,1083.0,981.0,1076.0,1062.0,1.01
Reinhardtius,0.995,1.233,-1.252,3.321,0.032,0.022,1532.0,1524.0,1549.0,2044.0,1.0
Hippoglossus,1.367,1.216,-0.803,3.666,0.044,0.037,762.0,533.0,777.0,1737.0,1.0
Dicentrarchus,1.02,1.066,-1.078,2.953,0.023,0.016,2142.0,2142.0,2156.0,2861.0,1.0
Sparus,1.478,1.124,-0.69,3.48,0.026,0.019,1875.0,1832.0,1878.0,2176.0,1.0
Gadus,1.154,1.111,-1.058,3.086,0.03,0.021,1381.0,1381.0,1389.0,2399.0,1.0
Clupea,1.887,1.136,-0.146,4.004,0.042,0.037,729.0,467.0,718.0,992.0,1.01
Salmo,1.319,1.145,-0.748,3.576,0.023,0.017,2395.0,2349.0,2397.0,2378.0,1.01
Limanda,1.037,1.214,-1.235,3.204,0.044,0.034,754.0,622.0,776.0,2099.0,1.0
Aldrichetta,1.973,1.159,-0.093,4.198,0.032,0.026,1292.0,1031.0,1286.0,2794.0,1.0
Sardinops,1.874,1.128,-0.214,4.032,0.029,0.02,1525.0,1525.0,1528.0,2058.0,1.0
Spratelloides,1.362,1.1,-0.68,3.462,0.025,0.018,1909.0,1909.0,1903.0,2463.0,1.0
Epinephelus,2.322,1.116,0.22,4.396,0.031,0.024,1285.0,1127.0,1294.0,2166.0,1.0
Carangoides,1.244,1.29,-1.109,3.658,0.03,0.021,1820.0,1820.0,1823.0,2380.0,1.0
Tylosurus,2.939,1.193,0.732,5.315,0.026,0.019,2047.0,1985.0,2047.0,2534.0,1.0
Lutjanus,2.074,1.143,-0.135,4.128,0.031,0.025,1364.0,1085.0,1334.0,2060.0,1.0
Seriola,2.377,1.337,0.055,5.197,0.08,0.079,279.0,144.0,308.0,58.0,1.01
Thunnus,2.655,1.298,0.29,5.231,0.029,0.02,2054.0,2054.0,2058.0,2143.0,1.0
Parupeneus,2.616,1.206,0.502,4.97,0.032,0.023,1408.0,1408.0,1413.0,2287.0,1.0
Cheilinus,2.26,1.194,-0.139,4.348,0.039,0.033,938.0,673.0,920.0,1297.0,1.01
Katsuwonus,0.327,1.401,-2.156,2.896,0.051,0.036,755.0,755.0,809.0,2152.0,1.01
Eubleekeria,0.416,1.307,-2.044,2.801,0.048,0.034,736.0,736.0,742.0,1482.0,1.01
Sardinella,1.97,0.987,0.098,3.782,0.023,0.016,1829.0,1829.0,1847.0,2536.0,1.0
Trichiurus,0.146,1.257,-2.429,2.352,0.028,0.021,2089.0,1775.0,2083.0,2343.0,1.0
Amblygaster,1.133,1.098,-0.835,3.302,0.023,0.018,2197.0,1785.0,2200.0,1999.0,1.0
Auxis,1.651,1.172,-0.439,4.013,0.031,0.022,1440.0,1440.0,1447.0,2215.0,1.0
Decapterus,0.918,1.065,-1.019,2.951,0.028,0.019,1493.0,1493.0,1494.0,2499.0,1.0
Encrasicholina,0.687,1.123,-1.508,2.682,0.023,0.019,2296.0,1735.0,2299.0,1977.0,1.0
Equulites,1.898,1.134,-0.336,3.872,0.038,0.031,901.0,680.0,873.0,1862.0,1.0
Photopectoralis,1.901,1.097,-0.225,3.809,0.033,0.024,1138.0,1090.0,1152.0,2106.0,1.0
Rastrelliger,1.934,1.132,-0.2,3.96,0.035,0.025,1057.0,1014.0,1015.0,2423.0,1.01
Sillago,2.236,1.152,0.089,4.426,0.025,0.018,2041.0,2041.0,2063.0,2186.0,1.0
Stolephorus,1.143,1.101,-1.047,3.038,0.026,0.019,1794.0,1766.0,1834.0,2994.0,1.0
Lethrinus,0.469,1.211,-1.838,2.705,0.028,0.02,1884.0,1884.0,1885.0,2081.0,1.0
Nemipterus,0.231,1.205,-1.981,2.573,0.025,0.019,2404.0,2037.0,2401.0,2804.0,1.01
Selar,0.883,1.159,-1.198,3.117,0.024,0.018,2322.0,2005.0,2334.0,2491.0,1.0
Sphyraena,0.42,1.189,-1.876,2.601,0.025,0.019,2322.0,1924.0,2326.0,2494.0,1.0
Dussumieria,0.608,1.028,-1.375,2.439,0.025,0.018,1628.0,1628.0,1643.0,2986.0,1.0
Megalaspis,0.559,1.158,-1.52,2.87,0.024,0.018,2335.0,2047.0,2321.0,2709.0,1.0
Benthosema,2.071,1.19,-0.101,4.303,0.025,0.018,2199.0,2199.0,2218.0,2888.0,1.0
Bregmaceros,1.149,1.17,-1.109,3.29,0.027,0.019,1835.0,1835.0,1829.0,2081.0,1.0
Harpadon,0.317,1.14,-1.862,2.401,0.026,0.018,1918.0,1918.0,1922.0,2587.0,1.0
Pentaprion,0.669,1.134,-1.509,2.718,0.024,0.017,2258.0,2258.0,2243.0,3092.0,1.0
Sardina,1.249,1.094,-0.771,3.262,0.028,0.02,1557.0,1526.0,1559.0,2381.0,1.0
Engraulis,1.028,1.068,-0.815,3.182,0.025,0.017,1871.0,1871.0,1881.0,2676.0,1.0
Pagellus,0.553,1.167,-1.663,2.651,0.027,0.021,1851.0,1512.0,1870.0,2428.0,1.0
Mastacembelus,2.02,0.983,0.273,3.906,0.026,0.02,1420.0,1233.0,1414.0,2374.0,1.0
Trichogaster,1.102,1.008,-0.874,2.917,0.022,0.016,2020.0,1888.0,2011.0,1978.0,1.0
Parambassis,2.184,0.989,0.301,3.937,0.023,0.017,1774.0,1774.0,1780.0,1942.0,1.0
Gudusia,0.71,1.123,-1.364,2.836,0.027,0.019,1754.0,1754.0,1757.0,2422.0,1.0
Chela,1.702,1.015,-0.277,3.546,0.023,0.016,1995.0,1914.0,1988.0,2046.0,1.01
Esomus,3.169,0.95,1.333,4.864,0.029,0.023,1076.0,821.0,1036.0,1925.0,1.0
Osteobrama,3.156,1.201,1.02,5.58,0.065,0.056,342.0,231.0,345.0,123.0,1.01
Macrognathus,1.502,0.964,-0.362,3.217,0.023,0.016,1772.0,1772.0,1772.0,2015.0,1.0
Lepidocephalichthys,1.9,1.001,0.111,3.878,0.02,0.014,2470.0,2453.0,2468.0,2689.0,1.0
Puntius,2.385,0.919,0.658,4.073,0.022,0.016,1702.0,1702.0,1706.0,2105.0,1.0
Ailia,1.488,1.082,-0.584,3.501,0.024,0.017,2117.0,1988.0,2121.0,2431.0,1.0
Anabas,3.01,0.979,1.223,4.867,0.027,0.019,1310.0,1310.0,1387.0,2325.0,1.0
Clarias,1.687,1.001,-0.252,3.467,0.031,0.025,1039.0,786.0,1001.0,2372.0,1.0
Nandus,1.31,1.12,-0.932,3.283,0.023,0.017,2437.0,2288.0,2432.0,2862.0,1.0
Botia,1.128,1.127,-0.97,3.252,0.025,0.02,2011.0,1552.0,2010.0,1806.0,1.0
Heteropneustes,0.892,1.015,-1.11,2.72,0.022,0.016,2083.0,2083.0,2073.0,2754.0,1.0
Channa,1.89,0.955,0.012,3.615,0.021,0.015,2101.0,2101.0,2109.0,2597.0,1.0
Mystus,2.087,1.008,0.166,4.01,0.021,0.016,2226.0,2052.0,2218.0,2243.0,1.0
Pethia,1.501,0.962,-0.249,3.367,0.024,0.017,1653.0,1653.0,1660.0,2012.0,1.0
Notopterus,1.606,1.096,-0.545,3.595,0.022,0.016,2454.0,2327.0,2438.0,2797.0,1.0
Gibelion,0.844,1.041,-1.206,2.712,0.029,0.02,1323.0,1323.0,1317.0,2266.0,1.01
Cyprinus,2.063,1.044,0.2,4.027,0.026,0.019,1587.0,1520.0,1601.0,2037.0,1.0
Cirrhinus,1.662,0.985,-0.152,3.498,0.041,0.037,570.0,350.0,580.0,983.0,1.01
Pangasius,1.384,1.12,-0.795,3.434,0.024,0.018,2170.0,2038.0,2166.0,2467.0,1.0
Labeo,1.07,0.985,-0.718,2.967,0.041,0.042,563.0,275.0,557.0,273.0,1.01
Oreochromis,1.35,1.207,-0.942,3.605,0.028,0.02,1798.0,1798.0,1794.0,2094.0,1.0
Wallago,1.437,1.167,-0.736,3.59,0.025,0.02,2096.0,1724.0,2072.0,2515.0,1.0
Chitala,1.831,1.131,-0.258,3.899,0.023,0.017,2455.0,2270.0,2461.0,2683.0,1.0
Silurus,1.222,1.136,-0.85,3.408,0.024,0.017,2330.0,2255.0,2334.0,2746.0,1.0
Coregonus,1.396,0.96,-0.446,3.105,0.021,0.015,2067.0,2067.0,2085.0,2731.0,1.0
Chanda,1.393,1.058,-0.535,3.422,0.024,0.018,1884.0,1647.0,1869.0,2644.0,1.0
Lota,0.828,1.153,-1.288,3.098,0.025,0.018,2105.0,2105.0,2100.0,2357.0,1.0
Rasbora,3.163,1.015,1.153,4.955,0.026,0.018,1562.0,1536.0,1560.0,2005.0,1.0
Clupeoides,1.366,1.116,-0.795,3.391,0.025,0.018,1951.0,1919.0,1945.0,2328.0,1.01
Henicorhynchus,2.458,1.118,0.341,4.567,0.06,0.053,345.0,221.0,354.0,158.0,1.01
Parachela,3.001,1.0,1.126,4.913,0.026,0.018,1489.0,1489.0,1489.0,1967.0,1.0
Thynnichthys,3.551,1.037,1.674,5.496,0.05,0.043,422.0,294.0,431.0,212.0,1.01
Anguilla,1.424,1.112,-0.801,3.454,0.026,0.019,1793.0,1793.0,1772.0,2505.0,1.0
Dermogenys,1.313,1.11,-0.766,3.474,0.023,0.017,2402.0,2245.0,2384.0,2543.0,1.0
Amblypharyngodon,2.869,0.948,1.133,4.722,0.022,0.016,1786.0,1683.0,1764.0,1905.0,1.0
Leptobarbus,2.287,1.068,0.256,4.231,0.026,0.018,1726.0,1726.0,1721.0,2361.0,1.0
Hemibagrus,2.157,1.079,0.065,4.124,0.024,0.017,2065.0,1954.0,2037.0,2627.0,1.0
Barbonymus,1.89,1.011,-0.144,3.599,0.035,0.03,852.0,581.0,856.0,781.0,1.01
Osphronemus,2.079,1.131,-0.053,4.1,0.036,0.029,986.0,751.0,977.0,1560.0,1.01
Ctenopharyngodon,2.688,1.089,0.631,4.717,0.024,0.017,2100.0,1965.0,2087.0,2140.0,1.0
Hypophthalmichthys,1.983,1.08,-0.012,3.931,0.027,0.019,1603.0,1551.0,1616.0,2046.0,1.0
Oxyeleotris,1.159,1.108,-0.996,3.156,0.025,0.018,1964.0,1948.0,1941.0,2687.0,1.0
Trichopodus,1.383,1.101,-0.638,3.488,0.025,0.018,1872.0,1872.0,1867.0,2603.0,1.0
Helostoma,1.549,1.114,-0.481,3.576,0.039,0.033,836.0,571.0,882.0,2029.0,1.01
Ompok,2.435,1.161,0.318,4.636,0.026,0.019,1974.0,1892.0,1968.0,2599.0,1.0
Pangasianodon,0.446,1.204,-1.937,2.484,0.043,0.031,776.0,776.0,777.0,2206.0,1.01
Sperata,1.815,1.113,-0.272,3.891,0.026,0.018,1864.0,1864.0,1873.0,2545.0,1.0
Sigma,1.794,0.534,0.932,2.771,0.074,0.061,53.0,39.0,102.0,33.0,1.03
nu,5.688,3.472,1.874,12.691,0.129,0.094,720.0,682.0,437.0,369.0,1.02
ExMu[0],25.879,19.22,3.341,58.663,0.349,0.247,3039.0,3039.0,2965.0,2548.0,1.0
ExMu[1],23.044,12.763,5.64,44.422,0.219,0.158,3402.0,3272.0,3435.0,3148.0,1.0
ExMu[2],93.358,46.138,24.076,170.951,0.641,0.502,5176.0,4231.0,5201.0,2711.0,1.0
ExMu[3],62.041,16.752,32.701,92.248,0.279,0.197,3602.0,3602.0,3469.0,3410.0,1.0
ExMu[4],78.146,29.397,28.134,129.147,0.849,0.601,1198.0,1198.0,1234.0,1866.0,1.01
ExMu[5],43.923,23.106,10.375,83.931,0.412,0.326,3139.0,2505.0,4519.0,2388.0,1.01
ExMu[6],19.973,7.352,8.725,34.426,0.109,0.083,4522.0,3879.0,4947.0,3392.0,1.0
ExMu[7],19.973,7.352,8.725,34.426,0.109,0.083,4522.0,3879.0,4947.0,3392.0,1.0
ExMu[8],70.697,55.113,2.988,164.483,1.111,0.786,2461.0,2461.0,2169.0,2646.0,1.0
ExMu[9],16.184,15.026,1.453,38.182,0.288,0.204,2721.0,2721.0,3455.0,2712.0,1.0
ExMu[10],25.291,17.787,1.821,57.348,0.378,0.267,2219.0,2219.0,2107.0,2021.0,1.0
ExMu[11],24.496,19.545,2.525,54.776,0.38,0.277,2650.0,2488.0,2858.0,2326.0,1.0
ExMu[12],53.04,57.785,4.889,143.906,1.388,0.981,1734.0,1734.0,776.0,2236.0,1.01
ExMu[13],16.664,13.673,1.037,36.564,0.246,0.191,3097.0,2562.0,3806.0,2560.0,1.0
ExMu[14],62.041,16.752,32.701,92.248,0.279,0.197,3602.0,3602.0,3469.0,3410.0,1.0
ExMu[15],14.396,13.759,1.435,34.315,0.261,0.184,2783.0,2783.0,2552.0,2094.0,1.0
ExMu[16],34.985,31.39,2.188,79.299,0.545,0.389,3320.0,3248.0,4033.0,3017.0,1.0
ExMu[17],87.938,63.965,11.738,191.956,1.096,0.813,3403.0,3097.0,3990.0,3038.0,1.0
ExMu[18],37.38,26.124,5.369,82.17,0.443,0.327,3484.0,3185.0,3893.0,2524.0,1.0
ExMu[19],54.231,21.941,19.332,92.577,0.33,0.237,4426.0,4280.0,4131.0,3810.0,1.0
ExMu[20],12.966,3.766,6.366,19.728,0.06,0.043,3947.0,3864.0,4051.0,3835.0,1.0
ExMu[21],12.966,3.766,6.366,19.728,0.06,0.043,3947.0,3864.0,4051.0,3835.0,1.0
ExMu[22],12.966,3.766,6.366,19.728,0.06,0.043,3947.0,3864.0,4051.0,3835.0,1.0
ExMu[23],17.542,13.485,2.511,39.368,0.234,0.165,3322.0,3322.0,4004.0,2652.0,1.0
ExMu[24],29.712,31.914,2.46,69.206,0.54,0.384,3495.0,3455.0,3459.0,2348.0,1.0
ExMu[25],11.729,9.718,0.985,26.739,0.178,0.138,2975.0,2498.0,3845.0,2791.0,1.0
ExMu[26],7.412,4.113,1.826,14.746,0.067,0.05,3804.0,3408.0,4500.0,3158.0,1.0
ExMu[27],7.412,4.113,1.826,14.746,0.067,0.05,3804.0,3408.0,4500.0,3158.0,1.0
ExMu[28],13.146,11.183,1.343,28.258,0.222,0.181,2528.0,1901.0,3423.0,2508.0,1.0
ExMu[29],16.216,11.178,2.905,33.908,0.182,0.136,3756.0,3362.0,4209.0,3621.0,1.0
ExMu[30],44.389,35.712,3.122,100.438,0.544,0.422,4315.0,3581.0,4515.0,2727.0,1.0
ExMu[31],20.179,22.796,1.859,44.812,0.373,0.264,3728.0,3728.0,4263.0,2418.0,1.0
ExMu[32],15.566,12.124,2.005,32.783,0.224,0.169,2942.0,2588.0,3370.0,2858.0,1.0
ExMu[33],15.504,13.91,1.245,37.466,0.243,0.172,3275.0,3275.0,4393.0,2933.0,1.0
ExMu[34],10.51,10.666,0.281,24.162,0.169,0.12,3966.0,3966.0,4430.0,2738.0,1.0
ExMu[35],91.164,75.172,9.996,202.799,1.35,0.955,3101.0,3101.0,1562.0,3053.0,1.0
ExMu[36],123.716,113.704,9.61,271.306,1.925,1.361,3490.0,3490.0,3897.0,3298.0,1.0
ExMu[37],157.739,116.739,11.964,370.368,3.706,2.622,992.0,992.0,972.0,2811.0,1.0
ExMu[38],152.697,153.77,4.072,424.855,3.181,2.249,2337.0,2337.0,2043.0,2075.0,1.0
ExMu[39],350.341,293.496,11.004,845.191,7.509,5.311,1528.0,1528.0,1307.0,2635.0,1.01
ExMu[40],195.783,122.983,11.549,403.885,3.042,2.151,1635.0,1635.0,1144.0,2768.0,1.01
ExMu[41],64.72,69.476,1.029,195.879,7.232,5.177,92.0,91.0,234.0,63.0,1.01
ExMu[42],154.665,172.113,0.5,468.87,3.967,2.805,1882.0,1882.0,1410.0,1818.0,1.0
ExMu[43],295.628,246.764,9.839,710.29,4.72,3.338,2733.0,2733.0,2211.0,2052.0,1.0
ExMu[44],219.169,178.01,6.514,514.143,4.34,3.07,1682.0,1682.0,2028.0,1740.0,1.0
ExMu[45],283.824,180.205,20.896,582.338,3.478,2.459,2685.0,2685.0,2381.0,2779.0,1.0
ExMu[46],412.594,247.371,56.459,843.419,5.221,3.692,2245.0,2245.0,1645.0,2464.0,1.0
ExMu[47],208.171,145.599,25.837,452.836,2.655,1.878,3007.0,3007.0,2788.0,3026.0,1.0
ExMu[48],29.341,64.885,0.623,99.28,1.366,0.966,2255.0,2255.0,696.0,1471.0,1.01
ExMu[49],6.783,9.551,0.345,19.883,0.221,0.156,1867.0,1867.0,1905.0,1997.0,1.0
ExMu[50],17.249,10.081,2.73,35.981,0.363,0.257,772.0,772.0,191.0,44.0,1.02
ExMu[51],5.376,10.344,0.371,14.304,0.197,0.14,2748.0,2748.0,2867.0,2324.0,1.0
ExMu[52],159.16,141.161,13.796,378.602,3.027,2.172,2175.0,2112.0,3040.0,2360.0,1.0
ExMu[53],128.914,92.961,12.171,280.886,1.514,1.137,3769.0,3341.0,3167.0,2905.0,1.0
ExMu[54],194.42,112.494,44.757,384.519,1.971,1.394,3258.0,3258.0,3266.0,2456.0,1.0
ExMu[55],194.42,112.494,44.757,384.519,1.971,1.394,3258.0,3258.0,3266.0,2456.0,1.0
ExMu[56],190.806,211.548,19.507,449.615,4.876,3.775,1883.0,1571.0,4245.0,2001.0,1.0
ExMu[57],141.53,105.722,10.091,309.274,1.899,1.376,3099.0,2953.0,2068.0,2647.0,1.0
ExMu[58],136.669,69.969,26.286,253.548,1.055,0.819,4403.0,3648.0,3978.0,3162.0,1.0
ExMu[59],136.669,69.969,26.286,253.548,1.055,0.819,4403.0,3648.0,3978.0,3162.0,1.0
ExMu[60],101.213,70.307,12.649,225.266,1.123,0.844,3918.0,3468.0,4058.0,2805.0,1.0
ExMu[61],162.614,119.864,12.603,372.048,2.006,1.498,3571.0,3201.0,3513.0,2301.0,1.0
ExMu[62],124.544,97.889,15.075,275.247,1.776,1.456,3038.0,2261.0,4055.0,3086.0,1.01
ExMu[63],104.646,111.606,2.892,286.284,2.234,1.58,2497.0,2497.0,2063.0,1808.0,1.0
ExMu[64],36.352,48.293,1.542,94.219,1.043,0.738,2143.0,2143.0,2735.0,2024.0,1.0
ExMu[65],197.943,132.03,11.22,425.954,6.859,4.854,371.0,371.0,505.0,977.0,1.01
ExMu[66],13.284,19.237,1.123,35.506,0.432,0.305,1986.0,1986.0,1238.0,2283.0,1.0
ExMu[67],16.446,14.115,2.033,39.036,0.27,0.191,2741.0,2741.0,2307.0,2999.0,1.0
ExMu[68],53.065,65.366,3.274,149.745,1.329,0.94,2418.0,2418.0,2057.0,2542.0,1.0
ExMu[69],26.685,11.781,9.145,47.977,0.225,0.159,2742.0,2742.0,2417.0,2861.0,1.0
ExMu[70],26.685,11.781,9.145,47.977,0.225,0.159,2742.0,2742.0,2417.0,2861.0,1.0
ExMu[71],26.685,11.781,9.145,47.977,0.225,0.159,2742.0,2742.0,2417.0,2861.0,1.0
ExMu[72],12.648,6.027,3.763,23.422,0.155,0.109,1518.0,1518.0,1277.0,2481.0,1.0
ExMu[73],12.648,6.027,3.763,23.422,0.155,0.109,1518.0,1518.0,1277.0,2481.0,1.0
ExMu[74],12.648,6.027,3.763,23.422,0.155,0.109,1518.0,1518.0,1277.0,2481.0,1.0
ExMu[75],34.012,40.268,3.297,82.788,0.735,0.519,3005.0,3005.0,2467.0,2773.0,1.0
ExMu[76],118.221,97.636,4.897,276.74,1.471,1.206,4404.0,3279.0,4489.0,3140.0,1.0
ExMu[77],441.521,629.496,27.829,1009.524,19.409,13.728,1052.0,1052.0,441.0,332.0,1.01
ExMu[78],11.769,7.74,2.509,23.996,0.14,0.099,3050.0,3050.0,2868.0,3354.0,1.0
ExMu[79],11.769,7.74,2.509,23.996,0.14,0.099,3050.0,3050.0,2868.0,3354.0,1.0
ExMu[80],18.224,18.802,1.806,43.847,0.361,0.255,2709.0,2709.0,2278.0,1891.0,1.0
ExMu[81],63.422,42.663,9.064,134.029,0.799,0.577,2851.0,2734.0,4062.0,2887.0,1.0
ExMu[82],19.256,13.261,3.145,40.879,0.236,0.167,3148.0,3148.0,4084.0,2789.0,1.0
ExMu[83],62.556,44.797,7.847,137.644,1.043,0.737,1846.0,1846.0,340.0,98.0,1.01
ExMu[84],18.885,14.067,2.643,41.421,0.291,0.206,2339.0,2339.0,523.0,271.0,1.01
ExMu[85],13.37,11.751,1.284,33.787,0.293,0.207,1611.0,1611.0,424.0,361.0,1.01
ExMu[86],17.798,19.572,1.278,45.74,0.401,0.284,2378.0,2378.0,2983.0,2182.0,1.0
ExMu[87],21.318,9.709,6.007,38.884,0.172,0.121,3204.0,3204.0,3405.0,3349.0,1.0
ExMu[88],23.044,12.763,5.64,44.422,0.219,0.158,3402.0,3272.0,3435.0,3148.0,1.0
ExMu[89],33.973,14.42,10.89,59.766,0.216,0.165,4454.0,3799.0,4923.0,3249.0,1.0
ExMu[90],100.314,27.872,50.432,149.104,0.491,0.348,3227.0,3209.0,3288.0,2950.0,1.0
ExMu[91],20.305,15.836,3.447,47.0,0.297,0.21,2841.0,2841.0,2822.0,2865.0,1.0
ExMu[92],150.215,86.537,37.326,298.512,1.777,1.322,2371.0,2142.0,2911.0,2188.0,1.0
ExMu[93],282.455,99.596,109.282,463.049,1.677,1.246,3528.0,3194.0,3664.0,2468.0,1.0
ExMu[94],419.574,359.632,22.785,1029.786,25.128,17.929,205.0,202.0,386.0,220.0,1.01
ExMu[95],93.358,46.138,24.076,170.951,0.641,0.502,5176.0,4231.0,5201.0,2711.0,1.0
ExMu[96],48.802,17.845,18.405,80.162,0.645,0.456,765.0,765.0,839.0,1831.0,1.01
ExMu[97],39.371,24.495,7.03,81.674,0.454,0.322,2913.0,2892.0,2396.0,1952.0,1.0
ExMu[98],49.141,12.699,27.553,73.344,0.197,0.146,4167.0,3779.0,4667.0,2732.0,1.0
