,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Gen_nc[142],0.802,0.507,-0.24,1.714,0.026,0.018,390.0,390.0,361.0,981.0,1.09
Gen_nc[143],-0.197,0.804,-1.272,1.59,0.166,0.119,24.0,24.0,25.0,23.0,1.11
Gen_nc[144],-0.265,0.608,-1.225,0.716,0.146,0.105,17.0,17.0,20.0,50.0,1.13
Gen_nc[145],0.6,0.436,-0.226,1.452,0.014,0.01,1009.0,1009.0,954.0,1105.0,1.06
Gen_nc[146],-1.459,0.654,-2.789,-0.329,0.065,0.059,102.0,62.0,101.0,1039.0,1.03
Gen_nc[147],-0.484,0.759,-1.544,1.215,0.124,0.088,38.0,38.0,44.0,24.0,1.07
Gen_nc[148],-1.979,0.743,-3.365,-0.543,0.036,0.032,415.0,267.0,282.0,1159.0,1.08
Gen_nc[149],0.366,0.639,-0.93,1.392,0.057,0.04,125.0,125.0,120.0,1032.0,1.03
Gen_nc[150],-0.389,0.688,-1.63,1.02,0.033,0.046,441.0,115.0,406.0,1179.0,1.11
Gen_nc[151],-0.51,0.579,-1.573,0.757,0.026,0.019,484.0,484.0,455.0,944.0,1.11
Gen_nc[152],-1.232,0.601,-2.277,-0.14,0.064,0.045,89.0,89.0,101.0,514.0,1.12
Gen_nc[153],-0.669,0.697,-1.957,0.727,0.028,0.034,613.0,208.0,323.0,1490.0,1.06
Gen_nc[154],0.832,1.094,-0.961,2.681,0.305,0.258,13.0,10.0,14.0,29.0,1.21
Gen_nc[155],-0.742,0.585,-1.851,0.29,0.06,0.042,96.0,96.0,114.0,732.0,1.07
Gen_nc[156],-1.454,0.478,-2.192,-0.681,0.114,0.082,18.0,18.0,20.0,103.0,1.13
Gen_nc[157],0.966,0.601,-0.432,1.902,0.073,0.052,68.0,68.0,109.0,24.0,1.15
Gen_nc[158],-0.826,0.487,-1.861,0.05,0.02,0.014,570.0,570.0,468.0,981.0,1.16
Gen_nc[159],-0.851,0.434,-1.686,0.042,0.015,0.011,832.0,720.0,681.0,1143.0,1.1
Gen_nc[160],-0.321,0.658,-1.347,1.0,0.107,0.076,38.0,38.0,42.0,104.0,1.06
Gen_nc[161],0.179,0.496,-0.892,1.133,0.014,0.022,1261.0,250.0,976.0,926.0,1.07
Gen_nc[162],0.326,0.496,-0.591,1.272,0.053,0.037,89.0,89.0,91.0,905.0,1.06
Gen_nc[163],0.587,0.425,-0.254,1.373,0.04,0.028,113.0,113.0,103.0,1040.0,1.03
Gen_nc[164],-0.04,0.504,-1.053,0.844,0.048,0.034,112.0,112.0,106.0,1003.0,1.05
Gen_nc[165],0.976,0.62,-0.292,2.112,0.076,0.054,66.0,66.0,75.0,32.0,1.08
Gen_nc[166],0.12,0.501,-0.829,1.096,0.034,0.024,211.0,211.0,170.0,1140.0,1.06
Gen_nc[167],0.553,0.82,-1.521,1.752,0.125,0.089,43.0,43.0,60.0,17.0,1.16
Gen_nc[168],0.507,0.608,-0.663,1.629,0.061,0.043,99.0,99.0,107.0,1292.0,1.04
Gen_nc[169],0.783,0.794,-0.651,2.297,0.088,0.078,81.0,53.0,90.0,716.0,1.04
Gen_nc[170],0.197,0.502,-0.74,1.161,0.033,0.023,235.0,235.0,263.0,1191.0,1.09
Gen_nc[171],-0.824,0.829,-2.472,0.796,0.045,0.056,333.0,111.0,295.0,1165.0,1.07
Gen_nc[172],-0.901,0.704,-2.114,0.521,0.055,0.045,165.0,123.0,137.0,1375.0,1.07
Gen_nc[173],0.289,0.462,-0.519,1.255,0.024,0.022,366.0,213.0,310.0,1343.0,1.11
Gen_nc[174],0.68,0.651,-0.679,1.812,0.062,0.044,111.0,111.0,92.0,1432.0,1.04
Gen_nc[175],-0.053,0.932,-1.375,1.809,0.166,0.119,31.0,31.0,33.0,1160.0,1.08
Gen_nc[176],0.752,0.657,-0.459,2.036,0.031,0.024,437.0,378.0,455.0,1736.0,1.07
Gen_nc[177],-0.283,0.608,-1.412,0.908,0.031,0.022,389.0,389.0,341.0,743.0,1.07
Gen_nc[178],0.017,0.482,-0.94,0.939,0.019,0.017,671.0,412.0,575.0,1085.0,1.09
Gen_nc[179],0.568,0.634,-0.653,1.748,0.033,0.023,380.0,380.0,395.0,1031.0,1.05
Gen_nc[180],0.301,0.626,-0.788,1.64,0.039,0.03,260.0,212.0,236.0,965.0,1.05
Gen_nc[181],-0.998,0.816,-2.562,0.449,0.086,0.076,91.0,58.0,82.0,120.0,1.04
Gen_nc[182],-0.529,0.676,-1.672,1.004,0.025,0.018,760.0,732.0,445.0,1155.0,1.07
Gen_nc[183],-0.054,0.847,-1.225,1.867,0.162,0.116,27.0,27.0,33.0,31.0,1.08
Gen_nc[184],1.257,0.955,-0.287,3.291,0.109,0.108,76.0,40.0,79.0,23.0,1.06
Gen_nc[185],-0.774,1.062,-2.468,1.297,0.173,0.123,38.0,38.0,42.0,36.0,1.06
Gen_nc[186],-1.141,0.865,-2.776,0.585,0.023,0.019,1454.0,1084.0,1159.0,1739.0,1.09
Gen_nc[187],-0.895,0.959,-2.351,1.462,0.121,0.086,63.0,63.0,84.0,18.0,1.06
Gen_nc[188],-1.557,0.626,-2.729,-0.329,0.034,0.024,334.0,334.0,274.0,1089.0,1.1
Gen_nc[189],-0.918,1.078,-2.586,0.75,0.267,0.192,16.0,16.0,19.0,272.0,1.14
Gen_nc[190],-0.626,0.71,-1.925,0.669,0.069,0.049,104.0,104.0,124.0,725.0,1.12
Gen_nc[191],0.256,0.682,-1.026,1.534,0.046,0.033,219.0,219.0,244.0,1329.0,1.06
Gen_nc[192],0.625,0.753,-0.858,1.981,0.05,0.055,225.0,96.0,210.0,1041.0,1.1
Gen_nc[193],-0.038,0.664,-1.23,1.182,0.076,0.054,76.0,76.0,74.0,551.0,1.04
Gen_nc[194],0.245,0.619,-0.886,1.56,0.021,0.029,834.0,233.0,647.0,1139.0,1.1
Gen_nc[195],1.002,0.533,0.032,2.089,0.037,0.033,204.0,127.0,150.0,1273.0,1.05
benthopelagic,0.369,0.385,-0.344,1.156,0.018,0.018,450.0,227.0,434.0,846.0,1.03
demersal,0.508,0.398,-0.159,1.356,0.022,0.016,318.0,318.0,296.0,740.0,1.08
pelagic,0.627,0.444,-0.226,1.507,0.019,0.016,551.0,373.0,501.0,961.0,1.06
pelagic_neritic,0.418,0.4,-0.381,1.188,0.02,0.014,407.0,407.0,364.0,937.0,1.11
pelagic_oceanic,0.397,0.527,-0.654,1.365,0.027,0.022,387.0,283.0,363.0,1390.0,1.06
reef_associated,-0.588,0.403,-1.388,0.193,0.02,0.014,418.0,418.0,363.0,849.0,1.09
polar_deep,-0.467,0.469,-1.333,0.443,0.026,0.019,314.0,314.0,271.0,867.0,1.04
subtropical,0.873,0.46,-0.026,1.79,0.02,0.014,542.0,542.0,509.0,626.0,1.1
temperate,-0.092,0.461,-0.892,0.842,0.034,0.024,187.0,187.0,175.0,700.0,1.05
tropical,1.189,0.467,0.306,2.081,0.05,0.036,85.0,84.0,84.0,669.0,1.04
MaxDepth,-0.003,0.065,-0.097,0.127,0.012,0.008,31.0,31.0,31.0,523.0,1.09
TL,0.176,0.116,-0.034,0.415,0.005,0.004,491.0,358.0,441.0,1135.0,1.08
benthic,0.822,0.666,-0.31,2.129,0.116,0.083,33.0,33.0,30.0,1136.0,1.09
pelagic,0.623,0.687,-0.354,2.093,0.128,0.092,29.0,29.0,27.0,1269.0,1.1
LMax,-0.444,0.101,-0.63,-0.242,0.006,0.005,253.0,175.0,192.0,1052.0,1.09
elongate,0.213,0.281,-0.306,0.788,0.015,0.011,337.0,337.0,247.0,1068.0,1.09
flat,0.083,0.533,-0.72,1.344,0.077,0.08,49.0,23.0,59.0,27.0,1.12
fusiform,0.094,0.293,-0.396,0.718,0.035,0.025,70.0,70.0,71.0,1156.0,1.04
short_deep,0.098,0.29,-0.532,0.606,0.011,0.008,655.0,583.0,517.0,1193.0,1.05
K,0.006,0.183,-0.341,0.303,0.027,0.019,46.0,46.0,52.0,1210.0,1.06
tm,-0.319,0.139,-0.596,-0.077,0.012,0.009,132.0,120.0,126.0,881.0,1.06
muscle,0.088,0.447,-0.775,0.826,0.049,0.035,84.0,84.0,104.0,956.0,1.03
not specified,0.666,0.588,-0.499,1.801,0.021,0.031,795.0,184.0,658.0,1279.0,1.08
unknown,-0.057,0.563,-1.265,0.807,0.059,0.042,92.0,92.0,98.0,772.0,1.04
whole,0.839,0.438,-0.097,1.556,0.041,0.029,115.0,115.0,116.0,939.0,1.04
whole_parts,0.508,0.448,-0.392,1.212,0.055,0.046,67.0,48.0,90.0,829.0,1.05
dry,1.265,0.725,0.088,2.459,0.187,0.135,15.0,15.0,18.0,107.0,1.15
unknown,0.056,0.583,-0.937,1.155,0.113,0.08,27.0,27.0,31.0,772.0,1.09
wet,-0.114,0.634,-1.156,0.911,0.163,0.117,15.0,15.0,17.0,210.0,1.16
Sigma_class,1.513,0.776,0.028,2.481,0.204,0.147,15.0,15.0,15.0,167.0,1.19
Actinopterygii,3.752,1.249,1.759,5.816,0.363,0.28,12.0,11.0,13.0,66.0,1.23
Elasmobranchii,2.574,1.652,-0.196,5.461,0.45,0.355,13.0,11.0,14.0,33.0,1.2
Sigma_order,0.4,0.294,0.012,1.195,0.067,0.049,19.0,19.0,24.0,18.0,1.11
Perciformes,3.616,1.275,1.627,5.716,0.363,0.283,12.0,11.0,13.0,64.0,1.23
Clupeiformes,3.869,1.227,1.795,5.715,0.331,0.25,14.0,13.0,14.0,126.0,1.21
Scorpaeniformes,3.907,1.362,1.766,6.169,0.393,0.304,12.0,11.0,13.0,54.0,1.23
Mugiliformes,3.838,1.258,1.746,5.865,0.36,0.277,12.0,11.0,13.0,60.0,1.23
Beloniformes,4.066,1.202,1.821,5.747,0.31,0.232,15.0,14.0,14.0,230.0,1.2
Gadiformes,3.685,1.33,1.617,5.971,0.395,0.309,11.0,10.0,13.0,47.0,1.23
Pleuronectiformes,3.717,1.308,1.642,5.884,0.378,0.292,12.0,11.0,13.0,55.0,1.23
Salmoniformes,3.598,1.292,1.577,5.8,0.373,0.289,12.0,11.0,13.0,49.0,1.22
Osmeriformes,3.933,1.286,1.659,5.784,0.331,0.25,15.0,14.0,15.0,117.0,1.19
Siluriformes,3.627,1.32,1.508,5.753,0.374,0.29,12.0,11.0,13.0,48.0,1.23
Carcharhiniformes,2.686,1.565,0.279,5.563,0.422,0.341,14.0,11.0,16.0,35.0,1.18
Cypriniformes,4.208,1.218,2.113,6.008,0.324,0.245,14.0,13.0,14.0,142.0,1.21
Myctophiformes,4.018,1.346,1.727,5.964,0.349,0.262,15.0,14.0,16.0,129.0,1.18
Aulopiformes,3.538,1.338,1.2,5.594,0.361,0.282,14.0,12.0,14.0,94.0,1.21
Tetraodontiformes,3.548,1.34,1.473,5.862,0.4,0.314,11.0,10.0,13.0,66.0,1.22
Beryciformes,3.793,1.351,1.525,5.759,0.362,0.273,14.0,13.0,15.0,76.0,1.2
Synbranchiformes,4.109,1.309,1.979,6.165,0.341,0.256,15.0,14.0,16.0,86.0,1.18
Osteoglossiformes,3.852,1.189,1.666,5.577,0.316,0.24,14.0,13.0,14.0,143.0,1.21
Esociformes,3.592,1.286,1.43,5.633,0.359,0.278,13.0,11.0,13.0,86.0,1.21
Characiformes,3.436,1.313,1.227,5.466,0.371,0.286,13.0,11.0,13.0,175.0,1.21
Sigma_family,0.159,0.107,0.0,0.336,0.016,0.012,44.0,44.0,44.0,558.0,1.07
Trichiuridae,3.642,1.265,1.578,5.703,0.349,0.271,13.0,11.0,13.0,50.0,1.22
Stromateidae,3.632,1.372,1.559,6.024,0.407,0.322,11.0,10.0,13.0,42.0,1.24
Engraulidae,3.956,1.299,1.909,6.148,0.373,0.289,12.0,11.0,13.0,47.0,1.23
Sciaenidae,3.601,1.293,1.539,5.705,0.365,0.284,13.0,11.0,13.0,42.0,1.23
Scombridae,3.541,1.269,1.415,5.499,0.354,0.275,13.0,11.0,13.0,162.0,1.22
Platycephalidae,3.969,1.402,1.805,6.359,0.409,0.319,12.0,10.0,13.0,51.0,1.23
Mugilidae,3.829,1.238,1.691,5.774,0.344,0.262,13.0,12.0,13.0,63.0,1.22
Polynemidae,3.532,1.225,1.404,5.35,0.327,0.25,14.0,13.0,14.0,98.0,1.21
Sillaginidae,3.604,1.225,1.529,5.45,0.327,0.249,14.0,13.0,14.0,162.0,1.2
Gobiidae,3.598,1.24,1.53,5.517,0.342,0.263,13.0,12.0,14.0,143.0,1.21
Hemiramphidae,4.082,1.159,1.868,5.77,0.284,0.21,17.0,16.0,16.0,522.0,1.18
Clupeidae,3.873,1.247,1.814,5.863,0.344,0.264,13.0,12.0,13.0,75.0,1.22
Belonidae,4.106,1.236,1.904,5.904,0.325,0.247,14.0,13.0,14.0,173.0,1.2
Eleotridae,3.647,1.318,1.621,5.883,0.38,0.297,12.0,10.0,13.0,45.0,1.23
Latidae,3.666,1.289,1.609,5.76,0.365,0.285,12.0,11.0,13.0,78.0,1.22
Carangidae,3.694,1.192,1.565,5.454,0.311,0.238,15.0,13.0,15.0,167.0,1.2
Sparidae,3.69,1.342,1.633,5.98,0.397,0.311,11.0,10.0,13.0,60.0,1.23
Gadidae,3.69,1.377,1.638,6.187,0.415,0.325,11.0,10.0,12.0,34.0,1.24
Pleuronectidae,3.625,1.254,1.44,5.509,0.339,0.257,14.0,12.0,14.0,206.0,1.21
Merlucciidae,3.628,1.31,1.542,5.805,0.377,0.295,12.0,10.0,13.0,47.0,1.23
Bramidae,3.61,1.344,1.486,5.934,0.39,0.307,12.0,10.0,13.0,34.0,1.23
Hexagrammidae,3.881,1.382,1.685,6.13,0.397,0.308,12.0,11.0,13.0,110.0,1.23
Cyclopteridae,3.91,1.418,1.744,6.376,0.418,0.326,12.0,10.0,12.0,29.0,1.24
Sebastidae,3.918,1.393,1.71,6.229,0.406,0.316,12.0,10.0,13.0,75.0,1.23
Anarhichadidae,3.631,1.366,1.581,6.032,0.406,0.319,11.0,10.0,13.0,41.0,1.24
Salmonidae,3.581,1.318,1.583,5.88,0.385,0.299,12.0,10.0,13.0,46.0,1.22
Cottidae,3.919,1.323,1.754,6.003,0.369,0.283,13.0,12.0,13.0,62.0,1.22
Moronidae,3.596,1.329,1.525,5.805,0.385,0.299,12.0,10.0,13.0,64.0,1.23
Osmeridae,3.914,1.237,1.505,5.56,0.294,0.216,18.0,17.0,19.0,237.0,1.14
Gempylidae,3.567,1.243,1.471,5.469,0.34,0.262,13.0,12.0,14.0,115.0,1.21
Ariidae,3.67,1.374,1.53,6.001,0.399,0.313,12.0,10.0,13.0,45.0,1.23
Triakidae,2.7,1.568,0.316,5.573,0.42,0.34,14.0,11.0,16.0,35.0,1.18
Serranidae,3.604,1.274,1.559,5.674,0.356,0.277,13.0,11.0,13.0,66.0,1.22
Leiognathidae,3.676,1.268,1.615,5.713,0.354,0.275,13.0,11.0,14.0,133.0,1.22
Cyprinidae,4.352,1.264,2.317,6.423,0.358,0.276,12.0,11.0,13.0,51.0,1.23
Haemulidae,3.59,1.286,1.522,5.655,0.365,0.285,12.0,11.0,13.0,69.0,1.22
Lethrinidae,3.582,1.285,1.479,5.611,0.363,0.283,13.0,11.0,13.0,81.0,1.22
Lutjanidae,3.567,1.277,1.551,5.678,0.361,0.28,13.0,11.0,13.0,63.0,1.22
Nemipteridae,3.598,1.229,1.49,5.493,0.331,0.255,14.0,12.0,14.0,101.0,1.2
Sphyraenidae,3.552,1.241,1.478,5.491,0.338,0.261,13.0,12.0,14.0,102.0,1.21
Dussumieriidae,3.9,1.259,1.726,5.777,0.341,0.258,14.0,12.0,14.0,130.0,1.21
Myctophidae,4.072,1.362,1.733,6.055,0.354,0.266,15.0,14.0,16.0,139.0,1.18
Bregmacerotidae,3.748,1.368,1.68,6.168,0.408,0.32,11.0,10.0,13.0,39.0,1.23
Synodontidae,3.469,1.334,1.1,5.435,0.35,0.273,15.0,13.0,14.0,127.0,1.21
Gerreidae,3.582,1.242,1.43,5.431,0.334,0.256,14.0,12.0,14.0,128.0,1.2
Acanthuridae,3.642,1.313,1.629,5.873,0.381,0.299,12.0,10.0,13.0,47.0,1.23
Mullidae,3.642,1.343,1.573,5.948,0.395,0.31,12.0,10.0,13.0,36.0,1.24
Scaridae,3.587,1.29,1.575,5.714,0.367,0.287,12.0,11.0,13.0,82.0,1.22
Monacanthidae,3.508,1.342,1.378,5.777,0.396,0.311,11.0,10.0,13.0,100.0,1.22
Labridae,3.571,1.219,1.438,5.364,0.329,0.254,14.0,12.0,14.0,152.0,1.21
Holocentridae,3.782,1.351,1.52,5.751,0.351,0.262,15.0,14.0,16.0,96.0,1.18
Siganidae,3.579,1.254,1.483,5.54,0.343,0.265,13.0,12.0,14.0,66.0,1.21
Channidae,3.591,1.268,1.537,5.592,0.352,0.273,13.0,11.0,13.0,83.0,1.22
Mastacembelidae,4.161,1.32,1.987,6.115,0.349,0.266,14.0,13.0,15.0,108.0,1.18
Osphronemidae,3.563,1.273,1.517,5.589,0.357,0.277,13.0,11.0,13.0,72.0,1.22
Ambassidae,3.568,1.15,1.536,5.336,0.284,0.213,16.0,15.0,16.0,526.0,1.18
Notopteridae,3.851,1.19,1.648,5.572,0.313,0.238,14.0,13.0,14.0,207.0,1.2
Bagridae,3.632,1.334,1.533,5.894,0.377,0.294,13.0,11.0,13.0,37.0,1.22
Cobitidae,4.273,1.289,2.226,6.423,0.361,0.279,13.0,11.0,13.0,33.0,1.23
Ailiidae,3.633,1.332,1.514,5.803,0.378,0.295,12.0,11.0,13.0,61.0,1.23
Anabantidae,3.621,1.341,1.568,5.937,0.394,0.309,12.0,10.0,13.0,47.0,1.23
Clariidae,3.517,1.268,1.266,5.33,0.336,0.256,14.0,13.0,14.0,252.0,1.2
Nandidae,3.678,1.331,1.659,5.961,0.389,0.305,12.0,10.0,13.0,49.0,1.23
Siluridae,3.678,1.321,1.614,5.885,0.375,0.291,12.0,11.0,13.0,37.0,1.23
Botiidae,4.266,1.262,2.194,6.236,0.35,0.268,13.0,12.0,13.0,126.0,1.22
Heteropneustidae,3.565,1.255,1.381,5.397,0.334,0.257,14.0,12.0,14.0,171.0,1.21
Cichlidae,3.633,1.322,1.589,5.911,0.388,0.303,12.0,10.0,13.0,42.0,1.23
Schilbeidae,3.622,1.287,1.426,5.562,0.346,0.266,14.0,12.0,14.0,155.0,1.21
Pangasiidae,3.564,1.307,1.382,5.601,0.358,0.275,13.0,12.0,13.0,79.0,1.22
Mormyridae,3.88,1.191,1.607,5.565,0.313,0.237,14.0,13.0,14.0,212.0,1.21
Esocidae,3.588,1.359,1.421,5.94,0.396,0.311,12.0,10.0,13.0,31.0,1.23
Percidae,3.631,1.306,1.626,5.799,0.373,0.291,12.0,11.0,13.0,58.0,1.23
Lotidae,3.667,1.339,1.597,6.003,0.395,0.31,12.0,10.0,13.0,35.0,1.23
Synbranchidae,4.155,1.326,1.996,6.16,0.349,0.263,14.0,13.0,15.0,96.0,1.19
Zenarchopteridae,4.173,1.314,1.966,6.316,0.368,0.285,13.0,11.0,13.0,42.0,1.23
Soleidae,3.767,1.331,1.686,6.069,0.386,0.299,12.0,10.0,13.0,43.0,1.23
Prochilodontidae,3.429,1.373,1.245,5.645,0.398,0.31,12.0,10.0,13.0,119.0,1.22
Pimelodidae,3.569,1.301,1.371,5.555,0.355,0.275,13.0,12.0,14.0,83.0,1.21
Helostomatidae,3.618,1.286,1.606,5.741,0.363,0.282,13.0,11.0,13.0,66.0,1.22
Sigma_genus,0.781,0.103,0.631,0.973,0.027,0.021,15.0,13.0,22.0,31.0,1.21
Aphanopus,3.552,1.364,1.285,5.625,0.373,0.289,13.0,12.0,14.0,116.0,1.22
Pampus,2.98,1.485,0.673,5.452,0.419,0.334,13.0,10.0,13.0,31.0,1.23
Stolephorus,4.163,1.315,1.961,6.412,0.354,0.275,14.0,12.0,14.0,51.0,1.2
Johnius,4.584,1.686,2.112,7.802,0.515,0.409,11.0,9.0,13.0,41.0,1.22
Scomberomorus,3.021,1.42,0.585,5.33,0.386,0.304,14.0,11.0,14.0,62.0,1.2
Platycephalus,4.523,1.389,1.971,6.384,0.338,0.255,17.0,15.0,16.0,122.0,1.17
Chelon,3.284,1.79,0.939,7.041,0.617,0.485,8.0,7.0,11.0,17.0,1.28
Eleutheronema,3.177,1.327,0.757,5.114,0.317,0.231,18.0,17.0,19.0,145.0,1.14
Sillaginopsis,3.574,1.281,1.269,5.507,0.327,0.252,15.0,14.0,15.0,299.0,1.18
Glossogobius,4.441,1.362,2.289,6.621,0.385,0.298,12.0,11.0,13.0,67.0,1.22
Hyporhamphus,4.992,1.362,2.757,7.091,0.372,0.286,13.0,12.0,14.0,103.0,1.21
Corica,3.022,1.311,0.85,5.069,0.358,0.279,13.0,12.0,13.0,95.0,1.22
Xenentodon,4.243,1.186,1.928,5.874,0.269,0.197,19.0,19.0,21.0,441.0,1.13
Eleotris,4.432,1.257,2.195,6.284,0.339,0.257,14.0,13.0,14.0,205.0,1.2
Tenualosa,3.091,1.356,0.895,5.38,0.379,0.295,13.0,11.0,13.0,31.0,1.23
Coilia,4.284,1.417,2.028,6.788,0.406,0.319,12.0,10.0,13.0,36.0,1.22
Setipinna,3.803,1.427,1.624,6.407,0.426,0.338,11.0,10.0,13.0,52.0,1.23
Protonibea,2.861,1.384,0.432,5.062,0.342,0.267,16.0,14.0,17.0,188.0,1.16
Lates,4.521,1.478,2.274,7.087,0.43,0.334,12.0,10.0,13.0,55.0,1.23
Leptomelanosoma,3.438,1.373,1.121,5.797,0.36,0.283,15.0,12.0,14.0,91.0,1.2
Parastromateus,4.278,1.188,1.808,6.203,0.174,0.124,46.0,46.0,49.0,582.0,1.08
Euthynnus,2.657,1.374,-0.121,4.796,0.271,0.194,26.0,26.0,27.0,861.0,1.1
Clupeonella,3.686,1.572,1.331,6.622,0.474,0.377,11.0,9.0,13.0,16.0,1.24
Pagellus,4.152,1.461,1.922,6.824,0.432,0.338,11.0,10.0,13.0,30.0,1.23
Sarda,3.052,1.352,0.751,5.155,0.369,0.289,13.0,12.0,13.0,44.0,1.22
Trachurus,4.987,1.306,2.746,7.044,0.36,0.275,13.0,12.0,13.0,60.0,1.22
Gadus,3.478,1.417,1.361,5.991,0.425,0.336,11.0,10.0,12.0,40.0,1.24
Microstomus,3.474,1.366,1.31,5.766,0.394,0.309,12.0,10.0,13.0,127.0,1.22
Merluccius,3.044,1.31,0.573,4.776,0.307,0.221,18.0,18.0,20.0,326.0,1.13
Brama,2.748,1.415,0.329,5.314,0.324,0.236,19.0,19.0,21.0,35.0,1.13
Pleurogrammus,3.453,1.457,1.152,6.593,0.325,0.236,20.0,20.0,21.0,18.0,1.13
Alosa,3.076,1.37,0.465,5.034,0.323,0.239,18.0,17.0,18.0,190.0,1.16
Pleuronectes,4.135,1.431,1.8,6.447,0.397,0.311,13.0,11.0,14.0,80.0,1.21
Reinhardtius,3.168,1.407,0.949,5.591,0.407,0.319,12.0,10.0,13.0,96.0,1.22
Melanogrammus,3.08,1.5,0.812,5.839,0.453,0.363,11.0,9.0,13.0,58.0,1.23
Cyclopterus,3.439,1.476,1.092,5.925,0.41,0.32,13.0,11.0,13.0,28.0,1.22
Pollachius,3.306,1.458,0.989,5.919,0.402,0.316,13.0,11.0,14.0,31.0,1.21
Sebastes,3.766,1.438,1.599,6.367,0.432,0.341,11.0,9.0,13.0,70.0,1.22
Anarhichas,3.013,1.323,0.443,4.809,0.339,0.258,15.0,14.0,15.0,340.0,1.19
Sardinella,4.113,1.387,1.929,6.497,0.403,0.313,12.0,10.0,13.0,40.0,1.24
Salvelinus,3.155,1.424,1.023,5.671,0.429,0.34,11.0,9.0,13.0,52.0,1.23
Coregonus,3.358,1.268,1.278,5.398,0.356,0.275,13.0,11.0,13.0,125.0,1.22
Scomber,3.363,1.404,1.135,5.837,0.39,0.31,13.0,11.0,14.0,32.0,1.21
Hippoglossus,3.359,1.291,0.813,5.223,0.311,0.224,17.0,17.0,17.0,405.0,1.16
Myoxocephalus,4.716,1.519,2.178,7.277,0.383,0.289,16.0,14.0,17.0,45.0,1.17
Stenodus,3.58,1.3,1.453,5.753,0.355,0.276,13.0,12.0,14.0,49.0,1.21
Dicentrarchus,2.972,1.649,0.261,5.549,0.429,0.336,15.0,13.0,15.0,111.0,1.18
Thaleichthys,4.336,1.261,1.876,6.112,0.292,0.222,19.0,17.0,17.0,1001.0,1.16
Rexea,3.341,1.325,1.056,5.488,0.361,0.287,13.0,11.0,14.0,60.0,1.2
Argyrosomus,3.101,1.266,0.675,5.132,0.305,0.228,17.0,16.0,17.0,437.0,1.16
Boops,3.714,1.315,1.467,5.765,0.355,0.275,14.0,12.0,14.0,143.0,1.21
Trisopterus,4.327,1.498,1.896,7.006,0.413,0.325,13.0,11.0,14.0,35.0,1.21
Micromesistius,4.228,1.502,1.976,6.863,0.432,0.339,12.0,10.0,13.0,59.0,1.22
Mugil,4.973,1.301,2.808,7.103,0.355,0.271,13.0,12.0,13.0,43.0,1.22
Sardina,4.298,1.324,2.097,6.355,0.349,0.265,14.0,13.0,15.0,56.0,1.2
Trichiurus,4.618,1.504,2.287,7.273,0.423,0.326,13.0,11.0,13.0,24.0,1.23
Clupea,4.452,1.31,2.146,6.525,0.354,0.274,14.0,12.0,15.0,153.0,1.19
Arius,3.853,1.494,1.445,6.327,0.433,0.34,12.0,10.0,13.0,91.0,1.22
Salmo,3.359,1.611,1.118,6.455,0.505,0.403,10.0,9.0,12.0,30.0,1.25
Limanda,3.202,1.235,0.844,5.147,0.277,0.199,20.0,20.0,21.0,623.0,1.14
Aldrichetta,3.881,1.365,1.621,6.108,0.378,0.296,13.0,11.0,13.0,33.0,1.22
Sillaginodes,3.524,1.321,1.395,6.226,0.266,0.191,25.0,25.0,25.0,18.0,1.11
Mustelus,2.681,1.411,0.305,5.265,0.357,0.281,16.0,13.0,16.0,37.0,1.18
Sardinops,4.458,1.339,1.984,6.37,0.323,0.249,17.0,15.0,17.0,120.0,1.17
Spratelloides,3.977,1.262,1.619,5.831,0.304,0.228,17.0,16.0,17.0,149.0,1.16
Epinephelus,3.245,1.333,1.045,5.398,0.369,0.291,13.0,11.0,14.0,87.0,1.21
Katsuwonus,4.152,1.605,1.721,6.904,0.47,0.37,12.0,10.0,13.0,58.0,1.23
Eubleekeria,3.848,1.341,1.461,5.71,0.342,0.255,15.0,14.0,16.0,186.0,1.18
Cyprinus,3.701,1.421,1.485,6.115,0.419,0.33,12.0,10.0,13.0,50.0,1.24
Neolissochilus,6.002,1.528,3.726,8.771,0.452,0.35,11.0,10.0,13.0,34.0,1.23
Oncorhynchus,3.601,1.389,0.995,5.652,0.361,0.277,15.0,13.0,16.0,750.0,1.17
Schizothorax,5.536,1.33,3.475,7.857,0.397,0.303,11.0,10.0,12.0,33.0,1.24
Tor,4.986,1.195,2.691,6.715,0.284,0.209,18.0,17.0,17.0,368.0,1.16
Amblygaster,4.489,1.382,2.032,6.647,0.37,0.289,14.0,12.0,14.0,80.0,1.21
Auxis,4.096,1.701,1.682,7.393,0.532,0.425,10.0,9.0,12.0,36.0,1.24
Decapterus,5.242,1.537,2.852,7.933,0.445,0.348,12.0,10.0,13.0,56.0,1.22
Encrasicholina,4.157,1.418,1.928,6.693,0.41,0.319,12.0,10.0,13.0,32.0,1.23
Equulites,3.746,1.413,1.509,6.373,0.405,0.32,12.0,10.0,13.0,25.0,1.23
Karalla,4.225,1.399,2.009,6.599,0.401,0.316,12.0,10.0,14.0,78.0,1.21
Photopectoralis,4.043,1.296,1.81,6.122,0.367,0.286,12.0,11.0,14.0,133.0,1.21
Rastrelliger,3.997,1.511,1.569,6.374,0.417,0.322,13.0,12.0,13.0,49.0,1.22
