,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Mugil,0.207,0.965,-1.685,1.708,0.18,0.128,29.0,29.0,31.0,718.0,1.08
Merluccius,-0.786,0.966,-2.479,0.867,0.192,0.137,25.0,25.0,28.0,459.0,1.09
Gadus,-0.422,0.951,-2.17,1.201,0.152,0.108,39.0,39.0,42.0,1440.0,1.07
Hypomesus,0.385,0.928,-1.549,1.843,0.118,0.084,62.0,62.0,66.0,1041.0,1.05
Sebastes,0.36,0.973,-1.514,1.966,0.139,0.099,49.0,49.0,55.0,1372.0,1.05
Oncorhynchus,0.787,0.961,-1.112,2.255,0.152,0.108,40.0,40.0,41.0,1190.0,1.07
Mallotus,0.395,0.96,-1.333,2.029,0.162,0.115,35.0,35.0,36.0,1651.0,1.07
Sardinops,0.454,0.889,-1.189,2.068,0.099,0.07,81.0,81.0,85.0,1317.0,1.04
Polyprion,0.029,0.902,-1.728,1.558,0.122,0.087,54.0,54.0,55.0,1550.0,1.05
Dicologlossa,-1.748,0.916,-3.435,-0.14,0.12,0.085,58.0,58.0,59.0,1222.0,1.05
Anguilla,0.279,0.949,-1.469,1.86,0.168,0.12,32.0,32.0,36.0,1434.0,1.08
Euthynnus,-0.121,0.921,-1.875,1.507,0.109,0.077,72.0,72.0,74.0,1478.0,1.04
Micromesistius,-0.572,1.009,-2.32,1.193,0.21,0.15,23.0,23.0,25.0,134.0,1.11
Dicentrarchus,-0.353,0.921,-2.066,1.179,0.167,0.119,31.0,31.0,33.0,436.0,1.08
Pagellus,-0.163,0.903,-1.948,1.315,0.133,0.095,46.0,46.0,49.0,1372.0,1.06
Engraulis,0.939,0.898,-0.697,2.464,0.151,0.108,35.0,35.0,36.0,1312.0,1.07
Dentex,-0.018,1.02,-1.731,1.756,0.234,0.168,19.0,19.0,22.0,98.0,1.12
Galeorhinus,-0.529,0.959,-2.262,1.091,0.162,0.116,35.0,35.0,38.0,1381.0,1.07
Sparus,0.245,0.943,-1.568,1.733,0.171,0.122,30.0,30.0,33.0,1369.0,1.08
Pagrus,-0.491,0.917,-2.276,1.06,0.12,0.086,58.0,58.0,59.0,1372.0,1.05
Solea,-0.74,0.903,-2.471,0.872,0.095,0.068,89.0,89.0,90.0,1051.0,1.04
Aetomylaeus,-0.825,0.969,-2.817,0.794,0.059,0.057,273.0,146.0,244.0,1140.0,1.02
Xiphias,-0.595,0.934,-2.462,1.008,0.119,0.085,61.0,61.0,64.0,1536.0,1.05
Pleuronectes,-0.882,0.95,-2.712,0.697,0.138,0.099,47.0,47.0,50.0,1104.0,1.06
Lophius,-0.688,1.0,-2.546,1.056,0.142,0.101,49.0,49.0,55.0,1294.0,1.05
Scophthalmus,-0.896,0.964,-2.816,0.585,0.156,0.111,38.0,38.0,39.0,1589.0,1.07
Mullus,0.416,0.949,-1.305,2.001,0.174,0.125,30.0,30.0,34.0,915.0,1.08
Sarpa,-0.399,0.893,-2.098,1.187,0.092,0.065,94.0,94.0,99.0,1480.0,1.03
Diplodus,-0.255,0.95,-1.884,1.275,0.199,0.142,23.0,23.0,25.0,262.0,1.11
